sgRNA	Gene	Clip2_8_IN8_treatment_BC23_IGO_09496_15_S15
CERCAM_37965	CERCAM	72
TLE4_19254	TLE4	42
OXTR_13170	OXTR	42
AIPL1_33517	AIPL1	60
ADAMTS15_64209	ADAMTS15	27
Non-Targeting Control_77050	Non-Targeting Control	86
IZUMO2_59042	IZUMO2	64
SOX5_17985	SOX5	13
YWHAH_20402	YWHAH	19
HTRA1_15074	HTRA1	128
CASC1_42117	CASC1	12
CDH11_2870	CDH11	70
PRKX_14957	PRKX	29
TRIM36_42600	TRIM36	15
RBM3_15914	RBM3	23
LOC102724957_76433	LOC102724957	37
ADAM9_22889	ADAM9	24
PCNXL2_50563	PCNXL2	35
CTNNB1_4214	CTNNB1	18
ZNF600_63574	ZNF600	38
C15orf26_63439	C15orf26	46
UFL1_32621	UFL1	14
KDM4E_71721	KDM4E	80
TRIM25_20713	TRIM25	46
EEA1_21870	EEA1	12
ZNF30_55291	ZNF30	24
ABCG1_25384	ABCG1	26
EPCAM_10921	EPCAM	76
SLC15A3_38401	SLC15A3	27
HAND2_24911	HAND2	82
SULT1B1_35916	SULT1B1	100
DCX_4594	DCX	97
NEXN_55920	NEXN	30
ZNF140_20685	ZNF140	35
OR8U1_65227	OR8U1	54
DMC1_30258	DMC1	17
PROCA1_61722	PROCA1	64
CNN3_3519	CNN3	28
C7orf66_62947	C7orf66	23
ACYP1_246	ACYP1	34
C5orf42_48477	C5orf42	11
BRS3_1886	BRS3	84
ZNF28_20535	ZNF28	204
ZCCHC24_65338	ZCCHC24	72
TMEM175_53352	TMEM175	77
TTC7B_61451	TTC7B	7
EDA2R_46856	EDA2R	188
THRAP3_26592	THRAP3	7
SLC6A19_69077	SLC6A19	195
ZNF157_20734	ZNF157	57
TNKS1BP1_54977	TNKS1BP1	25
CASP14_33216	CASP14	86
ANKRD33_69321	ANKRD33	93
TMEM178B_75963	TMEM178B	38
SP8_65898	SP8	56
HIST1H3F_23485	HIST1H3F	14
PRSS36_61609	PRSS36	51
Non-Targeting Control_77384	Non-Targeting Control	184
EMC10_67793	EMC10	31
ABCC1_11744	ABCC1	47
ST14_18331	ST14	32
PLEKHG1_45590	PLEKHG1	40
SEMA4B_28322	SEMA4B	11
Non-Targeting Control_77340	Non-Targeting Control	179
ACSL6_32398	ACSL6	50
CTNNBIP1_44815	CTNNBIP1	62
SHANK3_54820	SHANK3	4
TRH_19576	TRH	69
ARPP19_29137	ARPP19	136
Non-Targeting Control_76450	Non-Targeting Control	311
TMEM69_38239	TMEM69	43
CPXCR1_39530	CPXCR1	130
VPS26A_25216	VPS26A	55
GLTPD2_70970	GLTPD2	49
TM6SF2_39551	TM6SF2	27
EVI2A_5879	EVI2A	70
NAPSA_24955	NAPSA	80
C9orf3_54443	C9orf3	199
SLC22A14_24686	SLC22A14	52
IL37_35754	IL37	41
HP1BP3_37347	HP1BP3	10
ATAD2_36350	ATAD2	61
C2orf78_71229	C2orf78	16
CTSB_4237	CTSB	100
PARP15_63848	PARP15	66
BRCC3_49105	BRCC3	25
FXR1_21274	FXR1	22
COL15A1_3650	COL15A1	143
PPP4R2_62587	PPP4R2	14
RBMXL3_60761	RBMXL3	137
CLDN6_23773	CLDN6	63
VHLL_71921	VHLL	32
VPS18_46038	VPS18	5
SAP30_23087	SAP30	24
RLN2_16169	RLN2	45
FBXO47_73429	FBXO47	17
PLXNA2_14230	PLXNA2	28
EDDM3A_29397	EDDM3A	39
TYRP1_19803	TYRP1	22
KLHL40_59936	KLHL40	24
NXF2_43840	NXF2	36
KIAA1644_54815	KIAA1644	56
GJA9_51474	GJA9	30
NFKBIZ_47645	NFKBIZ	60
PTTG1IP_2077	PTTG1IP	42
ITGB8_9830	ITGB8	103
CYP4F11_46468	CYP4F11	87
BCL2L14_49202	BCL2L14	16
PPIH_28176	PPIH	20
FOLR1_6536	FOLR1	27
TACC2_28562	TACC2	41
TTC9_32985	TTC9	28
GABRB3_6772	GABRB3	33
SHC1_17308	SHC1	42
GALM_59845	GALM	77
TRABD2A_59679	TRABD2A	47
TRIO_19587	TRIO	45
TMEM220_70990	TMEM220	23
PARVG_47364	PARVG	63
RAP2A_15817	RAP2A	55
ZC3H8_53739	ZC3H8	25
TMEM92_63524	TMEM92	84
GPR19_7550	GPR19	80
TMEM151A_66780	TMEM151A	88
SLC6A14_30612	SLC6A14	24
FAM129A_57783	FAM129A	29
ZNF573_59076	ZNF573	37
IYD_71398	IYD	41
SCN2B_16888	SCN2B	17
GABRG1_6782	GABRG1	150
ARL14_50722	ARL14	90
SLC28A1_24046	SLC28A1	99
LY6D_22391	LY6D	14
CCSAP_59216	CCSAP	68
OR8K5_65261	OR8K5	52
TCF7_18836	TCF7	5
ALPK1_50932	ALPK1	88
FOXJ3_31120	FOXJ3	105
NARF_35063	NARF	62
CDNF_73169	CDNF	76
SYDE2_52994	SYDE2	70
TAB3_66910	TAB3	57
CHIC1_39549	CHIC1	42
AMT_758	AMT	23
PTPN7_15435	PTPN7	29
BHMT2_33514	BHMT2	86
CALHM1_66541	CALHM1	61
FAM124A_65565	FAM124A	22
RTF1_31940	RTF1	25
CYB5B_51356	CYB5B	38
STRN_18436	STRN	39
SRRM4_53760	SRRM4	104
SCG3_36497	SCG3	87
MCM8_53713	MCM8	70
PDPR_41465	PDPR	7
UIMC1_39370	UIMC1	37
ZNF846_63597	ZNF846	102
CLEC7A_47838	CLEC7A	52
S100A12_16758	S100A12	120
PIAS2_23744	PIAS2	82
ZNF671_50276	ZNF671	32
ZNF699_70360	ZNF699	87
GRIK3_7742	GRIK3	24
SH3BGRL_17274	SH3BGRL	47
PSD4_33138	PSD4	40
GPBP1L1_46834	GPBP1L1	28
S1PR2_24417	S1PR2	31
SMS_17804	SMS	107
WDR38_72478	WDR38	11
PSPH_15295	PSPH	36
LAG3_10446	LAG3	23
UBE3D_55276	UBE3D	12
ZFYVE19_54538	ZFYVE19	45
FOXB2_73268	FOXB2	13
C1orf110_68983	C1orf110	92
TRIM6-TRIM34_73312	TRIM6-TRIM34	51
CCDC108_66561	CCDC108	66
ST3GAL6_27970	ST3GAL6	32
KCNJ11_10057	KCNJ11	27
CNR1_3525	CNR1	33
UACA_41494	UACA	43
FAM19A5_33793	FAM19A5	40
DPH2_4991	DPH2	13
CT45A6_73499	CT45A6	124
OLFM4_28499	OLFM4	70
NUDT16L1_53434	NUDT16L1	39
WDR83OS_38694	WDR83OS	30
C20orf203_67989	C20orf203	53
PNPLA5_62336	PNPLA5	22
CXCR1_9458	CXCR1	58
PRLHR_7525	PRLHR	44
C6orf7_55083	C6orf7	16
CGN_45742	CGN	32
GJA1_7143	GJA1	46
COPS5_29763	COPS5	4
DACH1_4475	DACH1	26
CLEC1A_38302	CLEC1A	15
TADA2B_56568	TADA2B	200
CRBN_38073	CRBN	42
AGPAT3_44490	AGPAT3	44
IFNA6_9217	IFNA6	37
MPLKIP_60451	MPLKIP	7
TKTL1_21497	TKTL1	154
MDFI_11270	MDFI	151
GLIPR1L2_61301	GLIPR1L2	27
CEP97_49357	CEP97	58
ARHGAP29_24756	ARHGAP29	35
KCNS3_10138	KCNS3	31
PDZD8_58106	PDZD8	157
EXO5_48073	EXO5	26
GATA2_6911	GATA2	95
LDLRAP1_34601	LDLRAP1	19
GUF1_46953	GUF1	70
MTCP1_11852	MTCP1	33
RASA3_30904	RASA3	85
TMEM237_48383	TMEM237	18
TP53_19453	TP53	113
SFTPA1_74338	SFTPA1	83
PDX1_9674	PDX1	12
ZNF844_67826	ZNF844	19
RCOR1_32004	RCOR1	47
TST_19671	TST	100
ZNF844_67827	ZNF844	76
SSH1_39912	SSH1	25
ZBED3_53493	ZBED3	30
GMCL1_47695	GMCL1	48
SERPINB7_22750	SERPINB7	44
LIN37_43773	LIN37	51
HMG20A_27856	HMG20A	39
CLDN17_34950	CLDN17	77
PLGLB1_14161	PLGLB1	11
HRH3_30617	HRH3	10
OR4C6_65243	OR4C6	51
ADRA1B_403	ADRA1B	63
SCN9A_16916	SCN9A	87
OR2M3_59279	OR2M3	64
FAM214A_44120	FAM214A	33
NOXRED1_58556	NOXRED1	54
KRTAP29-1_76159	KRTAP29-1	63
SP5_71252	SP5	7
HERC3_23406	HERC3	30
MED25_51983	MED25	13
CCDC82_49915	CCDC82	53
KCNA5_9960	KCNA5	34
C17orf107_75270	C17orf107	59
NR4A2_12946	NR4A2	49
TMEM209_54508	TMEM209	34
RHOV_64275	RHOV	19
IRAK1BP1_60301	IRAK1BP1	87
SPATA25_59563	SPATA25	52
DCAF4L2_60537	DCAF4L2	66
CLIC4_34124	CLIC4	126
DOK2_23683	DOK2	102
DDB2_4601	DDB2	40
PADI2_30569	PADI2	24
TEX9_70303	TEX9	29
CPT1C_59047	CPT1C	84
LYSMD3_57624	LYSMD3	170
ABCG4_47459	ABCG4	100
ALKBH1_23184	ALKBH1	29
OOSP2_65514	OOSP2	74
SPRED3_72083	SPRED3	117
TRIM58_34006	TRIM58	33
SCP2_16942	SCP2	91
ADCK5_65022	ADCK5	68
IL33_55665	IL33	48
CD200R1L_69637	CD200R1L	29
C10orf113_70792	C10orf113	118
FAM198B_38467	FAM198B	92
DSTN_29914	DSTN	53
TIMM8A_4722	TIMM8A	43
GIMAP4_42265	GIMAP4	49
CYP2E1_4385	CYP2E1	41
FJX1_33628	FJX1	55
INMT_30412	INMT	36
TRAM1L1_60132	TRAM1L1	15
CXCL8_9456	CXCL8	51
SLC38A2_39885	SLC38A2	2
MAVS_45663	MAVS	59
AGA_490	AGA	54
PRADC1_53325	PRADC1	4
BOD1_55775	BOD1	41
VASH1_30981	VASH1	32
BEX4_44205	BEX4	135
MMRN1_31215	MMRN1	56
NIT2_44700	NIT2	36
GPR135_47842	GPR135	19
AICDA_45387	AICDA	72
DENND5A_32256	DENND5A	30
GLO1_7235	GLO1	34
CRYGD_3981	CRYGD	50
OR2T1_35267	OR2T1	48
JKAMP_38952	JKAMP	95
LCNL1_72484	LCNL1	16
CNTD1_58830	CNTD1	11
MSL3_29615	MSL3	11
PHF8_31825	PHF8	20
KIAA1033_32461	KIAA1033	78
LRRC8C_53168	LRRC8C	47
DPY19L3_61926	DPY19L3	50
DBH_4544	DBH	76
TIMM21_36440	TIMM21	31
ZNF454_68262	ZNF454	54
LYPLAL1_59269	LYPLAL1	146
MYL2_12066	MYL2	26
OR8B3_71746	OR8B3	24
LACRT_55288	LACRT	35
ARPP21_29140	ARPP21	83
SNCB_17839	SNCB	84
ADAMTS9_44821	ADAMTS9	50
KDR_10141	KDR	25
C4orf19_42204	C4orf19	204
MAPK15_66099	MAPK15	73
SCIN_55025	SCIN	113
MUC21_72080	MUC21	68
CEP104_25776	CEP104	126
P4HA2_23510	P4HA2	45
Non-Targeting Control_76880	Non-Targeting Control	225
HSF2_8906	HSF2	25
MIXL1_52596	MIXL1	67
DOCK6_45883	DOCK6	24
SBK2_74118	SBK2	32
USP50_70233	USP50	30
VWA8_31665	VWA8	31
CRBN_38071	CRBN	46
ZAK_39481	ZAK	12
VGLL3_71298	VGLL3	53
Non-Targeting Control_77208	Non-Targeting Control	80
WASL_23517	WASL	15
Non-Targeting Control_77144	Non-Targeting Control	142
CYP1A2_4338	CYP1A2	19
TMEM52_68959	TMEM52	20
MS4A3_2613	MS4A3	152
POLM_36133	POLM	46
TAS1R3_52482	TAS1R3	13
IRF2_9702	IRF2	7
METTL8_50070	METTL8	22
FLRT2_33552	FLRT2	55
C1orf127_62013	C1orf127	81
ZC4H2_43709	ZC4H2	27
CEP120_62761	CEP120	27
ACRBP_53728	ACRBP	83
EDA_5262	EDA	51
ZNF189_20788	ZNF189	39
POM121L12_68301	POM121L12	49
TNFSF13B_28884	TNFSF13B	32
TAP2_18702	TAP2	47
KCNQ1_10120	KCNQ1	25
ANTXR1_53041	ANTXR1	40
LYSMD2_66786	LYSMD2	20
CHD9_50902	CHD9	75
REC114_67461	REC114	27
LZTS3_25892	LZTS3	26
PTPRA_15457	PTPRA	43
Non-Targeting Control_77310	Non-Targeting Control	163
EGFL8_51457	EGFL8	15
DRC7_53166	DRC7	50
RASA3_30905	RASA3	14
NMRK1_41218	NMRK1	74
TRIM47_55731	TRIM47	120
ZNF121_20646	ZNF121	119
MLPH_48888	MLPH	61
DROSHA_36479	DROSHA	1
C11orf24_39662	C11orf24	150
AGAP1_57873	AGAP1	20
SH3RF2_62834	SH3RF2	32
HIP1_8344	HIP1	76
TTC27_42828	TTC27	2
CORO1A_30279	CORO1A	17
SLC16A13_64855	SLC16A13	38
PIBF1_28169	PIBF1	35
SLC25A3_13845	SLC25A3	59
ALMS1_20973	ALMS1	33
C1orf174_68948	C1orf174	122
KHDC3L_62891	KHDC3L	4
FUT4_6654	FUT4	60
ZSCAN4_64905	ZSCAN4	68
PDGFB_13569	PDGFB	22
DUSP15_59617	DUSP15	50
PCMT1_13429	PCMT1	131
LOC100505549_75827	LOC100505549	12
NUDT13_34206	NUDT13	36
TMEM67_55747	TMEM67	66
LUZP4_38155	LUZP4	24
IQCD_57571	IQCD	44
GABRQ_43643	GABRQ	52
SLC26A3_5026	SLC26A3	24
FGD6_43368	FGD6	56
RTP2_69648	RTP2	31
MYBBP1A_28333	MYBBP1A	30
PBX2_13364	PBX2	86
ABCC9_26874	ABCC9	23
DCDC2_38833	DCDC2	72
OR5K3_72616	OR5K3	44
GPR52_24413	GPR52	144
CREB3L3_54072	CREB3L3	48
PDE10A_29307	PDE10A	9
TMEM110-MUSTN1_76031	TMEM110-MUSTN1	19
GSPT2_33483	GSPT2	96
STAU1_18375	STAU1	50
RNF185_55849	RNF185	68
RNF216_40030	RNF216	25
KRTAP22-2_75661	KRTAP22-2	90
METTL2A_68862	METTL2A	18
OR7C2_35233	OR7C2	41
TRPM8_48818	TRPM8	108
N4BP2L2_28093	N4BP2L2	23
APPBP2_28330	APPBP2	35
RAP2C_46447	RAP2C	83
DCDC5_75909	DCDC5	95
PITX2_14029	PITX2	88
MEST_11381	MEST	156
CD180_10891	CD180	46
SLC9A3_17593	SLC9A3	30
SLAMF1_17424	SLAMF1	102
FGF14_6285	FGF14	64
CXCL11_17046	CXCL11	69
PSIP1_30348	PSIP1	18
NTNG1_31007	NTNG1	108
TDRP_63038	TDRP	16
DNTTIP1_57634	DNTTIP1	30
MAGEA2_11002	MAGEA2	38
PRR15L_49061	PRR15L	36
TNFRSF1B_19386	TNFRSF1B	123
IDNK_72779	IDNK	95
TIMM22_36814	TIMM22	23
PAK1_13280	PAK1	199
FBXO15_64889	FBXO15	39
MTUS1_45677	MTUS1	57
LYRM1_45127	LYRM1	317
CLRN2_73982	CLRN2	44
LETM2_60533	LETM2	20
TMEM198_59849	TMEM198	186
CFLAR_23150	CFLAR	40
CACNG1_2192	CACNG1	52
C11orf49_48936	C11orf49	60
ASIC5_39492	ASIC5	90
SNX24_36241	SNX24	146
HBA1_8186	HBA1	52
LOC100506422_75897	LOC100506422	83
OMP_13036	OMP	25
Non-Targeting Control_76813	Non-Targeting Control	137
IER5L_71481	IER5L	112
FKBP11_38427	FKBP11	46
TMEM140_42184	TMEM140	18
HS1BP3_47654	HS1BP3	22
NDUFB1_12314	NDUFB1	46
INPP5J_35626	INPP5J	46
SYNJ2_23251	SYNJ2	25
LOC149373_62157	LOC149373	27
ST20-MTHFS_76081	ST20-MTHFS	43
TLR9_39781	TLR9	21
OR1Q1_63117	OR1Q1	59
B2M_1550	B2M	125
LOC339862_69043	LOC339862	30
HIST1H1C_8085	HIST1H1C	22
ERP44_31641	ERP44	63
TUBE1_38045	TUBE1	15
PPP1R9A_42774	PPP1R9A	47
HOOK3_53560	HOOK3	48
ANKRD26_31001	ANKRD26	109
RC3H2_40197	RC3H2	64
COIL_21348	COIL	34
USP17L10_75583	USP17L10	64
F12_5981	F12	94
NR2F1_19026	NR2F1	17
GPRIN2_25736	GPRIN2	108
OR6K6_59532	OR6K6	69
Non-Targeting Control_77387	Non-Targeting Control	165
Non-Targeting Control_76846	Non-Targeting Control	153
THSD7A_65938	THSD7A	83
OR2T8_69517	OR2T8	74
JCHAIN_9348	JCHAIN	58
PPP1R26_26209	PPP1R26	20
GSTM2_7893	GSTM2	27
SLC30A1_20886	SLC30A1	2
KCNS2_10136	KCNS2	92
FBXO22_34881	FBXO22	10
GZMM_8079	GZMM	101
SULT1A1_18470	SULT1A1	81
AKT1_569	AKT1	18
ELMO3_49884	ELMO3	18
PHAX_39513	PHAX	6
ZNF92_63990	ZNF92	7
SPATA19_65448	SPATA19	24
ADCK5_65023	ADCK5	128
NANOS1_69249	NANOS1	171
NEUROD6_47239	NEUROD6	96
NMUR2_44591	NMUR2	23
OSR1_59812	OSR1	22
MNS1_42345	MNS1	28
FAM184A_49452	FAM184A	108
PLEK_14156	PLEK	23
MIF_11490	MIF	109
MAGEB17_74050	MAGEB17	82
GALNT18_70263	GALNT18	42
COLGALT2_31805	COLGALT2	140
SPANXN4_73164	SPANXN4	160
WASF2_27217	WASF2	18
DOK6_65581	DOK6	65
KIAA0040_25570	KIAA0040	71
FAM169A_34447	FAM169A	50
MGAT4C_33856	MGAT4C	58
ALKBH6_54634	ALKBH6	78
SRPX_21856	SRPX	116
UTP14C_25745	UTP14C	37
PRKRIP1_49692	PRKRIP1	27
CFD_4710	CFD	38
LIMK2_10666	LIMK2	87
GNAT3_69754	GNAT3	26
ALDH18A1_15602	ALDH18A1	36
CYB561D1_67937	CYB561D1	135
ELAVL2_5486	ELAVL2	28
DAZL_4535	DAZL	62
PMAIP1_14242	PMAIP1	161
CCDC185_63754	CCDC185	107
Non-Targeting Control_77307	Non-Targeting Control	184
FAM102B_67931	FAM102B	19
HLA-DMA_8392	HLA-DMA	35
UNC13D_64877	UNC13D	49
CD248_45051	CD248	25
FZD5_21007	FZD5	109
SPON1_28014	SPON1	61
TMEM30A_43259	TMEM30A	47
ZNF257_57070	ZNF257	35
NASP_12212	NASP	44
PFKFB1_13740	PFKFB1	95
ABCB1_13833	ABCB1	54
CTTNBP2NL_43739	CTTNBP2NL	106
LOC283710_67474	LOC283710	20
XRCC4_20376	XRCC4	38
NECAB2_40220	NECAB2	46
TRIM44_40528	TRIM44	14
CT55_41165	CT55	45
CXADR_4296	CXADR	12
GOSR2_25245	GOSR2	70
NDUFA4L2_44516	NDUFA4L2	6
Non-Targeting Control_76818	Non-Targeting Control	66
C8orf33_48499	C8orf33	40
SPRR2D_18113	SPRR2D	34
DHRS1_57573	DHRS1	52
ZCCHC11_32443	ZCCHC11	25
GNA11_7293	GNA11	28
ZDHHC15_63245	ZDHHC15	96
EBLN2_41557	EBLN2	25
JPH4_53692	JPH4	17
SAA1_16776	SAA1	46
RRAGC_47426	RRAGC	68
RGS17_35176	RGS17	41
CYP11B2_4432	CYP11B2	48
OPN1MW2_74705	OPN1MW2	11
TRPC5_19612	TRPC5	18
SCML1_16872	SCML1	48
CCT6B_28932	CCT6B	18
KLRG1_27403	KLRG1	19
LETMD1_33961	LETMD1	9
GPC4_6212	GPC4	212
OR8U1_65228	OR8U1	12
MPPED1_2092	MPPED1	53
HHATL_45537	HHATL	52
KRTAP2-3_75072	KRTAP2-3	71
TTBK1_53885	TTBK1	16
CCDC7_49813	CCDC7	26
FAM131A_59944	FAM131A	24
BTBD8_67970	BTBD8	27
DNAJC1_47531	DNAJC1	90
ZNF268_29190	ZNF268	147
CHPF_49328	CHPF	75
WNK2_48511	WNK2	98
STX10_22657	STX10	27
ODF2L_45613	ODF2L	55
CCDC110_66748	CCDC110	57
STAG1_27595	STAG1	82
ESF1_39071	ESF1	30
TATDN3_59540	TATDN3	38
NOX3_37225	NOX3	37
C3orf79_62627	C3orf79	56
Non-Targeting Control_76693	Non-Targeting Control	145
CST2_4125	CST2	26
ZNF691_37643	ZNF691	58
INSIG2_37941	INSIG2	106
FZD1_21592	FZD1	163
Non-Targeting Control_76803	Non-Targeting Control	198
CCR4_3451	CCR4	95
GUK1_8021	GUK1	5
PCSK1_13454	PCSK1	114
KCNK15_46971	KCNK15	17
PDIA3_7836	PDIA3	55
Non-Targeting Control_77412	Non-Targeting Control	256
CT45A3_73154	CT45A3	81
CLDN16_28911	CLDN16	128
EHBP1_32380	EHBP1	37
FBLIM1_40484	FBLIM1	28
OR6T1_65424	OR6T1	20
ITPR3_9883	ITPR3	11
KIAA1598_46258	KIAA1598	28
CTSK_4258	CTSK	69
Non-Targeting Control_76620	Non-Targeting Control	237
RIT1_16158	RIT1	34
NBN_12225	NBN	8
FAM218A_62701	FAM218A	21
IL15_9524	IL15	58
PMEL_17369	PMEL	39
CSF2_4018	CSF2	129
CAMSAP1_63082	CAMSAP1	95
MYNN_43671	MYNN	88
AXL_1539	AXL	25
EMILIN1_30163	EMILIN1	31
Non-Targeting Control_76556	Non-Targeting Control	271
ARPIN_69919	ARPIN	123
AP2B1_462	AP2B1	9
BNIP3_1832	BNIP3	30
NCALD_52744	NCALD	84
CCDC27_62092	CCDC27	38
NLRP9_68697	NLRP9	84
SMC1A_21472	SMC1A	29
C17orf62_49224	C17orf62	60
OR10G2_35155	OR10G2	85
UNC13A_31498	UNC13A	49
Non-Targeting Control_76709	Non-Targeting Control	170
ABLIM2_53628	ABLIM2	25
AGXT_532	AGXT	39
FOXO1_6431	FOXO1	276
ELP4_35226	ELP4	9
KIRREL2_52814	KIRREL2	11
CALCB_2220	CALCB	118
TM9SF3_44469	TM9SF3	18
HVCN1_53501	HVCN1	43
DDIAS_65539	DDIAS	20
RC3H2_40198	RC3H2	48
CDPF1_62338	CDPF1	23
CDK11B_2783	CDK11B	78
GDPD2_40787	GDPD2	69
NHSL2_69189	NHSL2	87
OR4A5_51545	OR4A5	77
LILRB4_29821	LILRB4	65
DRAM2_59504	DRAM2	21
FMR1_6509	FMR1	35
ZFP2_50702	ZFP2	25
SSX4B_73521	SSX4B	58
RELB_15999	RELB	47
TEX19_72231	TEX19	50
FBXL19_40324	FBXL19	46
PXDNL_60521	PXDNL	130
PNMAL1_42007	PNMAL1	52
PJA2_26242	PJA2	104
EXTL2_5910	EXTL2	17
HIST1H1B_8099	HIST1H1B	43
CSMD3_57199	CSMD3	63
CDKL5_18414	CDKL5	69
CHRND_3258	CHRND	30
ZBTB45_54350	ZBTB45	24
NAA38_53459	NAA38	45
DENND2A_35684	DENND2A	37
HIST1H3H_21727	HIST1H3H	21
CDY1_23815	CDY1	107
HPN_8804	HPN	52
EXOC5_28763	EXOC5	51
C11orf53_69283	C11orf53	24
ZNF821_42674	ZNF821	50
ATP7A_1492	ATP7A	101
PDLIM2_47582	PDLIM2	10
FZD1_21590	FZD1	90
CCDC148_59893	CCDC148	59
LRRC36_42188	LRRC36	45
OPRK1_13060	OPRK1	62
PID1_41343	PID1	79
EDEM3_51029	EDEM3	34
SLC35G5_52330	SLC35G5	91
PCYOX1L_48642	PCYOX1L	7
ENTPD6_2688	ENTPD6	32
TPP1_3402	TPP1	34
SLC39A14_33016	SLC39A14	28
BCL2L10_26747	BCL2L10	87
FAM216B_61375	FAM216B	201
ELAC2_46946	ELAC2	35
PITPNM3_52067	PITPNM3	46
FUCA1_6625	FUCA1	57
GALNT12_49662	GALNT12	77
STAP2_42822	STAP2	96
CTSK_4260	CTSK	27
NOD1_27932	NOD1	24
CWC27_27627	CWC27	7
ATP5E_1424	ATP5E	4
ZP3_20908	ZP3	18
CAMKMT_50055	CAMKMT	26
NRAS_12840	NRAS	98
SPAG9_23671	SPAG9	40
C22orf29_49616	C22orf29	40
FBXO36_59886	FBXO36	171
TK2_19230	TK2	54
STK35_61079	STK35	29
CDCA7L_42633	CDCA7L	67
EPDR1_40479	EPDR1	35
LOC100129940_75248	LOC100129940	53
CCL3L3_72742	CCL3L3	74
OCA2_12985	OCA2	146
PYY_15204	PYY	71
CAPN2_2291	CAPN2	48
TAAR9_60311	TAAR9	54
ITPA_9858	ITPA	19
KRT9_10342	KRT9	12
IFT57_41507	IFT57	28
SMYD3_47954	SMYD3	22
RASSF10_73965	RASSF10	84
EGLN2_56778	EGLN2	23
COL22A1_64052	COL22A1	56
SPATA21_70403	SPATA21	24
FOXI1_6393	FOXI1	59
FAM209B_71193	FAM209B	21
ZNF221_20623	ZNF221	16
ALOXE3_46796	ALOXE3	38
SAA2-SAA4_76075	SAA2-SAA4	57
TMEM45B_58234	TMEM45B	37
SLC3A2_17481	SLC3A2	8
OR1J1_69782	OR1J1	81
NBPF9_72278	NBPF9	25
IQCF2_71286	IQCF2	197
ZNF175_20755	ZNF175	11
GPR183_5233	GPR183	68
FZD9_21611	FZD9	5
PSG8_72949	PSG8	135
SYAP1_56668	SYAP1	52
WFDC9_66963	WFDC9	57
KLHDC1_58533	KLHDC1	157
MCCC2_47329	MCCC2	18
NFYA_12576	NFYA	65
RALGAPB_45125	RALGAPB	33
ARMT1_49422	ARMT1	83
TOMM34_29656	TOMM34	23
Non-Targeting Control_76963	Non-Targeting Control	170
ROPN1_40519	ROPN1	89
TGM6_69567	TGM6	26
VCY1B_70183	VCY1B	52
MROH8_60909	MROH8	48
GPR89A_74344	GPR89A	32
PRF1_14736	PRF1	27
ISM2_61438	ISM2	48
TYW3_59315	TYW3	16
COA3_36215	COA3	23
DAAM1_31433	DAAM1	59
HSPA4L_30918	HSPA4L	5
ZNF484_52463	ZNF484	42
PHRF1_46153	PHRF1	26
UCMA_65668	UCMA	101
KCMF1_44463	KCMF1	20
ARPP21_29141	ARPP21	25
WDR18_45457	WDR18	13
CCL4_16969	CCL4	173
USH1G_58780	USH1G	29
MBTD1_40595	MBTD1	55
ZCCHC4_36367	ZCCHC4	98
L1TD1_40302	L1TD1	131
DYRK4_23011	DYRK4	125
MAGEA2B_67076	MAGEA2B	34
C12orf60_61357	C12orf60	44
RAB4B_39683	RAB4B	18
PABPC4L_60066	PABPC4L	87
GDF15_25080	GDF15	62
DDIT3_4624	DDIT3	42
FAM151B_63964	FAM151B	48
DIO1_4778	DIO1	9
PPP1R15A_33404	PPP1R15A	23
KRTAP20-3_68689	KRTAP20-3	32
HHLA2_30274	HHLA2	64
CTSV_4267	CTSV	81
TGOLN2_28692	TGOLN2	29
DPYD_5005	DPYD	33
ZNF559-ZNF177_76111	ZNF559-ZNF177	27
ZFP57_69730	ZFP57	43
DNAH14_59388	DNAH14	92
NLRP13_59057	NLRP13	26
FMOD_6507	FMOD	50
BMP1_1769	BMP1	19
NMS_59698	NMS	140
NOMO3_72718	NOMO3	76
PRAMEF19_74011	PRAMEF19	68
DYDC1_61151	DYDC1	33
KLK12_37169	KLK12	28
EPPIN_45038	EPPIN	107
CPEB3_30991	CPEB3	39
ZMAT1_53660	ZMAT1	54
CABP5_44245	CABP5	25
REG1B_15990	REG1B	79
TMPRSS12_67391	TMPRSS12	52
CFHR1_8307	CFHR1	33
APBB1IP_40138	APBB1IP	37
CXCL16_46511	CXCL16	28
MVB12A_56494	MVB12A	93
KRT71_56858	KRT71	14
EGFL7_38006	EGFL7	64
ZNF747_48556	ZNF747	33
UTY_20074	UTY	78
DAND5_64557	DAND5	57
GXYLT1_67387	GXYLT1	82
C8orf48_63058	C8orf48	8
FPGT-TNNI3K_76052	FPGT-TNNI3K	33
HIST1H2BB_8126	HIST1H2BB	10
NELFE_21103	NELFE	71
SYF2_34175	SYF2	18
OCSTAMP_59566	OCSTAMP	78
CEBPE_3013	CEBPE	40
PHOX2A_1161	PHOX2A	59
RABEP1_23977	RABEP1	74
ADD3_326	ADD3	23
GIMAP2_34694	GIMAP2	101
PDK4_13615	PDK4	85
ORC3_33268	ORC3	10
ZNF26_20530	ZNF26	28
SLC30A4_20897	SLC30A4	37
ZNF420_61899	ZNF420	38
SLC30A10_42626	SLC30A10	58
DDR2_12916	DDR2	5
SYDE1_54830	SYDE1	95
KRT80_61346	KRT80	20
PHF7_38967	PHF7	12
