sgRNA	Gene	Clip2_7_E8_control_BC21_IGO_09496_13_S13
SPOCD1_55654	SPOCD1	52
SYNJ1_23237	SYNJ1	41
BLOC1S3_71064	BLOC1S3	44
LYAR_42904	LYAR	104
ASB1_39259	ASB1	68
FAM127A_23441	FAM127A	108
ZDHHC13_40094	ZDHHC13	99
TRIM49B_67207	TRIM49B	133
MET_11385	MET	33
ANO9_68733	ANO9	7
DEFB132_72287	DEFB132	11
CCNL2_51853	CCNL2	22
MYO9B_12130	MYO9B	21
Non-Targeting Control_77197	Non-Targeting Control	455
UBE2G1_19858	UBE2G1	51
C10orf25_65642	C10orf25	39
WASL_23518	WASL	17
ADGRV1_52796	ADGRV1	106
KCNH3_32757	KCNH3	122
GUF1_46953	GUF1	54
ABHD17C_46563	ABHD17C	70
ATP5J_1445	ATP5J	36
Non-Targeting Control_76814	Non-Targeting Control	171
TKTL1_21498	TKTL1	97
Non-Targeting Control_77117	Non-Targeting Control	120
Non-Targeting Control_76611	Non-Targeting Control	372
Non-Targeting Control_77213	Non-Targeting Control	299
C17orf62_49224	C17orf62	96
YY2_72670	YY2	89
N4BP2_43169	N4BP2	54
EIF2AK3_24871	EIF2AK3	95
NFIA_12500	NFIA	45
ATF7IP_43172	ATF7IP	61
SNX12_36827	SNX12	76
PPP2R2C_14631	PPP2R2C	63
ZNF518B_54993	ZNF518B	86
PTPRO_15514	PTPRO	147
TTPAL_49102	TTPAL	86
TNC_9070	TNC	53
TMEM65_63006	TMEM65	139
SNRPN_17906	SNRPN	72
CLN6_41220	CLN6	33
USMG5_54258	USMG5	69
MS4A12_40802	MS4A12	45
TRERF1_43448	TRERF1	37
WAS_20214	WAS	41
CCL28_44262	CCL28	142
RAMP3_27574	RAMP3	85
LYPD6_59840	LYPD6	53
OR4C16_65232	OR4C16	75
ADAMTS18_64221	ADAMTS18	79
CFAP97_45940	CFAP97	52
MMP3_11596	MMP3	151
AXIN2_21567	AXIN2	96
PIGX_41159	PIGX	119
NFATC1_12489	NFATC1	126
SHISA3_62687	SHISA3	12
C4orf51_74108	C4orf51	41
FRMD3_66843	FRMD3	55
C1orf195_74475	C1orf195	85
FAM120B_53683	FAM120B	72
RWDD2B_26902	RWDD2B	200
KIF19_58788	KIF19	47
Non-Targeting Control_77100	Non-Targeting Control	171
REM1_36200	REM1	43
MAGEC3_60656	MAGEC3	65
C4orf32_60088	C4orf32	117
WASF1_23454	WASF1	3
USP11_21456	USP11	142
FLT3_6476	FLT3	138
MATR3_25960	MATR3	31
APELA_75863	APELA	86
ADAMTS4_25037	ADAMTS4	80
FAM208B_40966	FAM208B	67
WDR17_57852	WDR17	103
ANKRD13D_68782	ANKRD13D	24
VWC2L_72543	VWC2L	63
APOPT1_53520	APOPT1	61
PUS3_52171	PUS3	12
LDHAL6B_56259	LDHAL6B	42
Non-Targeting Control_76703	Non-Targeting Control	130
Non-Targeting Control_76886	Non-Targeting Control	264
UAP1L1_55820	UAP1L1	53
NPS_73605	NPS	46
C20orf144_59631	C20orf144	56
SEMA4B_28322	SEMA4B	45
DQX1_63843	DQX1	184
Non-Targeting Control_76699	Non-Targeting Control	327
ZNF562_40635	ZNF562	151
RBBP9_29038	RBBP9	181
NEK3_12452	NEK3	103
H2AFX_8115	H2AFX	92
JPH3_45372	JPH3	124
GAGE12I_35297	GAGE12I	58
LRRC3C_75837	LRRC3C	56
FAM26F_73073	FAM26F	104
SERPINB3_16856	SERPINB3	142
KMO_22333	KMO	31
DIAPH1_4767	DIAPH1	27
GIMAP2_34693	GIMAP2	69
ERMP1_50455	ERMP1	116
PFKL_13754	PFKL	189
DOK3_50387	DOK3	32
DNAJB4_30059	DNAJB4	23
CLIP1_16665	CLIP1	138
ETV3L_72991	ETV3L	11
DBN1_4552	DBN1	75
CFAP43_50938	CFAP43	172
GPR149_69626	GPR149	104
BBS1_1600	BBS1	29
Non-Targeting Control_76652	Non-Targeting Control	277
ZSCAN16_51191	ZSCAN16	27
CLDN10_23765	CLDN10	40
OCSTAMP_59568	OCSTAMP	60
ZNF726_75039	ZNF726	70
Non-Targeting Control_76521	Non-Targeting Control	315
Non-Targeting Control_76919	Non-Targeting Control	242
MFSD3_57034	MFSD3	48
ARMCX5-GPRASP2_76090	ARMCX5-GPRASP2	92
LY6G6C_51286	LY6G6C	83
ANKRD20A4_74780	ANKRD20A4	42
C4orf19_42206	C4orf19	143
BVES_30276	BVES	64
INHBE_52428	INHBE	38
ZNF454_68264	ZNF454	69
TMEM173_69084	TMEM173	33
RASSF2_25916	RASSF2	64
TMEM202_68840	TMEM202	37
PHOSPHO2-KLHL23_76047	PHOSPHO2-KLHL23	100
SNAI1_17820	SNAI1	17
VAC14_43063	VAC14	15
BPIFB4_62238	BPIFB4	27
POU4F3_14470	POU4F3	171
CDH22_47720	CDH22	111
OR2M4_34824	OR2M4	87
PER2_23234	PER2	57
CNIH3_62132	CNIH3	147
GLB1_7196	GLB1	70
NOXA1_29246	NOXA1	29
SPRYD7_45287	SPRYD7	38
Non-Targeting Control_77423	Non-Targeting Control	307
NFATC4_12505	NFATC4	79
SLC7A13_63046	SLC7A13	72
Non-Targeting Control_76913	Non-Targeting Control	355
SLC35B2_69876	SLC35B2	61
ZNF518A_26177	ZNF518A	38
Non-Targeting Control_77236	Non-Targeting Control	393
WRNIP1_44501	WRNIP1	66
Non-Targeting Control_77049	Non-Targeting Control	215
TMEM159_45117	TMEM159	44
LOC100505841_75850	LOC100505841	109
MORN3_67347	MORN3	35
CMC4_75574	CMC4	36
SF1_20415	SF1	17
VPS13B_63036	VPS13B	25
NKX2-1_19219	NKX2-1	92
FLNB_6458	FLNB	152
IL36B_35748	IL36B	123
CHIT1_3166	CHIT1	72
CCDC42B_70887	CCDC42B	90
CERS4_49368	CERS4	29
SDC3_25564	SDC3	145
ZNF706_37879	ZNF706	85
SLC7A1_17564	SLC7A1	56
CLEC19A_74620	CLEC19A	24
TBC1D4_26294	TBC1D4	100
TMEM192_64953	TMEM192	22
ATP2C1_35436	ATP2C1	68
OR2J2_35273	OR2J2	129
Non-Targeting Control_76861	Non-Targeting Control	352
AGRN_70562	AGRN	53
CAMK2N2_56656	CAMK2N2	89
MYOM1_22835	MYOM1	178
MGARP_54095	MGARP	17
C8G_2032	C8G	16
SYCP3_37231	SYCP3	33
SLCO1B7_68822	SLCO1B7	77
ZFP62_73851	ZFP62	21
SH3D19_62669	SH3D19	77
HOXB13_28233	HOXB13	196
NANOGNB_70212	NANOGNB	164
CDX4_2989	CDX4	150
NUTM2A_74581	NUTM2A	8
UBA6_42034	UBA6	3
ZNF500_34446	ZNF500	114
CCDC159_59034	CCDC159	49
MORC3_33012	MORC3	12
C20orf85_59576	C20orf85	54
IQSEC2_31721	IQSEC2	93
SMIM10_73935	SMIM10	95
DGAT2_53933	DGAT2	17
USMG5_54255	USMG5	189
NOG_24278	NOG	104
GYPE_8046	GYPE	192
SLC38A4_41531	SLC38A4	65
ZBTB33_26720	ZBTB33	107
FADS2_24771	FADS2	263
ELK3_5528	ELK3	54
PDGFD_51085	PDGFD	54
ZNF669_50176	ZNF669	51
CDKL1_23068	CDKL1	50
VPS4B_25104	VPS4B	33
MACC1_69738	MACC1	50
DIO3_4788	DIO3	147
OR5H2_49154	OR5H2	92
OR13C4_60627	OR13C4	66
NFKBIB_12549	NFKBIB	50
COMMD7_62235	COMMD7	10
CALCA_2214	CALCA	47
TRIB3_46372	TRIB3	127
Non-Targeting Control_77305	Non-Targeting Control	213
ZIC3_20450	ZIC3	93
Non-Targeting Control_77434	Non-Targeting Control	170
JOSD2_59040	JOSD2	49
Non-Targeting Control_76462	Non-Targeting Control	359
FAM189B_28948	FAM189B	36
DHRS4L1_74744	DHRS4L1	185
KRTAP6-1_68634	KRTAP6-1	149
IAPP_9080	IAPP	34
KLRF2_75775	KLRF2	106
INCENP_9581	INCENP	1
VN1R1_45255	VN1R1	89
METTL3_44234	METTL3	29
CHAC2_73426	CHAC2	137
SRSF3_17200	SRSF3	40
Non-Targeting Control_76963	Non-Targeting Control	191
NMI_23892	NMI	34
STK26_39470	STK26	76
FOXL2NB_72348	FOXL2NB	31
DEFA1B_74646	DEFA1B	44
SOCS1_22569	SOCS1	141
Non-Targeting Control_77433	Non-Targeting Control	268
PLA2G12A_51749	PLA2G12A	98
NME2_12662	NME2	85
SLC6A19_69077	SLC6A19	197
LAMA5_10476	LAMA5	112
C9orf173_73134	C9orf173	72
SCARA5_68365	SCARA5	35
IGSF5_62255	IGSF5	114
RCE1_26647	RCE1	125
ESYT3_52511	ESYT3	51
SDR16C5_64355	SDR16C5	125
HHLA3_30267	HHLA3	123
CHST7_44282	CHST7	119
FRMD7_55334	FRMD7	77
HCFC1R1_41230	HCFC1R1	55
UQCRH_20034	UQCRH	165
HIST1H1T_8102	HIST1H1T	34
HNF1B_18826	HNF1B	72
C4BPA_1993	C4BPA	64
CLOCK_25259	CLOCK	84
CAPG_2283	CAPG	38
WFDC3_60887	WFDC3	88
BIN3_43722	BIN3	20
ZNF101_56661	ZNF101	101
ZSCAN25_65879	ZSCAN25	94
SPATA45_62209	SPATA45	109
LTF_10861	LTF	22
CDC42EP5_61965	CDC42EP5	32
SAP30L_49631	SAP30L	295
OAZ3_39295	OAZ3	86
MDH1B_59867	MDH1B	172
Non-Targeting Control_77194	Non-Targeting Control	173
Non-Targeting Control_76563	Non-Targeting Control	397
KMT2B_25871	KMT2B	117
AMDHD2_37504	AMDHD2	65
JPH4_53691	JPH4	36
LOC100134391_75491	LOC100134391	72
TRPM4_40581	TRPM4	51
RNF207_71105	RNF207	101
LRTM2_74440	LRTM2	31
PLN_14187	PLN	210
ZNF223_20846	ZNF223	34
OR4L1_58521	OR4L1	116
RHCE_16132	RHCE	250
GALC_6818	GALC	20
CASP2_2335	CASP2	42
SPEN_31456	SPEN	60
Non-Targeting Control_77369	Non-Targeting Control	333
MAGED4B_51683	MAGED4B	44
FCER1A_6131	FCER1A	123
S1PR5_39611	S1PR5	224
MEIOB_66482	MEIOB	64
SEMA7A_22063	SEMA7A	39
CFHR3_29406	CFHR3	17
DCAF4L2_60539	DCAF4L2	58
CRISP1_478	CRISP1	49
LOC100130357_75277	LOC100130357	62
NHSL2_69189	NHSL2	153
DCX_4596	DCX	88
METTL20_66387	METTL20	42
MAGEA6_11019	MAGEA6	34
MAPRE2_29752	MAPRE2	142
RGR_16087	RGR	82
FKBP14_41381	FKBP14	43
CDK16_13467	CDK16	91
IKBIP_58386	IKBIP	215
CHRNA4_3229	CHRNA4	38
C18orf21_52290	C18orf21	77
FSTL3_27588	FSTL3	78
USP53_40160	USP53	116
NANOS1_69250	NANOS1	93
NKAIN2_62886	NKAIN2	97
MAN1B1_30609	MAN1B1	68
CMKLR1_3473	CMKLR1	41
FAM198A_74829	FAM198A	148
DNAH7_44102	DNAH7	166
NPIPA5_75671	NPIPA5	11
PRB4_14716	PRB4	79
ARHGAP28_50052	ARHGAP28	189
AGBL1_58629	AGBL1	75
Non-Targeting Control_77187	Non-Targeting Control	621
MYH13_22829	MYH13	48
FAM163B_73731	FAM163B	128
Non-Targeting Control_76786	Non-Targeting Control	212
MYCT1_50849	MYCT1	79
ZNF579_63607	ZNF579	60
PPP1R11_18922	PPP1R11	32
GATA6_6923	GATA6	157
IFNA7_9223	IFNA7	133
DENND6A_64926	DENND6A	10
ALCAM_594	ALCAM	169
C9orf40_41479	C9orf40	165
Non-Targeting Control_76965	Non-Targeting Control	161
ZBED4_26319	ZBED4	90
Non-Targeting Control_77363	Non-Targeting Control	392
OR4E2_35253	OR4E2	65
ARL10_68216	ARL10	78
ILDR2_70782	ILDR2	87
NLN_45605	NLN	154
PAN3_66686	PAN3	97
SMAD2_10958	SMAD2	68
OR2F2_60404	OR2F2	56
WFDC11_66958	WFDC11	92
GTF3C4_24501	GTF3C4	2
DIO2_4784	DIO2	39
CCDC112_62823	CCDC112	46
LRCH3_54287	LRCH3	64
FADS6_67562	FADS6	17
Non-Targeting Control_77130	Non-Targeting Control	254
ROCK2_24950	ROCK2	106
TIMM23_75655	TIMM23	18
SERPINA9_68581	SERPINA9	63
EPC2_34610	EPC2	43
KRT77_70286	KRT77	66
ERCC6L2_70546	ERCC6L2	27
MUC5B_74508	MUC5B	20
Non-Targeting Control_77068	Non-Targeting Control	328
BMP8B_1797	BMP8B	36
NRXN1_24661	NRXN1	68
MET_11388	MET	26
LFNG_10588	LFNG	154
KIF14_26466	KIF14	20
SUPT20H_42705	SUPT20H	292
PDE2A_13502	PDE2A	58
CLEC11A_16867	CLEC11A	222
ZBP1_51483	ZBP1	117
TDRD12_55923	TDRD12	70
ACOT2_29702	ACOT2	125
DVL1_5181	DVL1	66
TAL1_18685	TAL1	83
PXN_15592	PXN	185
PGAP2_36007	PGAP2	89
CHCHD6_53413	CHCHD6	66
SPRR2G_18127	SPRR2G	26
NDEL1_51704	NDEL1	59
SLC25A24_36905	SLC25A24	22
HLA-DOA_8404	HLA-DOA	22
SLC20A1_17677	SLC20A1	140
PLEKHS1_50441	PLEKHS1	14
Non-Targeting Control_76632	Non-Targeting Control	218
LPPR1_40896	LPPR1	119
OR1B1_69786	OR1B1	29
RAPGEF1_7703	RAPGEF1	15
LMO2_10720	LMO2	73
BAHD1_31142	BAHD1	130
PSMD10_15272	PSMD10	131
C16orf70_51016	C16orf70	116
CCDC160_69830	CCDC160	124
FGF6_6255	FGF6	52
PROSER1_50916	PROSER1	30
G3BP1_27155	G3BP1	31
MRVI1_27793	MRVI1	27
Non-Targeting Control_76612	Non-Targeting Control	363
FSHB_6596	FSHB	235
BAIAP3_23457	BAIAP3	106
CDK18_13474	CDK18	29
MIEF2_58922	MIEF2	38
IRF5_9713	IRF5	136
PRKACG_14788	PRKACG	46
DCN_4575	DCN	44
IGF2BP2_28782	IGF2BP2	101
DDX58_33236	DDX58	102
DLGAP4_30962	DLGAP4	19
MCUR1_47175	MCUR1	53
ITPRIP_54956	ITPRIP	135
PAICS_28643	PAICS	39
USP40_42015	USP40	27
ZNF329_49591	ZNF329	45
SP110_9186	SP110	35
C19orf43_48677	C19orf43	79
SLC35E3_42573	SLC35E3	76
RALYL_60542	RALYL	53
PDGFA_13568	PDGFA	39
MUS81_50884	MUS81	17
Non-Targeting Control_76447	Non-Targeting Control	127
NPAP1_33508	NPAP1	33
RNF183_60549	RNF183	152
SPAG8_34747	SPAG8	52
TMCC1_31490	TMCC1	52
PLXNA2_14232	PLXNA2	17
ZNF551_55364	ZNF551	85
ZNF728_71042	ZNF728	190
Non-Targeting Control_76725	Non-Targeting Control	180
KLHL32_57212	KLHL32	100
PPP3R1_14678	PPP3R1	58
ASPDH_73567	ASPDH	71
UFSP1_72581	UFSP1	7
ANKEF1_47156	ANKEF1	12
OR8B2_35212	OR8B2	19
KCNH5_35658	KCNH5	73
FAM210B_57668	FAM210B	312
PGP_67527	PGP	116
KLHL31_72408	KLHL31	119
ZC3H10_54327	ZC3H10	52
HMOX2_8528	HMOX2	17
CLDN5_19351	CLDN5	108
EXT2_5904	EXT2	113
DHX40_49566	DHX40	66
TRMT2A_35455	TRMT2A	84
USP17L11_75589	USP17L11	213
AP3D1_23480	AP3D1	43
TRIM45_51022	TRIM45	64
DPP8_40863	DPP8	30
LBP_10518	LBP	13
TPRX1_67781	TPRX1	205
GALNT1_6845	GALNT1	130
ACSM2B_69921	ACSM2B	14
Non-Targeting Control_77417	Non-Targeting Control	331
MRPS21_39967	MRPS21	2
ZNF124_20649	ZNF124	237
ZNF471_45887	ZNF471	40
PPP1R36_61411	PPP1R36	102
LARP4_56978	LARP4	67
FCRL1_57465	FCRL1	49
GRXCR1_71335	GRXCR1	30
COMMD8_41104	COMMD8	29
RAB4A_15659	RAB4A	50
NAB2_12168	NAB2	51
MX2_11960	MX2	30
CD48_2714	CD48	255
MACROD1_36329	MACROD1	73
TAS2R3_37365	TAS2R3	85
RELN_15054	RELN	97
CSNK1E_4076	CSNK1E	24
NXPE2_58257	NXPE2	137
CCDC77_53467	CCDC77	21
Non-Targeting Control_76726	Non-Targeting Control	253
SAMD10_60913	SAMD10	61
ZFP41_68364	ZFP41	99
GRM6_7805	GRM6	35
MS4A4A_38549	MS4A4A	38
USB1_49515	USB1	14
NTRK3_12898	NTRK3	36
SMCP_11261	SMCP	112
STAC_18333	STAC	41
NPRL3_21327	NPRL3	146
Non-Targeting Control_76763	Non-Targeting Control	281
TTLL5_31708	TTLL5	58
NDUFA4_12280	NDUFA4	34
NEXN_55917	NEXN	115
DEFA1_4678	DEFA1	133
CD300LF_61641	CD300LF	128
PSME1_15286	PSME1	39
SLC31A1_3686	SLC31A1	36
VSTM2L_59550	VSTM2L	118
PCBP4_44918	PCBP4	44
BCAN_47047	BCAN	47
Non-Targeting Control_76724	Non-Targeting Control	170
SULT1A2_18432	SULT1A2	113
CENPP_72467	CENPP	53
MYPOP_68917	MYPOP	79
SSX4B_73519	SSX4B	47
GH2_7110	GH2	113
SLC7A8_32789	SLC7A8	22
TARBP2_18713	TARBP2	79
OR7A5_35237	OR7A5	142
Non-Targeting Control_77175	Non-Targeting Control	180
PRRT2_56795	PRRT2	57
ENDOV_67668	ENDOV	71
CETP_3062	CETP	47
AK7_58471	AK7	40
PIWIL4_61226	PIWIL4	44
YTHDF1_40985	YTHDF1	36
KLB_62719	KLB	67
OR6S1_69350	OR6S1	25
SYVN1_53624	SYVN1	47
CORO2A_20240	CORO2A	25
C1QA_1958	C1QA	98
NANS_39809	NANS	35
PARP12_47978	PARP12	19
FGD6_43368	FGD6	60
FAM122A_57692	FAM122A	26
FAM83D_51780	FAM83D	25
LCTL_64485	LCTL	57
CCDC71_48259	CCDC71	9
C7orf55_62918	C7orf55	27
INSR_9663	INSR	105
ICAM4_9108	ICAM4	91
TVP23B_37596	TVP23B	135
SH3PXD2A_25462	SH3PXD2A	68
CD63_2732	CD63	81
DECR1_4675	DECR1	114
SLC14A1_17636	SLC14A1	81
Non-Targeting Control_76596	Non-Targeting Control	259
NRDE2_41423	NRDE2	64
TMPRSS11F_71340	TMPRSS11F	97
FAM47A_63207	FAM47A	41
PPM1E_30968	PPM1E	46
KCNV2_64073	KCNV2	149
NBEAL2_32122	NBEAL2	55
NCR1_24823	NCR1	35
SLC26A10_48356	SLC26A10	54
TRDMT1_4944	TRDMT1	105
FABP6_6018	FABP6	53
FGD1_6232	FGD1	72
Non-Targeting Control_76520	Non-Targeting Control	394
LUZP6_75091	LUZP6	96
LIN28B_71390	LIN28B	114
NIPAL1_62678	NIPAL1	55
PRSS58_60448	PRSS58	23
MMGT1_56506	MMGT1	15
MAPK14_4002	MAPK14	51
PGBD4_63461	PGBD4	22
CEP131_31404	CEP131	41
AMT_759	AMT	33
ISL2_48150	ISL2	36
CASC4_56957	CASC4	40
DCAF8L2_69818	DCAF8L2	194
ZDHHC7_42841	ZDHHC7	84
FPR2_6568	FPR2	49
HEATR5B_40078	HEATR5B	29
C10orf142_75296	C10orf142	79
PRMT3_27309	PRMT3	225
ZHX2_31104	ZHX2	62
RNF113B_60785	RNF113B	82
BHLHA15_64032	BHLHA15	17
NUDT3_30338	NUDT3	141
KDM6A_20072	KDM6A	35
POP7_27510	POP7	15
NXF2B_74645	NXF2B	148
Non-Targeting Control_76689	Non-Targeting Control	299
LLGL1_10700	LLGL1	26
EPPK1_52177	EPPK1	48
NEUROD1_12469	NEUROD1	190
AMN_51873	AMN	18
M1AP_59900	M1AP	38
HYAL3_21781	HYAL3	36
KCNC2_9981	KCNC2	100
VASH1_30979	VASH1	102
OR4C46_58192	OR4C46	81
ST3GAL4_17357	ST3GAL4	57
TMEM5_27776	TMEM5	163
LRRCC1_54942	LRRCC1	54
Non-Targeting Control_76984	Non-Targeting Control	141
ARHGAP6_1138	ARHGAP6	125
PRAC2_70221	PRAC2	121
Non-Targeting Control_77278	Non-Targeting Control	147
HOXD1_8750	HOXD1	54
CPA3_3770	CPA3	53
SLC25A42_67873	SLC25A42	176
LYPD8_74117	LYPD8	55
DNAJC2_35386	DNAJC2	23
BAZ1A_30382	BAZ1A	110
EMP1_5551	EMP1	203
NFIB_12524	NFIB	242
EFCAB3_61659	EFCAB3	51
TEKT5_61557	TEKT5	64
TSC2_19633	TSC2	87
LOC100129520_75215	LOC100129520	194
PRAMEF1_48436	PRAMEF1	145
C19orf45_70355	C19orf45	89
DNAJC5_51152	DNAJC5	25
GPC1_7463	GPC1	71
Non-Targeting Control_77011	Non-Targeting Control	228
NMBR_12653	NMBR	24
DNAH9_4894	DNAH9	93
TRPV2_38685	TRPV2	46
Non-Targeting Control_76933	Non-Targeting Control	250
RIOK1_52431	RIOK1	33
GDF10_7038	GDF10	24
MYZAP_76225	MYZAP	50
CSNK2A1_4088	CSNK2A1	140
KRTAP10-3_70692	KRTAP10-3	134
GYPB_8038	GYPB	185
Non-Targeting Control_76761	Non-Targeting Control	196
Non-Targeting Control_76619	Non-Targeting Control	365
CMAS_43712	CMAS	64
DEFB134_73618	DEFB134	28
XIRP2_59690	XIRP2	24
OR52M1_58203	OR52M1	76
NCAN_4104	NCAN	310
STAT4_18353	STAT4	142
EIF5A2_44313	EIF5A2	118
C9orf72_65067	C9orf72	36
DCSTAMP_51618	DCSTAMP	89
C10orf88_50579	C10orf88	89
ZNF674_73649	ZNF674	77
OR4C15_51542	OR4C15	70
PHEX_13852	PHEX	92
AKIP1_44363	AKIP1	69
CBLN1_2434	CBLN1	120
PCMTD2_42084	PCMTD2	111
TMEM133_52689	TMEM133	48
DTX2_57074	DTX2	124
KIAA1614_46302	KIAA1614	15
DUSP22_44644	DUSP22	30
SIRPA_61057	SIRPA	154
GLTP_38183	GLTP	157
MFSD2A_54351	MFSD2A	297
NYX_46931	NYX	107
CHRM3_3208	CHRM3	22
SPAG6_25262	SPAG6	67
KRBOX4_42877	KRBOX4	96
ZNF410_46476	ZNF410	86
Non-Targeting Control_76575	Non-Targeting Control	199
ANP32E_51786	ANP32E	33
LMNB1_10710	LMNB1	37
CCS_26616	CCS	41
Non-Targeting Control_76501	Non-Targeting Control	261
TXNDC2_53107	TXNDC2	24
HIST3H2BB_59499	HIST3H2BB	104
UNC13B_28294	UNC13B	37
SLC9A7_54012	SLC9A7	161
EIF3M_28231	EIF3M	167
PCDHGC3_13397	PCDHGC3	40
OCA2_12985	OCA2	198
APCDD1_61786	APCDD1	239
ABCB10_32848	ABCB10	132
GSTO1_24855	GSTO1	25
Non-Targeting Control_76878	Non-Targeting Control	263
GPRIN2_25736	GPRIN2	141
C11orf44_67241	C11orf44	15
GSTO1_24854	GSTO1	13
FAM46D_64102	FAM46D	50
PLEKHH2_59790	PLEKHH2	62
Non-Targeting Control_77336	Non-Targeting Control	249
NLRC4_46544	NLRC4	40
Non-Targeting Control_76545	Non-Targeting Control	457
CES2_23107	CES2	144
FAM175B_31956	FAM175B	115
TNFRSF17_1667	TNFRSF17	48
ZNF330_36000	ZNF330	118
TOM1_26805	TOM1	81
BRPF3_35706	BRPF3	34
NOV_12742	NOV	74
PRH1_14748	PRH1	75
SCOC_46969	SCOC	29
IL2RA_9400	IL2RA	163
CT47A2_74562	CT47A2	16
SLC35C1_42395	SLC35C1	79
ZNF449_65114	ZNF449	88
HES2_40344	HES2	66
ZNF771_38531	ZNF771	99
FOXO6_75417	FOXO6	54
LOC400736_72257	LOC400736	206
SIAH2_17341	SIAH2	40
FOXQ1_56736	FOXQ1	124
ARL13B_64778	ARL13B	86
SLC2A1_17457	SLC2A1	45
OR2W5_73218	OR2W5	13
MOCS2_11676	MOCS2	21
DYTN_71991	DYTN	96
RP9_16261	RP9	90
AVPR1A_1525	AVPR1A	245
ERC1_31680	ERC1	196
TRADD_22769	TRADD	219
SERPINA3_18	SERPINA3	55
SLC7A7_23724	SLC7A7	29
PUSL1_59226	PUSL1	36
COLEC10_28575	COLEC10	48
TRIP12_24475	TRIP12	182
ARHGAP6_1140	ARHGAP6	72
PKD1_14037	PKD1	39
PSAT1_36935	PSAT1	80
LDHA_10553	LDHA	7
ARHGAP22_46617	ARHGAP22	150
ATG16L2_55166	ATG16L2	35
TNP1_19419	TNP1	66
MEIS3_44571	MEIS3	127
SPINT2_28809	SPINT2	27
CLLU1_73587	CLLU1	65
ATP5J2_25186	ATP5J2	19
CDH3_2839	CDH3	137
UBFD1_43864	UBFD1	3
SMIM10L1_75203	SMIM10L1	8
ACKR2_3469	ACKR2	146
Non-Targeting Control_76573	Non-Targeting Control	391
ACOT12_60278	ACOT12	68
KCNK16_52500	KCNK16	62
MARK3_11132	MARK3	66
ZFP64_43188	ZFP64	34
BST1_1895	BST1	58
FLRT2_33554	FLRT2	63
OR2T10_59295	OR2T10	85
SCO2_26677	SCO2	12
WNT8B_20292	WNT8B	150
SPHKAP_51082	SPHKAP	65
ME3_29386	ME3	40
DNALI1_20931	DNALI1	132
ZNF536_25828	ZNF536	79
ATG12_23993	ATG12	10
C9orf106_72771	C9orf106	53
NKX2-8_34855	NKX2-8	199
AP4B1_28968	AP4B1	98
SCN4A_16894	SCN4A	47
GDF2_7027	GDF2	36
CSRP1_4112	CSRP1	40
CHRM2_3197	CHRM2	105
FAM195A_53507	FAM195A	44
EMX1_5564	EMX1	47
LRRC32_6880	LRRC32	100
PEX11A_23020	PEX11A	52
GPR52_24413	GPR52	105
LBX1_28838	LBX1	70
RAB20_42908	RAB20	56
ATP6AP1L_56171	ATP6AP1L	31
CLEC4C_64158	CLEC4C	169
CTBS_4174	CTBS	27
FOPNL_58660	FOPNL	81
ALDH5A1_21066	ALDH5A1	55
LY6G6D_46688	LY6G6D	124
FABP7_6024	FABP7	91
GDNF-AS1_76236	GDNF-AS1	56
GDE1_39064	GDE1	100
CD47_2712	CD47	184
CCDC134_50240	CCDC134	78
DEFB119_66160	DEFB119	80
TRIM74_70607	TRIM74	73
GABRQ_43643	GABRQ	51
LCE3A_70089	LCE3A	84
Non-Targeting Control_77021	Non-Targeting Control	368
ZNF735_75070	ZNF735	109
NUCKS1_47904	NUCKS1	88
ACBD7_72745	ACBD7	45
GPNMB_28143	GPNMB	51
ANPEP_805	ANPEP	48
CHP2_47160	CHP2	59
BMP8B_1800	BMP8B	82
CSTF2T_32334	CSTF2T	58
KLF5_1916	KLF5	104
LDHC_10563	LDHC	94
Non-Targeting Control_76654	Non-Targeting Control	534
CDY1_23816	CDY1	79
GPR148_69612	GPR148	41
LCK_10530	LCK	81
DUPD1_68754	DUPD1	136
LCLAT1_66309	LCLAT1	14
AMBN_708	AMBN	104
SCD5_50483	SCD5	121
OR5AC2_51510	OR5AC2	95
PIGT_39123	PIGT	95
SULF1_32101	SULF1	91
NLRX1_49585	NLRX1	26
SH2D4A_47091	SH2D4A	68
MB_11176	MB	39
AAK1_30987	AAK1	31
ASAH1_1233	ASAH1	72
SEMG1_17144	SEMG1	130
Non-Targeting Control_76767	Non-Targeting Control	342
CSTB_4149	CSTB	36
OGFOD2_49603	OGFOD2	75
CD70_2743	CD70	21
GNL2_36709	GNL2	1
SDSL_57040	SDSL	131
Non-Targeting Control_77048	Non-Targeting Control	193
DIABLO_44298	DIABLO	38
AFAP1L1_60236	AFAP1L1	72
CD34_2654	CD34	29
FAM81B_62815	FAM81B	68
NEDD8-MDP1_76096	NEDD8-MDP1	85
CDC42BPA_22042	CDC42BPA	31
CAV3_2394	CAV3	88
HBG1_8209	HBG1	86
C15orf43_61459	C15orf43	58
ANKFN1_63497	ANKFN1	78
SCG3_36495	SCG3	101
HIST1H3J_21723	HIST1H3J	71
Non-Targeting Control_76671	Non-Targeting Control	307
SLC25A43_65097	SLC25A43	57
Non-Targeting Control_76657	Non-Targeting Control	547
TMED7_37536	TMED7	162
OLIG1_57772	OLIG1	146
RIBC1_63219	RIBC1	169
RAPSN_15827	RAPSN	68
