sgRNA	Gene	Clip2_8_IN8_treatment_BC24_IGO_09496_16_S16
DCHS1_22533	DCHS1	16
PBDC1_38282	PBDC1	63
CISD2_73392	CISD2	39
CALCOCO1_46143	CALCOCO1	18
KCNB1_9973	KCNB1	47
EXOC3L2_55414	EXOC3L2	41
LPAR5_45044	LPAR5	78
GPX7_7681	GPX7	52
AVPR2_1535	AVPR2	160
DNALI1_20932	DNALI1	51
USP28_46112	USP28	79
HIST1H2AG_23490	HIST1H2AG	220
CASK_22367	CASK	49
SNRK_40805	SNRK	17
SH2D1A_10906	SH2D1A	162
CYP7B1_24782	CYP7B1	30
DENND2C_63673	DENND2C	30
ARID5B_53015	ARID5B	44
TNFSF10_22864	TNFSF10	85
CARTPT_25347	CARTPT	21
Non-Targeting Control_76464	Non-Targeting Control	379
PGC_13796	PGC	29
CLIC3_23610	CLIC3	25
ITGA10_22162	ITGA10	98
GMPR2_38386	GMPR2	34
EMC10_67793	EMC10	29
ACVRL1_240	ACVRL1	18
ZNF835_55493	ZNF835	47
INPP5F_31081	INPP5F	69
HOXB6_8697	HOXB6	212
Non-Targeting Control_76540	Non-Targeting Control	297
ADRB2_428	ADRB2	79
MEX3A_56204	MEX3A	14
SMIM23_73973	SMIM23	53
TRAK2_48610	TRAK2	56
SLC23A3_62486	SLC23A3	71
VAT1L_46215	VAT1L	82
KCNJ11_10058	KCNJ11	64
TPD52L1_19477	TPD52L1	28
KRT77_70286	KRT77	66
ACTC1_192	ACTC1	18
CLPS_3417	CLPS	106
AIM1L_41442	AIM1L	45
PKIA_14791	PKIA	37
C7orf66_62946	C7orf66	268
C10orf62_72755	C10orf62	132
ADIG_62218	ADIG	57
ARL6_52899	ARL6	38
CCDC185_63755	CCDC185	79
MAOB_11098	MAOB	60
CLEC16A_32307	CLEC16A	86
RBM46_63921	RBM46	79
BBS10_49801	BBS10	45
AAR2_34257	AAR2	92
PEX13_13694	PEX13	12
B4GALT4_22723	B4GALT4	34
P2RX3_13178	P2RX3	51
E2F4_5215	E2F4	55
NPIPA8_76301	NPIPA8	106
SPRN_73469	SPRN	207
SAMD5_71396	SAMD5	72
ACKR4_39016	ACKR4	40
TADA2B_56567	TADA2B	95
RGS3_16098	RGS3	43
PITPNA_14022	PITPNA	92
ARHGEF9_32153	ARHGEF9	67
DCDC1_69277	DCDC1	31
RFXAP_16082	RFXAP	13
TADA1_57883	TADA1	147
LMO4_22268	LMO4	138
KAT2B_23189	KAT2B	131
NIPAL2_50028	NIPAL2	84
ACRC_56602	ACRC	96
ADCY4_64472	ADCY4	15
FAM47B_64112	FAM47B	224
NMB_12652	NMB	66
MAGIX_50349	MAGIX	121
MDFI_11270	MDFI	168
BCL2L12_52263	BCL2L12	37
C4orf22_66571	C4orf22	95
LXN_44600	LXN	90
RAB26_33863	RAB26	63
FRAT2_32706	FRAT2	164
PRRC1_60179	PRRC1	64
RAB44_72400	RAB44	62
CHID1_48606	CHID1	13
EPX_21509	EPX	138
FAM20B_26422	FAM20B	27
HKDC1_50892	HKDC1	75
KIR2DS4_10189	KIR2DS4	73
KLKB1_10218	KLKB1	44
NTN3_12903	NTN3	40
ERI2_56800	ERI2	39
RAD17_15723	RAD17	1
ACKR2_3469	ACKR2	149
SOX4_17984	SOX4	113
AHI1_40617	AHI1	76
CPTP_51342	CPTP	30
APITD1_70610	APITD1	15
CALR_2242	CALR	185
PIK3CB_13975	PIK3CB	104
PIGA_13934	PIGA	31
IGFBP4_9321	IGFBP4	79
TRDMT1_4943	TRDMT1	87
PDCD6IP_26740	PDCD6IP	66
PTPN18_35024	PTPN18	145
KCTD20_66039	KCTD20	57
ENHO_70539	ENHO	55
FBXL14_61361	FBXL14	112
HERC2_23409	HERC2	37
PCNXL2_50564	PCNXL2	49
ZSCAN30_75127	ZSCAN30	25
FUNDC2_48567	FUNDC2	24
AUP1_1518	AUP1	18
MICU3_68353	MICU3	76
SCFD1_32254	SCFD1	131
NDFIP2_40309	NDFIP2	82
RSRP1_44872	RSRP1	126
KIAA2022_69200	KIAA2022	120
GAD1_6807	GAD1	50
MTHFD1_11864	MTHFD1	39
C2orf54_50357	C2orf54	20
DCAF8_37324	DCAF8	137
RABEP2_50223	RABEP2	186
HOXA9_8660	HOXA9	60
CXorf57_41524	CXorf57	45
EXT2_5901	EXT2	76
NRN1L_58675	NRN1L	49
GCNT1_7006	GCNT1	37
WEE2_73452	WEE2	68
C3orf30_62661	C3orf30	69
Non-Targeting Control_76642	Non-Targeting Control	385
IL36A_35758	IL36A	12
IL7R_9450	IL7R	99
RAB3IL1_15656	RAB3IL1	41
SLC26A2_5116	SLC26A2	20
PPP1R16A_54690	PPP1R16A	86
HSD3B1_8869	HSD3B1	72
UBXN1_37607	UBXN1	22
GPC4_6210	GPC4	150
ZNF385A_34168	ZNF385A	72
IGFALS_9307	IGFALS	116
CCDC70_52110	CCDC70	46
Non-Targeting Control_76633	Non-Targeting Control	172
KCNIP1_37099	KCNIP1	51
NLRX1_49583	NLRX1	145
BIVM_40731	BIVM	27
LTBP4_21893	LTBP4	86
NAT14_44995	NAT14	20
PREX1_45917	PREX1	63
SLC13A2_23732	SLC13A2	67
DEFB127_61021	DEFB127	155
IRF4_9709	IRF4	73
TMEM252_64084	TMEM252	45
ABRA_60496	ABRA	16
FAM50B_34819	FAM50B	74
TRIM43B_74260	TRIM43B	69
ARHGAP5_1136	ARHGAP5	31
ARHGAP9_47650	ARHGAP9	11
EXO5_48073	EXO5	32
MBL2_11181	MBL2	180
ZNF502_55824	ZNF502	211
KRT82_10411	KRT82	24
MS4A12_40800	MS4A12	106
ADORA2A_376	ADORA2A	47
S1PR4_22713	S1PR4	54
4-Sep_14322	4-Sep	157
LUZP6_75089	LUZP6	221
OTOL1_59919	OTOL1	57
PCDH1_13394	PCDH1	128
RNF151_61562	RNF151	78
TP53INP2_46529	TP53INP2	43
GS1-259H13.2_75713	GS1-259H13.2	66
ARL13B_64777	ARL13B	93
CLLU1OS_73584	CLLU1OS	33
GIMAP1-GIMAP5_76062	GIMAP1-GIMAP5	91
FAM71F2_69762	FAM71F2	89
DNAJB9_11273	DNAJB9	40
SCNN1A_16924	SCNN1A	22
JAG2_9893	JAG2	8
ZNF565_61903	ZNF565	157
SLC13A1_17632	SLC13A1	28
CHST11_37243	CHST11	27
SLC1A7_17454	SLC1A7	171
TMTC1_52541	TMTC1	23
CCL21_17024	CCL21	17
SLC2A10_51490	SLC2A10	53
ITGA8_22167	ITGA8	63
ACE2_46734	ACE2	70
CDC42EP3_28631	CDC42EP3	78
Non-Targeting Control_77163	Non-Targeting Control	151
F5_5957	F5	100
MYBPC3_11985	MYBPC3	66
CDX4_2992	CDX4	106
ATL1_37659	ATL1	35
DRD2_5033	DRD2	107
Non-Targeting Control_76701	Non-Targeting Control	300
NLN_45604	NLN	31
EEF2KMT_64436	EEF2KMT	27
ARMCX5-GPRASP2_76093	ARMCX5-GPRASP2	100
OTC_13135	OTC	90
C2orf76_59800	C2orf76	189
VWA5B2_55299	VWA5B2	50
KCNAB3_24149	KCNAB3	54
Non-Targeting Control_77306	Non-Targeting Control	261
KEAP1_26072	KEAP1	53
DIRC1_57637	DIRC1	147
OR4F5_49262	OR4F5	59
CD99L2_52363	CD99L2	131
ITPKB_9869	ITPKB	72
KRTAP1-5_52643	KRTAP1-5	213
PLA2G4C_22420	PLA2G4C	115
VDR_20125	VDR	25
NEK5_69348	NEK5	40
ATP1A4_1346	ATP1A4	74
FCHSD2_26262	FCHSD2	90
NPRL2_28770	NPRL2	50
CLEC19A_74621	CLEC19A	161
SPATA31A5_74511	SPATA31A5	105
PPCS_49730	PPCS	19
LBH_51764	LBH	60
CD320_38389	CD320	94
DGUOK_4736	DGUOK	73
KRTAP6-1_68634	KRTAP6-1	131
DNASE1L2_4907	DNASE1L2	25
SHPK_33494	SHPK	60
CA13_70600	CA13	90
SELM_60849	SELM	19
XKR4_57192	XKR4	48
Non-Targeting Control_76926	Non-Targeting Control	376
CBX7_32940	CBX7	47
RPL29_16412	RPL29	64
HMX3_69260	HMX3	98
CCDC70_52108	CCDC70	54
POC1B_67150	POC1B	21
DCAF12_33912	DCAF12	6
ZCCHC16_69225	ZCCHC16	42
FABP4_5997	FABP4	34
INAFM1_66664	INAFM1	112
ZNF780A_67743	ZNF780A	52
ICAM4_9106	ICAM4	152
NKAIN1_49280	NKAIN1	131
HGS_24017	HGS	9
B3GAT3_34790	B3GAT3	188
ANKMY2_44878	ANKMY2	176
OR52E6_71598	OR52E6	81
OR56B4_64388	OR56B4	100
TBC1D1_32114	TBC1D1	35
TP73_19468	TP73	119
FBXO38_51654	FBXO38	160
OR12D3_51925	OR12D3	24
Non-Targeting Control_76638	Non-Targeting Control	283
CCDC171_65071	CCDC171	18
ARL8A_59431	ARL8A	76
PHLPP1_32187	PHLPP1	108
FBXL19_40323	FBXL19	29
SLC22A18AS_13113	SLC22A18AS	73
IL16_9529	IL16	52
TOX_25884	TOX	91
PXT1_66044	PXT1	12
USP17L1_72440	USP17L1	108
BSN_23422	BSN	98
PSMD9_15266	PSMD9	49
UBE2E1_19852	UBE2E1	139
MAGEA8_11022	MAGEA8	158
SELL_17125	SELL	19
STARD8_25864	STARD8	95
GPC4_6211	GPC4	140
ARGFX_73474	ARGFX	44
RNFT1_37932	RNFT1	38
CYB5RL_73609	CYB5RL	36
SENP1_36660	SENP1	69
MCPH1_49509	MCPH1	243
INS-IGF2_74471	INS-IGF2	50
DOK5_43477	DOK5	45
IZUMO1R_71717	IZUMO1R	104
Non-Targeting Control_76490	Non-Targeting Control	269
Non-Targeting Control_76514	Non-Targeting Control	267
UMOD_19980	UMOD	86
PIAS4_39089	PIAS4	38
SULT1A1_18471	SULT1A1	58
Non-Targeting Control_76785	Non-Targeting Control	279
PNP_12754	PNP	70
HABP4_31256	HABP4	18
IGHMBP2_9344	IGHMBP2	42
1-Mar_47965	1-Mar	111
CD1B_2535	CD1B	33
PRAMEF14_74943	PRAMEF14	92
LAMTOR1_41289	LAMTOR1	62
LINGO1_54397	LINGO1	43
MSH5_11768	MSH5	75
ZNF428_59103	ZNF428	138
PRM3_46693	PRM3	71
MEP1A_11376	MEP1A	35
IDH3A_9147	IDH3A	8
SOX17_47624	SOX17	176
HMGB2_8483	HMGB2	6
OR4K14_58520	OR4K14	165
ABHD17B_37816	ABHD17B	117
ASGR1_1247	ASGR1	135
GABRA1_6740	GABRA1	54
PHACTR4_48525	PHACTR4	154
TMEM204_49523	TMEM204	111
IBA57_64684	IBA57	76
ZNF641_58353	ZNF641	38
MAGEL2_40226	MAGEL2	83
NCOA2_28302	NCOA2	19
PRR5L_50307	PRR5L	38
ZFP69_68990	ZFP69	24
CBFA2T3_2411	CBFA2T3	115
AMBRA1_42846	AMBRA1	37
ITPRIP_54957	ITPRIP	55
Non-Targeting Control_77335	Non-Targeting Control	162
HLA-DQA1_8417	HLA-DQA1	91
ZHX3_31585	ZHX3	8
FAM57B_52424	FAM57B	34
Non-Targeting Control_77298	Non-Targeting Control	147
COL11A2_3637	COL11A2	10
MCM3AP_23311	MCM3AP	30
CD38_2674	CD38	83
TRIM17_37895	TRIM17	82
SNX4_22790	SNX4	114
Non-Targeting Control_76671	Non-Targeting Control	331
SNX32_66410	SNX32	25
Non-Targeting Control_77361	Non-Targeting Control	446
FAM133A_68468	FAM133A	48
EPB41L4B_40254	EPB41L4B	125
EDA2R_46856	EDA2R	237
ZSWIM4_48474	ZSWIM4	196
RNF170_51903	RNF170	60
CDK5R2_23469	CDK5R2	169
ACTR6_47796	ACTR6	63
CDK15_48379	CDK15	51
MEIOB_66482	MEIOB	64
KIAA0513_25896	KIAA0513	81
Non-Targeting Control_76598	Non-Targeting Control	333
MRPL52_58509	MRPL52	24
DEFA1_4678	DEFA1	111
PLSCR2_44890	PLSCR2	52
Non-Targeting Control_77441	Non-Targeting Control	197
Non-Targeting Control_77005	Non-Targeting Control	210
FCHO1_31875	FCHO1	67
SPPL2A_54371	SPPL2A	27
CGB8_56704	CGB8	17
UBE2K_8347	UBE2K	18
IGSF6_27549	IGSF6	20
NPR3_12806	NPR3	32
PF4_13702	PF4	197
Non-Targeting Control_76655	Non-Targeting Control	234
INPP4A_9626	INPP4A	59
NHSL2_69189	NHSL2	126
RASAL3_48264	RASAL3	5
OR6K2_51574	OR6K2	54
LOC100507462_75970	LOC100507462	152
SLC38A9_62745	SLC38A9	154
TRAF3IP3_51182	TRAF3IP3	32
VWC2_70511	VWC2	68
GDPD5_51647	GDPD5	43
KCTD17_49787	KCTD17	70
MYBPC2_11984	MYBPC2	17
Non-Targeting Control_77409	Non-Targeting Control	300
FKBP7_39254	FKBP7	40
DACH2_57899	DACH2	108
GH2_7110	GH2	29
CX3CL1_17058	CX3CL1	64
PPP1R35_65906	PPP1R35	30
GATSL2_74919	GATSL2	22
TOMM34_29657	TOMM34	28
Non-Targeting Control_77065	Non-Targeting Control	199
WDFY4_46280	WDFY4	91
FAM178B_38251	FAM178B	163
USB1_49515	USB1	16
LOC283710_67475	LOC283710	35
SHC1_17308	SHC1	55
MOCS2_11673	MOCS2	75
RORA_16247	RORA	139
ACACA_91	ACACA	2
C5orf49_60214	C5orf49	25
DUSP9_5176	DUSP9	190
IL19_36875	IL19	67
TAAR6_68561	TAAR6	43
TMEM179_70922	TMEM179	73
CRABP1_3847	CRABP1	148
ZNF800_64040	ZNF800	69
MYBL1_11970	MYBL1	42
KRTAP10-4_70653	KRTAP10-4	88
HOXC13_8748	HOXC13	13
AARD_73108	AARD	18
OR51E1_61199	OR51E1	142
LTB4R2_44249	LTB4R2	153
FGD3_55158	FGD3	82
IRAK1_9683	IRAK1	81
IDS_9162	IDS	118
Non-Targeting Control_76971	Non-Targeting Control	264
HPS1_8813	HPS1	19
AKAP13_30483	AKAP13	114
NKX2-5_4166	NKX2-5	115
JMJD4_48412	JMJD4	25
HUS1B_60360	HUS1B	72
TEX13A_44067	TEX13A	57
DCAF12L2_69221	DCAF12L2	103
MFF_44672	MFF	145
PTPRF_15484	PTPRF	58
LDHAL6A_63313	LDHAL6A	24
GSTO2_58126	GSTO2	110
QRICH2_52855	QRICH2	82
DDX58_33236	DDX58	108
STOM_5644	STOM	67
HAS2_8177	HAS2	39
ZNF709_63618	ZNF709	44
PHACTR4_48523	PHACTR4	174
ID3_9127	ID3	71
RRAD_16631	RRAD	29
ATRNL1_34396	ATRNL1	78
Non-Targeting Control_76520	Non-Targeting Control	286
CHAC2_73426	CHAC2	72
GRM7_7810	GRM7	72
BTG4_40532	BTG4	55
MAD1L1_21785	MAD1L1	25
ZNF799_55536	ZNF799	83
CLDN11_13138	CLDN11	82
ZFP36_20417	ZFP36	55
TUSC3_21157	TUSC3	65
CDYL_24798	CDYL	35
SELENBP1_23544	SELENBP1	24
TSC22D3_5100	TSC22D3	161
ADAMTS14_60965	ADAMTS14	10
TXNIP_28722	TXNIP	131
PTH2R_15380	PTH2R	103
Non-Targeting Control_76661	Non-Targeting Control	189
LTBR_10855	LTBR	13
SAMD13_62028	SAMD13	28
ADD1_320	ADD1	119
BCO1_39603	BCO1	59
ACADVL_116	ACADVL	28
TOMM20L_70916	TOMM20L	47
SEC14L2_33100	SEC14L2	24
ZNF592_25450	ZNF592	30
FN1_6518	FN1	137
FTHL17_39706	FTHL17	136
TRAF4_25379	TRAF4	35
PRODH2_46635	PRODH2	107
ZC2HC1C_49664	ZC2HC1C	37
PIGH_13945	PIGH	76
CHRM1_3194	CHRM1	43
S100A11_16753	S100A11	68
HIST1H3D_21704	HIST1H3D	20
WNT9A_20306	WNT9A	78
CAPN11_30213	CAPN11	58
SLC18A3_17669	SLC18A3	41
LRRC4B_56646	LRRC4B	60
ADAMTS10_51916	ADAMTS10	22
LRRC57_66590	LRRC57	38
GRIK3_7742	GRIK3	32
Non-Targeting Control_76534	Non-Targeting Control	387
KBTBD12_63878	KBTBD12	114
RNF44_30958	RNF44	218
SEC31B_34187	SEC31B	32
GPR63_51602	GPR63	21
PCMTD2_42086	PCMTD2	173
MAP4K4_24864	MAP4K4	55
SLC24A1_24132	SLC24A1	8
ITIH6_69807	ITIH6	25
AIM2_24857	AIM2	32
LRRC75A_70998	LRRC75A	115
FBXO8_34896	FBXO8	25
BPY2B_73286	BPY2B	93
FLNB_6458	FLNB	179
SLC23A3_62485	SLC23A3	85
ZNF396_66252	ZNF396	157
HERPUD1_25693	HERPUD1	75
ARNT_1173	ARNT	46
GLB1L3_56894	GLB1L3	93
TBCD_18748	TBCD	55
C5orf38_62798	C5orf38	61
USP43_58804	USP43	69
PERM1_54212	PERM1	228
ENOX2_28291	ENOX2	53
PHF6_53385	PHF6	131
APRT_997	APRT	96
SEPP1_17149	SEPP1	57
ATP8B1_13733	ATP8B1	231
CYP11B2_4430	CYP11B2	106
TMEM35_46825	TMEM35	100
TMEM5_27776	TMEM5	94
PPARGC1A_29449	PPARGC1A	70
CYP2C19_4366	CYP2C19	50
OR2D3_58278	OR2D3	74
CDK14_13780	CDK14	117
CCDC177_44631	CCDC177	61
LVRN_65183	LVRN	138
FUT10_54144	FUT10	36
MUC7_11927	MUC7	87
GSPT2_33484	GSPT2	37
LRRN3_40384	LRRN3	23
SPINK6_72659	SPINK6	65
COMMD4_41069	COMMD4	197
SLC22A18_13112	SLC22A18	29
UIMC1_39367	UIMC1	47
SLC26A3_5026	SLC26A3	31
Non-Targeting Control_76636	Non-Targeting Control	139
HOXC11_8738	HOXC11	31
IL1RL1_24092	IL1RL1	162
PDCL2_60119	PDCL2	100
ETV3_5854	ETV3	43
PCSK4_40511	PCSK4	97
LGALS7B_74331	LGALS7B	150
MT4_53809	MT4	45
FOXN3_3145	FOXN3	244
GRIN3B_57762	GRIN3B	37
ZDHHC20_66357	ZDHHC20	137
SLC25A22_49843	SLC25A22	14
LRWD1_65970	LRWD1	35
IRGC_44195	IRGC	88
FASTKD5_46917	FASTKD5	192
OR52A5_71553	OR52A5	54
PLAC8_38482	PLAC8	26
IRX1_49126	IRX1	47
PSD3_32579	PSD3	49
LYPD5_67767	LYPD5	121
KIF21B_31570	KIF21B	132
CLEC2A_70865	CLEC2A	181
RAB4A_15658	RAB4A	95
OAF_65597	OAF	296
Non-Targeting Control_76866	Non-Targeting Control	461
SHD_44717	SHD	4
APOA1BP_59487	APOA1BP	39
KRTAP10-3_70692	KRTAP10-3	164
PDE6B_13582	PDE6B	50
TC2N_58574	TC2N	61
CNFN_53726	CNFN	157
SP140L_56500	SP140L	40
LOC286238_68410	LOC286238	54
HAS3_8182	HAS3	151
AVPR1A_1525	AVPR1A	200
Non-Targeting Control_76489	Non-Targeting Control	277
ABCC2_3481	ABCC2	46
CHSY1_31011	CHSY1	21
OR2T35_72594	OR2T35	78
SEMG1_17141	SEMG1	112
TCTE3_18917	TCTE3	85
PIK3CD_13981	PIK3CD	41
OR52A1_33092	OR52A1	84
C2orf15_62363	C2orf15	6
KIAA1407_45903	KIAA1407	95
NETO1_51934	NETO1	85
JAM2_46583	JAM2	67
NAP1L1_12189	NAP1L1	160
CCDC83_65542	CCDC83	38
SLC25A33_53314	SLC25A33	63
EVC_5872	EVC	108
PLA2G12B_53925	PLA2G12B	36
CBX5_32886	CBX5	50
STXBP2_18457	STXBP2	143
SERPINE2_13905	SERPINE2	71
PTPN5_54309	PTPN5	13
AVL9_31668	AVL9	42
OR5D18_65254	OR5D18	276
ANKRD44_55874	ANKRD44	30
MEN1_11364	MEN1	61
GPR108_44610	GPR108	96
ZFP41_68362	ZFP41	100
GATA2_6910	GATA2	42
C20orf144_59630	C20orf144	87
ATP13A3_49287	ATP13A3	93
MSANTD3-TMEFF1_76009	MSANTD3-TMEFF1	174
EPHX4_66278	EPHX4	112
LYPLAL1_59271	LYPLAL1	31
C10orf82_61166	C10orf82	269
FAM173A_48565	FAM173A	24
ZIM2_33329	ZIM2	192
GPT_7658	GPT	21
ANKRD16_40147	ANKRD16	18
OR2J3_73238	OR2J3	143
FOXP3_37463	FOXP3	217
ATAD3B_52544	ATAD3B	1
BHLHA9_74499	BHLHA9	76
VSX2_68834	VSX2	73
TFR2_19064	TFR2	60
KAAG1_70123	KAAG1	34
OLA1_36622	OLA1	44
CD1C_2538	CD1C	52
OR5D16_71634	OR5D16	153
FJX1_33630	FJX1	89
PNCK_60741	PNCK	213
PGLYRP1_23549	PGLYRP1	18
CRYAB_3944	CRYAB	23
FAM177B_72284	FAM177B	17
MROH5_71455	MROH5	71
DSG2_5089	DSG2	115
METAP1D_66389	METAP1D	109
ZNF560_61852	ZNF560	16
UPP2_62521	UPP2	67
C7orf33_65014	C7orf33	32
SLC43A2_58863	SLC43A2	157
NCF1_74298	NCF1	73
Non-Targeting Control_76507	Non-Targeting Control	283
Non-Targeting Control_76503	Non-Targeting Control	253
STON1_29926	STON1	39
FGGY_42170	FGGY	21
Non-Targeting Control_76774	Non-Targeting Control	241
CHSY3_68603	CHSY3	25
Non-Targeting Control_77293	Non-Targeting Control	181
SLC26A3_5027	SLC26A3	147
OR13G1_73221	OR13G1	28
PAK4_27684	PAK4	36
LRRC27_51096	LRRC27	57
Non-Targeting Control_76798	Non-Targeting Control	238
ABTB1_51136	ABTB1	19
KLHL6_55172	KLHL6	90
NDST4_47832	NDST4	10
GLTSCR1L_32978	GLTSCR1L	28
UNC13C_72916	UNC13C	67
CD5_2573	CD5	62
HBB_8197	HBB	34
METTL25_53090	METTL25	42
KRTAP13-1_60777	KRTAP13-1	119
HIST1H4J_21750	HIST1H4J	10
RABIF_15699	RABIF	81
GSTT2B_74397	GSTT2B	125
ZFR2_32115	ZFR2	82
GPRC5A_23707	GPRC5A	19
PI3_13889	PI3	58
ZAN_20218	ZAN	127
KPNA2_10276	KPNA2	38
PON3_14427	PON3	21
TPSAB1_19526	TPSAB1	123
MIIP_46986	MIIP	37
PCCA_13386	PCCA	82
SMAD4_10967	SMAD4	45
SP8_65898	SP8	58
CDH6_2849	CDH6	107
UBXN2B_60518	UBXN2B	31
ACSM5_41241	ACSM5	83
TAS2R39_66977	TAS2R39	84
SLAIN2_46001	SLAIN2	81
TBC1D16_58898	TBC1D16	33
ST7_21145	ST7	48
CR2_3844	CR2	55
B3GALT6_59231	B3GALT6	200
LRTOMT_65552	LRTOMT	18
SMIM21_67715	SMIM21	5
NMT2_24708	NMT2	2
GLTSCR1L_32975	GLTSCR1L	36
IRAK1_9684	IRAK1	141
ZNF330_36000	ZNF330	85
GPAM_46194	GPAM	54
DSG3_5096	DSG3	36
ADGRG7_54332	ADGRG7	78
FAM32A_34351	FAM32A	61
Non-Targeting Control_77330	Non-Targeting Control	335
GABRA3_6745	GABRA3	174
CLUAP1_31605	CLUAP1	64
GNG10_7374	GNG10	81
ITGB8_9832	ITGB8	237
CFAP126_66878	CFAP126	102
RBMS2_15928	RBMS2	29
SH2D1A_10905	SH2D1A	195
RNF180_68254	RNF180	48
MYH13_22831	MYH13	28
OR1N1_60642	OR1N1	107
FTSJ3_57945	FTSJ3	4
NUAK1_26327	NUAK1	139
RESP18_71261	RESP18	40
Non-Targeting Control_76498	Non-Targeting Control	295
TTC14_62530	TTC14	8
DAB1_4465	DAB1	46
Non-Targeting Control_77423	Non-Targeting Control	220
VNN2_23264	VNN2	106
SPACA5_71510	SPACA5	105
MSS51_58048	MSS51	35
CUX2_32437	CUX2	249
Non-Targeting Control_77300	Non-Targeting Control	200
TBKBP1_25865	TBKBP1	65
WFIKKN1_57917	WFIKKN1	149
TRAM1_32893	TRAM1	42
Non-Targeting Control_76946	Non-Targeting Control	230
MLLT3_11560	MLLT3	24
SLC25A27_24969	SLC25A27	32
DET1_41476	DET1	292
AMER2_65203	AMER2	62
SHC3_39578	SHC3	130
CYB5R3_4758	CYB5R3	63
MTRNR2L9_75803	MTRNR2L9	76
TLX2_8628	TLX2	24
ERCC3_5760	ERCC3	32
ZDHHC4_41712	ZDHHC4	55
GRHL3_46437	GRHL3	21
NMUR1_27728	NMUR1	86
TMEM135_48408	TMEM135	18
Non-Targeting Control_77430	Non-Targeting Control	192
GK_7179	GK	49
SPECC1_56263	SPECC1	76
ZNF736_74806	ZNF736	58
Non-Targeting Control_76623	Non-Targeting Control	376
HS6ST3_67065	HS6ST3	46
IL11RA_9492	IL11RA	34
HNRNPM_12183	HNRNPM	18
OR4C6_65241	OR4C6	56
C10orf105_72750	C10orf105	224
CYP19A1_4437	CYP19A1	133
ZHX2_31105	ZHX2	24
Non-Targeting Control_76547	Non-Targeting Control	337
CHD7_42883	CHD7	23
RNF146_51953	RNF146	93
Non-Targeting Control_76703	Non-Targeting Control	168
IGSF9_45808	IGSF9	102
CCBE1_61770	CCBE1	89
CDK14_13779	CDK14	135
SYAP1_56666	SYAP1	156
MFAP2_11397	MFAP2	75
VEPH1_49598	VEPH1	25
SMAP2_47923	SMAP2	79
ZNF133_20667	ZNF133	20
CFB_1697	CFB	2
SMPD2_17797	SMPD2	36
FN1_6520	FN1	56
TERT_18989	TERT	80
SPATA24_64970	SPATA24	22
SLC1A3_17433	SLC1A3	97
ZACN_70115	ZACN	31
MYL9_27956	MYL9	58
NANOS1_69250	NANOS1	137
CASC1_42118	CASC1	17
PRY2_73281	PRY2	48
HLA-C_8387	HLA-C	61
ZBTB46_60882	ZBTB46	58
CCSER2_39978	CCSER2	64
PROM1_23170	PROM1	68
PTCHD3_70250	PTCHD3	76
ESPN_52412	ESPN	60
KCTD19_61543	KCTD19	72
FGF11_6273	FGF11	83
RNF103_20982	RNF103	66
SLC39A10_45222	SLC39A10	24
SLC25A51_56092	SLC25A51	36
NEK5_69346	NEK5	87
SLC48A1_42919	SLC48A1	27
ANKRD12_32239	ANKRD12	106
LRRC16A_42765	LRRC16A	34
TRPC5_19612	TRPC5	29
PRR19_67751	PRR19	51
RBAK_46379	RBAK	53
Non-Targeting Control_76738	Non-Targeting Control	281
CC2D2A_45795	CC2D2A	71
ZCCHC16_69228	ZCCHC16	89
C1orf210_62179	C1orf210	173
R3HCC1L_35943	R3HCC1L	26
TMEM151A_66779	TMEM151A	131
CABLES2_52046	CABLES2	71
Non-Targeting Control_76482	Non-Targeting Control	376
TGIF2-C20orf24_76059	TGIF2-C20orf24	29
XYLT2_47451	XYLT2	40
UGDH_19948	UGDH	11
TBC1D29_34520	TBC1D29	46
NLRC5_53032	NLRC5	46
SLC46A1_56972	SLC46A1	11
NAV2_55132	NAV2	68
Non-Targeting Control_77155	Non-Targeting Control	124
ATRAID_38632	ATRAID	28
APOA2_947	APOA2	24
Non-Targeting Control_76725	Non-Targeting Control	169
RARRES3_15854	RARRES3	81
ZNF354A_18860	ZNF354A	10
FAM47E-STBD1_76205	FAM47E-STBD1	79
Non-Targeting Control_77150	Non-Targeting Control	291
C15orf57_55466	C15orf57	48
MGRN1_32370	MGRN1	28
ELMSAN1_55978	ELMSAN1	53
C1orf123_41235	C1orf123	52
MOCS1_11669	MOCS1	66
NEUROD6_47241	NEUROD6	112
CYP4Z1_64621	CYP4Z1	28
ZBTB33_26717	ZBTB33	201
CORO6_54554	CORO6	77
SLN_17725	SLN	59
LIN7A_23110	LIN7A	21
SUB1_29559	SUB1	111
OR5L2_34998	OR5L2	277
BTG3_29644	BTG3	33
ASB5_60798	ASB5	85
CLDN2_23777	CLDN2	58
FAM186B_52840	FAM186B	116
MAN1C1_45084	MAN1C1	86
IKZF2_30883	IKZF2	19
BDKRB1_1690	BDKRB1	91
SP8_65897	SP8	30
RNF157_57246	RNF157	48
NUDCD2_60270	NUDCD2	67
KCNH3_32755	KCNH3	50
MEGF9_5387	MEGF9	80
Non-Targeting Control_76600	Non-Targeting Control	238
FRMPD2_61141	FRMPD2	50
Non-Targeting Control_76641	Non-Targeting Control	440
DMTN_5637	DMTN	26
FAM69A_71137	FAM69A	64
