sgRNA	Gene	Clip2_7_E8_control_BC22_IGO_09496_14_S14
UNC5D_60532	UNC5D	49
MAP3K7_18683	MAP3K7	58
CYP4V2_68158	CYP4V2	37
CCDC159_59035	CCDC159	14
FAM24B_64467	FAM24B	92
HERPUD2_47563	HERPUD2	55
ZBTB12_65840	ZBTB12	134
OR2M4_34825	OR2M4	49
C18orf42_73697	C18orf42	154
SCD5_50483	SCD5	107
RBM12B_71450	RBM12B	77
OR14I1_72535	OR14I1	110
OR9Q2_65463	OR9Q2	10
GUCA1B_7994	GUCA1B	52
OR2AG2_68800	OR2AG2	90
DGKB_4494	DGKB	40
LRRC27_51096	LRRC27	58
RCE1_26645	RCE1	64
OR4M1_73196	OR4M1	19
FCER1G_6138	FCER1G	42
UGT1A6_40271	UGT1A6	100
SOCS3_23606	SOCS3	18
DYNC2LI1_39170	DYNC2LI1	103
FAM43A_59969	FAM43A	67
SLC43A1_22116	SLC43A1	27
WDR4_29162	WDR4	11
KIAA0895_32593	KIAA0895	165
GRTP1_49901	GRTP1	45
PBDC1_38281	PBDC1	103
ABCB10_32850	ABCB10	175
OR13C8_60619	OR13C8	38
URGCP_42971	URGCP	23
C15orf56_73947	C15orf56	41
LOC100134391_75488	LOC100134391	20
NR1I2_23209	NR1I2	69
ANKRD60_60944	ANKRD60	20
KPRP_73335	KPRP	188
DNAJC12_44271	DNAJC12	129
SOX18_39860	SOX18	43
LYL1_10898	LYL1	20
COX6A2_3716	COX6A2	61
DCBLD2_59964	DCBLD2	44
ZNF653_57604	ZNF653	46
CCDC92_50926	CCDC92	14
DHCR24_4744	DHCR24	102
Non-Targeting Control_76525	Non-Targeting Control	373
SALL4_45181	SALL4	2
GUCY2C_8014	GUCY2C	62
PSORS1C2_64202	PSORS1C2	59
SGK223_62997	SGK223	91
TMEM63B_42458	TMEM63B	128
COLGALT2_31803	COLGALT2	256
HBE1_8206	HBE1	85
GRIK4_7747	GRIK4	29
Non-Targeting Control_76903	Non-Targeting Control	154
IRGM_69696	IRGM	46
NCF2_12244	NCF2	120
IGFL3_71065	IGFL3	63
MDGA1_67069	MDGA1	211
FAM110A_52200	FAM110A	80
PGPEP1L_61481	PGPEP1L	107
NR1D2_26617	NR1D2	25
ALDH8A1_47829	ALDH8A1	67
TPP2_19517	TPP2	21
RGR_16086	RGR	27
ELSPBP1_47368	ELSPBP1	92
ANP32A_21318	ANP32A	50
HTATIP2_28461	HTATIP2	63
Non-Targeting Control_77155	Non-Targeting Control	184
PCOLCE_13442	PCOLCE	48
Non-Targeting Control_76840	Non-Targeting Control	131
HOXB8_8705	HOXB8	43
THBS2_19144	THBS2	44
MAOB_11099	MAOB	147
WASF1_23453	WASF1	53
C17orf105_67612	C17orf105	92
PTPRF_15484	PTPRF	87
GPR26_7580	GPR26	84
CATSPER1_57888	CATSPER1	74
AASS_27194	AASS	84
KHDC1L_75185	KHDC1L	26
CDY2A_24804	CDY2A	170
Non-Targeting Control_76794	Non-Targeting Control	354
C1orf210_62178	C1orf210	135
ARL6IP5_28449	ARL6IP5	120
IFI27L2_52724	IFI27L2	16
NAT16_70517	NAT16	54
IFT140_25813	IFT140	86
HPR_8808	HPR	64
WFDC13_63764	WFDC13	71
TNFRSF11B_13046	TNFRSF11B	61
FAM47B_64112	FAM47B	114
CES2_23107	CES2	123
MC2R_11200	MC2R	17
FAM127C_73152	FAM127C	81
S100A5_16731	S100A5	25
CUL9_31767	CUL9	28
C11orf70_54733	C11orf70	122
C2CD4A_61464	C2CD4A	40
TFR2_19064	TFR2	53
PLEKHH1_45569	PLEKHH1	44
GPR151_60257	GPR151	27
FGF1_6235	FGF1	19
IFNL1_67131	IFNL1	44
TPGS1_56081	TPGS1	24
ZDHHC16_53358	ZDHHC16	12
OR4C12_67193	OR4C12	130
ZNF668_49868	ZNF668	63
TSPYL6_71225	TSPYL6	106
CLP1_29735	CLP1	1
IQCE_32353	IQCE	36
C9orf84_63163	C9orf84	35
ZNF577_54157	ZNF577	76
HPRT1_8810	HPRT1	107
AMN1_64401	AMN1	84
MDFI_11269	MDFI	65
RBBP8_15904	RBBP8	1
RHOG_1121	RHOG	56
CD14_2603	CD14	32
AQP1_1020	AQP1	39
DYRK4_23009	DYRK4	33
CYP3A7-CYP3A51P_76238	CYP3A7-CYP3A51P	29
IL2RA_9399	IL2RA	85
DYX1C1_63448	DYX1C1	7
TBC1D9_31905	TBC1D9	84
B3GALT6_59232	B3GALT6	48
AKAP17A_21444	AKAP17A	41
C6orf222_71378	C6orf222	91
CLINT1_25607	CLINT1	102
TNRC6A_36025	TNRC6A	60
APC2_27678	APC2	160
ARAP1_57865	ARAP1	57
SLC6A5_24037	SLC6A5	89
MIXL1_52598	MIXL1	38
MAML2_53604	MAML2	23
ZNF282_21898	ZNF282	47
FH_6322	FH	28
CCDC179_75816	CCDC179	96
ACTN3_217	ACTN3	92
REG1B_15990	REG1B	74
IL13RA1_9513	IL13RA1	126
NME8_38472	NME8	48
S100A3_16722	S100A3	77
C11orf71_40063	C11orf71	46
CYLD_4329	CYLD	28
POTEM_73660	POTEM	65
CPLX3_73601	CPLX3	34
BPGM_1852	BPGM	26
DSN1_50516	DSN1	2
HHLA3_30270	HHLA3	118
CDX4_2989	CDX4	121
SPACA4_64270	SPACA4	79
KLHDC1_58533	KLHDC1	127
EPN1_36798	EPN1	28
Non-Targeting Control_77058	Non-Targeting Control	127
HTR1F_9029	HTR1F	31
FUCA2_6631	FUCA2	39
RNF19A_34019	RNF19A	8
TRIP11_24477	TRIP11	91
FBXO7_33721	FBXO7	32
KRT80_61348	KRT80	37
ASPA_1276	ASPA	35
ALDOB_645	ALDOB	35
BCL7A_1660	BCL7A	58
C1QTNF8_71838	C1QTNF8	29
SLC35A4_57068	SLC35A4	19
BIN2_38714	BIN2	58
CPEB4_51103	CPEB4	33
DPM1_23062	DPM1	49
CDPF1_62337	CDPF1	38
SFMBT2_46307	SFMBT2	7
NPY5R_12828	NPY5R	30
MDFI_11270	MDFI	121
P3H1_47503	P3H1	93
NCEH1_45818	NCEH1	98
IQGAP1_23116	IQGAP1	150
HNRNPDL_26650	HNRNPDL	60
NEIL2_66253	NEIL2	45
UGT3A2_63939	UGT3A2	112
ROS1_16260	ROS1	38
SEC31A_31063	SEC31A	24
RBM12_27126	RBM12	126
DNAJC14_54882	DNAJC14	65
NSUN5_43056	NSUN5	14
C14orf39_68547	C14orf39	50
LTBP2_10847	LTBP2	16
AHNAK_48747	AHNAK	29
NRM_30656	NRM	49
MLX_18878	MLX	78
ASIC2_128	ASIC2	78
IL17RB_42635	IL17RB	49
DNAJB2_8916	DNAJB2	2
RND2_21341	RND2	110
EPS15_5722	EPS15	69
KRT16_10367	KRT16	42
PGBD5_49374	PGBD5	52
SRBD1_41673	SRBD1	17
VENTX_35929	VENTX	19
Non-Targeting Control_76972	Non-Targeting Control	236
PTPRN2_15510	PTPRN2	54
STRADA_56206	STRADA	111
CARD16_57157	CARD16	30
HSPB6_59150	HSPB6	39
MTF1_11854	MTF1	33
BCL7B_24373	BCL7B	82
TSSK2_33325	TSSK2	22
NFE2_12509	NFE2	16
SAP30L_49633	SAP30L	53
OR8U1_65227	OR8U1	54
CDH22_47720	CDH22	107
GYPE_8045	GYPE	34
CLEC11A_16866	CLEC11A	90
TLDC2_60936	TLDC2	229
KRTAP9-6_75987	KRTAP9-6	145
MAP3K4_11352	MAP3K4	13
PAX6_13341	PAX6	48
PVR_15553	PVR	49
Non-Targeting Control_77328	Non-Targeting Control	203
CRX_3925	CRX	38
RUFY4_68051	RUFY4	34
TRIM64_58231	TRIM64	91
CAPZA1_2311	CAPZA1	116
TMEM215_72453	TMEM215	19
PTPN7_15436	PTPN7	16
DNAJC16_32514	DNAJC16	12
POLN_70174	POLN	47
EDA2R_46857	EDA2R	68
GZMB_8071	GZMB	7
ADAMTS2_25048	ADAMTS2	90
NADSYN1_41867	NADSYN1	46
ELK1_5524	ELK1	67
CT45A1_73501	CT45A1	87
PURG_36847	PURG	29
SPATA8_61508	SPATA8	185
PFDN4_13728	PFDN4	149
GNA14_25413	GNA14	97
NT5DC1_65737	NT5DC1	78
PALMD_40844	PALMD	42
MIB2_61092	MIB2	44
GALNTL5_63995	GALNTL5	6
MAP4K4_24863	MAP4K4	172
FAM71D_63391	FAM71D	26
EFNB3_5364	EFNB3	17
LPIN3_48233	LPIN3	59
EGR2_5400	EGR2	13
OR14C36_59287	OR14C36	38
OR11L1_71946	OR11L1	128
IL1RAP_9385	IL1RAP	21
FLOT1_27371	FLOT1	102
C7orf62_65320	C7orf62	33
TMEM212_71322	TMEM212	31
MIP_11500	MIP	31
ANXA13_855	ANXA13	101
FAM26F_73076	FAM26F	67
PRRG3_48826	PRRG3	91
LHFPL1_69231	LHFPL1	125
ZNF808_71070	ZNF808	34
DEFB132_72286	DEFB132	53
MXRA8_40297	MXRA8	70
C5orf34_70493	C5orf34	40
CD40_2697	CD40	127
HCN4_26763	HCN4	75
PGM1_13818	PGM1	39
OCSTAMP_59565	OCSTAMP	88
TRIM3_28666	TRIM3	9
ENDOV_67665	ENDOV	59
TIMM50_56295	TIMM50	75
ZNF618_57394	ZNF618	20
TTLL9_63775	TTLL9	121
HTR3A_9046	HTR3A	26
GTF3C6_56809	GTF3C6	22
UST_26970	UST	86
Non-Targeting Control_77215	Non-Targeting Control	161
METTL20_66388	METTL20	41
C3orf80_72350	C3orf80	42
HRC_8844	HRC	18
THAP3_55409	THAP3	211
CHST11_37246	CHST11	92
SZRD1_34572	SZRD1	52
RRAGB_27760	RRAGB	52
METTL13_39121	METTL13	40
CCDC93_40142	CCDC93	73
NEK5_69346	NEK5	72
SLC39A11_64871	SLC39A11	101
ATP10A_45265	ATP10A	28
RBFOX3_61640	RBFOX3	155
PPP1R1B_53006	PPP1R1B	89
CEP68_31978	CEP68	154
AGPAT4_44493	AGPAT4	39
VEZF1_20740	VEZF1	127
CPXCR1_39527	CPXCR1	57
CYP2W1_40962	CYP2W1	33
LRRIQ3_59324	LRRIQ3	31
ADAMTS6_30374	ADAMTS6	48
LMCD1_37010	LMCD1	16
PDGFB_13571	PDGFB	20
CXXC5_38938	CXXC5	129
TSPYL6_71227	TSPYL6	125
GSPT2_33486	GSPT2	89
MAST2_31843	MAST2	85
Non-Targeting Control_77340	Non-Targeting Control	184
CTSZ_4281	CTSZ	42
NKAIN2_62886	NKAIN2	97
SPON2_28009	SPON2	27
GNB4_46801	GNB4	89
TRNP1_71116	TRNP1	109
MATK_11150	MATK	35
SLC22A20_72848	SLC22A20	71
ANAPC10_27934	ANAPC10	94
HYAL4_33149	HYAL4	116
NGB_46491	NGB	192
FLNA_6455	FLNA	74
HENMT1_57059	HENMT1	37
OR4F15_71836	OR4F15	89
PAWR_13317	PAWR	175
RBP2_15938	RBP2	28
DPYSL5_44495	DPYSL5	40
PPIG_24595	PPIG	25
UGT1A7_40267	UGT1A7	151
ZNF385D_49842	ZNF385D	21
BPTF_6063	BPTF	20
H1FOO_60046	H1FOO	39
BMPR1A_1801	BMPR1A	61
LEPROTL1_32934	LEPROTL1	44
KRTAP4-8_74594	KRTAP4-8	64
LCORL_66443	LCORL	37
PSEN2_15099	PSEN2	26
MLLT1_11552	MLLT1	87
AAED1_64360	AAED1	76
NUP210_32144	NUP210	11
GRAMD2_64482	GRAMD2	17
KCTD1_67694	KCTD1	49
ATP5J_1445	ATP5J	38
GPR25_7575	GPR25	64
KHSRP_22359	KHSRP	40
RAC3_15714	RAC3	63
MLYCD_32759	MLYCD	52
CCDC102B_50110	CCDC102B	12
TAF12_18674	TAF12	13
CDKN2B_2943	CDKN2B	25
MAOB_11097	MAOB	68
Non-Targeting Control_76854	Non-Targeting Control	289
CECR2_36147	CECR2	117
Non-Targeting Control_77144	Non-Targeting Control	135
CCDC88C_72902	CCDC88C	7
ZDHHC13_40094	ZDHHC13	105
OR2B2_51882	OR2B2	73
Non-Targeting Control_77006	Non-Targeting Control	256
JOSD1_26472	JOSD1	37
LRRC1_42003	LRRC1	24
ESAM_55681	ESAM	81
WFDC12_59558	WFDC12	103
DLK1_22975	DLK1	30
MTF2_30912	MTF2	227
CT47A8_74543	CT47A8	38
CDKN1A_2925	CDKN1A	61
DYRK1B_24031	DYRK1B	32
LACRT_55287	LACRT	145
ZNF99_20638	ZNF99	22
GPAT2_62400	GPAT2	24
TPD52L2_19484	TPD52L2	111
PRRT1_51454	PRRT1	35
KRTAP10-7_70661	KRTAP10-7	64
RAB39A_40456	RAB39A	58
RAP2C_46448	RAP2C	40
LNP1_69974	LNP1	44
ARHGAP11B_55150	ARHGAP11B	38
LONRF2_63802	LONRF2	39
CTHRC1_57590	CTHRC1	84
APCDD1L_63767	APCDD1L	30
SRRM3_65957	SRRM3	29
ABHD15_57704	ABHD15	48
OR51A2_72510	OR51A2	44
OR52B4_61188	OR52B4	32
NUDT17_64645	NUDT17	58
CYP4A11_4408	CYP4A11	123
IRF4_9709	IRF4	81
SMIM3_54750	SMIM3	21
INO80B_52099	INO80B	45
TOMM7_40199	TOMM7	27
R3HDM4_55792	R3HDM4	40
GS1-259H13.2_75712	GS1-259H13.2	86
Non-Targeting Control_76868	Non-Targeting Control	166
TCIRG1_27715	TCIRG1	63
HDC_8269	HDC	18
DVL1_5181	DVL1	48
CCDC126_55599	CCDC126	96
GRK7_59997	GRK7	45
FER_6215	FER	52
SLC25A30_66306	SLC25A30	63
GSTM4_7903	GSTM4	58
Non-Targeting Control_77346	Non-Targeting Control	188
PFN4_70443	PFN4	108
ASGR1_1248	ASGR1	18
NRCAM_12841	NRCAM	113
WDR7_32497	WDR7	91
Non-Targeting Control_77361	Non-Targeting Control	299
DLX2_4827	DLX2	37
C3orf67_64766	C3orf67	23
KIR2DL4_10187	KIR2DL4	26
ANKRD34B_69095	ANKRD34B	30
OR52J3_58162	OR52J3	111
DNASE1L3_4911	DNASE1L3	51
LYPLA2_30724	LYPLA2	75
SERPING1_1955	SERPING1	55
Non-Targeting Control_76612	Non-Targeting Control	348
TRIOBP_30051	TRIOBP	120
ELF4_5514	ELF4	55
RFPL2_29033	RFPL2	76
ST6GALNAC5_51961	ST6GALNAC5	30
DNAJB5_33811	DNAJB5	11
ITM2A_24875	ITM2A	42
FAM57A_50151	FAM57A	36
CSF2RA_4023	CSF2RA	14
LMAN1_10703	LMAN1	104
ADAMTSL3_45245	ADAMTSL3	36
TRIM21_18240	TRIM21	71
C15orf43_61460	C15orf43	48
RNF220_41840	RNF220	107
PHLDA3_33313	PHLDA3	15
PNMA1_24274	PNMA1	36
ANKRD13C_51729	ANKRD13C	95
HAS1_8174	HAS1	252
C5orf63_72382	C5orf63	8
KRT79_68812	KRT79	51
ZNF839_43344	ZNF839	41
IRX1_49126	IRX1	32
ZSCAN16_51193	ZSCAN16	20
SOD3_17943	SOD3	88
LHX3_21186	LHX3	55
SYNRG_30676	SYNRG	26
SLC10A1_17601	SLC10A1	89
BGN_1709	BGN	32
ADAMTS13_30094	ADAMTS13	56
ZNF16_20493	ZNF16	60
SPIN2A_39991	SPIN2A	294
SEC23B_28242	SEC23B	42
FOXO1_6429	FOXO1	274
CARM1_28297	CARM1	147
RAD21L1_73709	RAD21L1	42
TSPYL5_54967	TSPYL5	55
C5orf28_47744	C5orf28	77
KDM6B_31830	KDM6B	27
MN1_11651	MN1	55
INPP4B_23094	INPP4B	65
PKD2L1_23645	PKD2L1	88
ERCC5_5765	ERCC5	48
FBXO10_34887	FBXO10	51
MCCD1_72392	MCCD1	9
LDB3_30295	LDB3	58
PLCD4_54219	PLCD4	74
HTN3_9009	HTN3	41
FCHO1_31875	FCHO1	77
B3GNTL1_61635	B3GNTL1	34
GNAI1_7306	GNAI1	70
DIAPH2_4772	DIAPH2	21
CLIP2_20231	CLIP2	34
ZBTB41_70205	ZBTB41	30
TNFRSF11B_13047	TNFRSF11B	80
RASL10B_55908	RASL10B	140
TBC1D10A_52572	TBC1D10A	25
LRRC26_71500	LRRC26	18
EVA1B_41879	EVA1B	15
CLVS2_60308	CLVS2	32
TSPYL4_32298	TSPYL4	49
TMPRSS3_47897	TMPRSS3	33
GDF15_25078	GDF15	87
SLC26A4_13633	SLC26A4	93
ATE1_30123	ATE1	117
BNIPL_62165	BNIPL	16
MUC1_11905	MUC1	55
CLEC12A_63325	CLEC12A	32
OR10A3_35057	OR10A3	29
MORF4L1_29586	MORF4L1	137
DNTTIP1_57633	DNTTIP1	42
MKRN2_33308	MKRN2	87
UBP1_19894	UBP1	66
LRRN4_63769	LRRN4	74
PVRL2_15563	PVRL2	33
KRTAP19-4_68653	KRTAP19-4	34
Non-Targeting Control_77316	Non-Targeting Control	177
HS1BP3_47652	HS1BP3	112
LILRA6_49056	LILRA6	78
PTRHD1_71982	PTRHD1	15
HSF4_8909	HSF4	53
PNKD_34183	PNKD	32
PHLDA3_33314	PHLDA3	65
CMPK2_59715	CMPK2	56
LYRM7_55558	LYRM7	86
ARSG_31168	ARSG	110
CLIC2_3386	CLIC2	99
Non-Targeting Control_76713	Non-Targeting Control	224
PYROXD2_54193	PYROXD2	39
EFR3B_31353	EFR3B	85
SCRIB_33003	SCRIB	89
TEX37_64725	TEX37	33
EPHA8_5665	EPHA8	197
WWC3_43546	WWC3	97
RSPO1_67951	RSPO1	39
BOD1_55778	BOD1	40
OTUD6A_60718	OTUD6A	65
TCF15_18854	TCF15	46
TRAF4_25380	TRAF4	36
TMC5_50105	TMC5	79
CDX2_2987	CDX2	39
TNFRSF4_19765	TNFRSF4	167
EIF4EBP3_22519	EIF4EBP3	57
PTPN12_15446	PTPN12	65
EIF4EBP1_5450	EIF4EBP1	7
ZNF669_50178	ZNF669	43
SYNJ2_23250	SYNJ2	27
CAPS2_54070	CAPS2	69
POU6F1_14483	POU6F1	17
NAT8_23631	NAT8	43
TTC22_41276	TTC22	36
PXMP4_30641	PXMP4	6
CEP55_41777	CEP55	51
POF1B_50530	POF1B	73
Non-Targeting Control_76593	Non-Targeting Control	265
ZBTB44_36378	ZBTB44	100
S100Z_64181	S100Z	73
SHARPIN_51990	SHARPIN	32
GDAP1L1_48660	GDAP1L1	79
CHRM1_3193	CHRM1	20
GPR82_35785	GPR82	49
B3GAT2_60334	B3GAT2	29
C5orf67_76370	C5orf67	60
LRRC59_42484	LRRC59	47
LUZP6_75090	LUZP6	172
RBM38_42642	RBM38	13
QSER1_50085	QSER1	41
GNAT3_69755	GNAT3	42
TAS1R2_51425	TAS1R2	48
KCTD9_40578	KCTD9	68
SOAT1_17931	SOAT1	51
NWD1_67869	NWD1	45
TMEM239_75697	TMEM239	62
HIF1AN_42962	HIF1AN	59
Non-Targeting Control_77417	Non-Targeting Control	344
SLC45A1_37313	SLC45A1	67
CCDC102B_50109	CCDC102B	36
GPR137B_19318	GPR137B	134
ZNRF4_61942	ZNRF4	32
TNFSF14_22851	TNFSF14	62
SFTPC_17231	SFTPC	32
NCR1_24824	NCR1	101
NANOS1_69249	NANOS1	174
LRRIQ3_59323	LRRIQ3	20
UBP1_19895	UBP1	69
MEST_11383	MEST	62
ACTL7A_29418	ACTL7A	13
SRSF5_17207	SRSF5	55
PDCL2_60118	PDCL2	139
ZP4_46462	ZP4	20
NOV_12742	NOV	53
DOC2B_21959	DOC2B	77
SBSPON_63079	SBSPON	36
KCTD4_70647	KCTD4	109
CEP41_56757	CEP41	19
C9orf72_65067	C9orf72	33
HEPACAM2_66267	HEPACAM2	17
C2orf82_71268	C2orf82	100
GNG12_43806	GNG12	21
C5orf38_62799	C5orf38	89
PCDHB2_43996	PCDHB2	63
LSM3_35910	LSM3	88
ATAD2_36348	ATAD2	20
IMPAD1_41026	IMPAD1	57
FBXO39_63544	FBXO39	57
Non-Targeting Control_77165	Non-Targeting Control	160
TCTN2_50196	TCTN2	84
POU3F2_14453	POU3F2	18
HS2ST1_25497	HS2ST1	108
Non-Targeting Control_77179	Non-Targeting Control	206
ZNF585B_56180	ZNF585B	199
KLHL21_26370	KLHL21	77
SYNDIG1L_74122	SYNDIG1L	30
NUMBL_24313	NUMBL	105
IL12A_9495	IL12A	118
MAML2_53606	MAML2	91
KRT39_71856	KRT39	40
PNLIP_14293	PNLIP	66
GUCA2B_8003	GUCA2B	133
JUN_9916	JUN	12
LOC728485_74710	LOC728485	44
ZNF653_57603	ZNF653	39
INAFM2_75833	INAFM2	75
MSH3_11758	MSH3	108
TES_34637	TES	48
PTER_24462	PTER	42
CBR3_2445	CBR3	119
RB1_15876	RB1	96
SLC28A3_47309	SLC28A3	121
MTNR1B_11885	MTNR1B	35
ATG2A_31814	ATG2A	85
ENOPH1_46536	ENOPH1	65
ELOVL7_50547	ELOVL7	37
SPANXN2_73422	SPANXN2	53
FCRL4_52080	FCRL4	45
PBOV1_46815	PBOV1	72
RPRML_71016	RPRML	19
TUSC3_21159	TUSC3	55
SLC9C1_68114	SLC9C1	195
ARFGEF1_28509	ARFGEF1	36
API5_22251	API5	60
DSEL_56117	DSEL	47
NEURL1B_40060	NEURL1B	138
TMED7-TICAM2_75743	TMED7-TICAM2	39
C5orf34_70495	C5orf34	58
PIGH_13947	PIGH	67
RALGAPA1_66372	RALGAPA1	57
TSC22D1_23187	TSC22D1	106
CCDC107_65084	CCDC107	56
RHOJ_45396	RHOJ	84
RORB_16251	RORB	76
TSC22D3_5099	TSC22D3	52
PDIA4_25332	PDIA4	48
ASL_1257	ASL	43
EMX1_5561	EMX1	76
HLA-DPA1_8409	HLA-DPA1	94
NEB_12297	NEB	19
OR8H1_65272	OR8H1	150
KRTAP1-5_52643	KRTAP1-5	146
CHD7_42883	CHD7	35
VAV3_28123	VAV3	23
LYPD6B_59841	LYPD6B	57
FAM20A_40504	FAM20A	56
TMEM144_42290	TMEM144	73
MYO5B_12111	MYO5B	58
PARP4_393	PARP4	93
ZNF135_20674	ZNF135	106
IFNAR2_9259	IFNAR2	19
RASSF10_73962	RASSF10	16
THOC1_26638	THOC1	13
C1orf177_63716	C1orf177	55
KRTAP4-4_53837	KRTAP4-4	87
CELA1_5475	CELA1	46
LCE2C_70082	LCE2C	80
CKLF-CMTM1_76129	CKLF-CMTM1	93
OR10R2_69531	OR10R2	60
DCAF17_50676	DCAF17	62
TEKT2_35922	TEKT2	10
HOXB3_8685	HOXB3	135
OSTF1_35188	OSTF1	15
CES5A_65732	CES5A	65
PRMT3_27312	PRMT3	17
ALOX15B_681	ALOX15B	42
CTAG2_37143	CTAG2	52
G0S2_37199	G0S2	119
Non-Targeting Control_76753	Non-Targeting Control	307
DERL2_37515	DERL2	39
OR6C65_72621	OR6C65	124
SFTPD_17233	SFTPD	48
RASSF2_25913	RASSF2	59
TMEM259_55797	TMEM259	34
MMADHC_35881	MMADHC	25
HTR1A_9013	HTR1A	44
FFAR4_68743	FFAR4	35
Non-Targeting Control_77280	Non-Targeting Control	369
ZNF816_58953	ZNF816	106
NMS_59698	NMS	113
Non-Targeting Control_77339	Non-Targeting Control	124
Non-Targeting Control_77200	Non-Targeting Control	171
KCNE3_26713	KCNE3	82
EML5_63429	EML5	30
TRIM33_39094	TRIM33	59
N4BP2L1_55563	N4BP2L1	27
QRFPR_52931	QRFPR	114
DET1_41476	DET1	133
TRPC7_45015	TRPC7	99
SLC43A3_36343	SLC43A3	31
KRT84_10417	KRT84	41
UBASH3A_39559	UBASH3A	114
GIMAP1_64176	GIMAP1	55
FAM83F_57064	FAM83F	42
ZNF584_64904	ZNF584	16
QTRTD1_49644	QTRTD1	81
SHPK_33493	SHPK	51
STOM_5642	STOM	44
SERTAD4_44164	SERTAD4	70
Non-Targeting Control_77133	Non-Targeting Control	182
TRIM16L_61743	TRIM16L	40
ITPRIPL1_62401	ITPRIPL1	53
SHPRH_66890	SHPRH	28
ZNF177_20760	ZNF177	73
Non-Targeting Control_76769	Non-Targeting Control	225
CEP68_31975	CEP68	191
FLNA_6454	FLNA	42
WFDC10B_67117	WFDC10B	121
Non-Targeting Control_76747	Non-Targeting Control	191
UBXN2A_63835	UBXN2A	18
C6orf118_63987	C6orf118	77
SLC32A1_60870	SLC32A1	74
PTPN22_34742	PTPN22	19
GUCY1B3_8012	GUCY1B3	57
HDAC9_25788	HDAC9	52
SLC39A4_42861	SLC39A4	42
EGFL6_34237	EGFL6	118
OAS1_12959	OAS1	21
DACH2_57899	DACH2	107
BAG5_25116	BAG5	80
Non-Targeting Control_76693	Non-Targeting Control	177
MAGED2_29535	MAGED2	50
PCDH1_13393	PCDH1	212
RILP_52216	RILP	30
MTRNR2L10_75807	MTRNR2L10	19
LCNL1_72482	LCNL1	10
CEND1_38363	CEND1	35
TARP_73308	TARP	126
MAGEA1_10997	MAGEA1	47
SLMAP_21029	SLMAP	27
PPP4R4_46325	PPP4R4	70
LOC101927572_76345	LOC101927572	45
UNC5C_22501	UNC5C	22
SGSM1_59661	SGSM1	15
ZFPL1_20431	ZFPL1	22
CWC27_27628	CWC27	36
TSC22D3_5100	TSC22D3	132
CLEC12B_70871	CLEC12B	47
PSG2_15108	PSG2	27
POFUT2_32314	POFUT2	279
TEX36_70825	TEX36	64
FAM189A1_32570	FAM189A1	24
PRH1_14748	PRH1	66
BNIP3_1832	BNIP3	63
SNPH_25851	SNPH	8
CCR7_3461	CCR7	193
DBN1_4552	DBN1	53
KCTD15_48801	KCTD15	152
DCDC2_38832	DCDC2	85
TNNI3_19401	TNNI3	30
SIAH3_67399	SIAH3	36
Non-Targeting Control_76860	Non-Targeting Control	232
MAPK1IP1L_56530	MAPK1IP1L	10
RRP8_32626	RRP8	87
CACNG8_46744	CACNG8	26
C5AR1_2012	C5AR1	45
PLEKHF1_49031	PLEKHF1	51
NAF1_56222	NAF1	65
AASDH_60115	AASDH	65
POLI_30465	POLI	14
CTAGE4_75164	CTAGE4	12
ATP11C_68452	ATP11C	83
ZNF316_75344	ZNF316	154
ALDH3A2_636	ALDH3A2	357
MTHFS_28589	MTHFS	39
IDI2_55972	IDI2	10
PRDX6_25308	PRDX6	31
PRTFDC1_44691	PRTFDC1	78
PRR20B_74854	PRR20B	35
TNFSF10_22864	TNFSF10	89
ABHD1_54063	ABHD1	14
Non-Targeting Control_76469	Non-Targeting Control	234
LIPN_73802	LIPN	18
CCDC154_74032	CCDC154	87
TMEM184C_43250	TMEM184C	60
GTPBP1_25233	GTPBP1	51
NPS_73605	NPS	57
RIPPLY1_56122	RIPPLY1	81
WTAP_25311	WTAP	25
ALB_590	ALB	52
PPP1R3E_55594	PPP1R3E	156
FOXD3_35419	FOXD3	77
WBP5_38078	WBP5	32
NTN4_46741	NTN4	32
ZC2HC1C_49665	ZC2HC1C	69
OR2J2_35274	OR2J2	54
GSG1_52105	GSG1	24
PIBF1_28172	PIBF1	7
THYN1_36428	THYN1	10
UBALD2_67573	UBALD2	18
ATP2B3_1387	ATP2B3	88
SPIRE2_53690	SPIRE2	26
API5_22249	API5	43
CDH10_2868	CDH10	58
ASF1B_43155	ASF1B	26
TPM3_19501	TPM3	174
SMARCAD1_44569	SMARCAD1	47
MAP1LC3B_51847	MAP1LC3B	110
ZNF354B_57993	ZNF354B	50
ARHGAP5_1134	ARHGAP5	5
MAGEC3_60655	MAGEC3	37
ZNF451_34408	ZNF451	34
CPXCR1_39529	CPXCR1	95
IQCF2_71288	IQCF2	137
FOXA2_8547	FOXA2	93
TREX2_30505	TREX2	42
CD164_22905	CD164	68
THEM6_38546	THEM6	34
ZNF132_20664	ZNF132	55
KNDC1_54932	KNDC1	37
ATP6V1G3_59306	ATP6V1G3	93
TXNRD3_57095	TXNRD3	117
FNDC3A_31028	FNDC3A	37
Non-Targeting Control_77343	Non-Targeting Control	205
PRMT5_28020	PRMT5	37
PDE6H_13545	PDE6H	46
TGIF2LX_55391	TGIF2LX	27
NCOR2_25361	NCOR2	77
ADSSL1_58496	ADSSL1	34
