sgRNA	Gene	DE_GFP_low
COG8_53542	COG8	107
WRAP53_41678	WRAP53	34
IFNA17_9246	IFNA17	82
COG5_28179	COG5	129
HAUS2_41696	HAUS2	31
COL16A1_3655	COL16A1	72
AKIRIN2_41635	AKIRIN2	7
C7orf25_48729	C7orf25	38
1-Sep_4776	1-Sep	55
UNC50_34225	UNC50	48
PTCH2_22537	PTCH2	63
GLRB_7251	GLRB	137
AGAP3_57877	AGAP3	20
NOL10_50448	NOL10	21
KIAA0196_26345	KIAA0196	11
COL4A3BP_26963	COL4A3BP	32
PGM1_13817	PGM1	111
NTN5_59055	NTN5	34
HIVEP3_46724	HIVEP3	19
FBXO46_32707	FBXO46	5
TPK1_35395	TPK1	140
TARBP2_18714	TARBP2	80
RNF19A_34022	RNF19A	9
SOHLH1_72559	SOHLH1	46
LOC100131303_75368	LOC100131303	11
MSANTD3_55780	MSANTD3	44
LBR_10523	LBR	104
IGFBP6_9329	IGFBP6	47
RNF20_44155	RNF20	51
NPEPPS_25088	NPEPPS	129
SATB1_16827	SATB1	202
TBC1D3B_72729	TBC1D3B	38
ADIPOR1_37777	ADIPOR1	24
KANK3_66825	KANK3	170
KIF2C_29814	KIF2C	83
ZNF19_20506	ZNF19	39
HIST1H2AH_54754	HIST1H2AH	5
MUC13_44357	MUC13	84
SPATS2_48469	SPATS2	81
SLC35E2B_74759	SLC35E2B	116
CCND1_1631	CCND1	119
SRP68_18216	SRP68	28
MYC_11995	MYC	17
SACM1L_31196	SACM1L	13
TBC1D29_34520	TBC1D29	46
G6PD_6701	G6PD	45
PPIG_24595	PPIG	90
GAB2_26167	GAB2	34
RBMY1E_70636	RBMY1E	10
AKAP12_25315	AKAP12	116
MRPL49_2046	MRPL49	34
ATP5E_1421	ATP5E	17
DENND5A_32257	DENND5A	16
SCNN1A_16923	SCNN1A	3
EXOC5_28766	EXOC5	22
EXOC7_32282	EXOC7	96
CYP2E1_4386	CYP2E1	40
TFR2_19063	TFR2	26
GCC1_49285	GCC1	50
KAT2B_23191	KAT2B	93
EMCN_39345	EMCN	38
VAV1_20091	VAV1	57
TMEM132E_58836	TMEM132E	85
TIMELESS_23397	TIMELESS	32
ACTR1B_27065	ACTR1B	43
SEC14L3_67060	SEC14L3	14
NIPBL_33859	NIPBL	52
SLC39A9_42365	SLC39A9	28
ZDHHC1_36636	ZDHHC1	114
P4HB_13218	P4HB	37
FAM105A_40056	FAM105A	27
TCEANC2_59354	TCEANC2	60
RXRG_16690	RXRG	32
RGP1_26105	RGP1	79
PDCL3_48761	PDCL3	24
OGT_22039	OGT	12
LTBP2_10845	LTBP2	57
KCTD14_48552	KCTD14	76
MAPRE3_31244	MAPRE3	25
TTYH1_45380	TTYH1	47
SPIB_18061	SPIB	122
NUTF2_27341	NUTF2	21
DNAJC7_19682	DNAJC7	25
NOL9_49698	NOL9	28
ASF1A_33881	ASF1A	98
SART1_23836	SART1	119
PQLC3_59875	PQLC3	113
NRXN1_24664	NRXN1	138
FAM219B_45230	FAM219B	86
LRRC23_27451	LRRC23	79
CDC26_66207	CDC26	38
GRAP_29067	GRAP	2
ARHGAP29_24756	ARHGAP29	125
PPP1R9A_42773	PPP1R9A	57
CTSG_4250	CTSG	44
RRP36_55077	RRP36	24
IGF1R_9294	IGF1R	56
SUFU_39293	SUFU	33
PCBP1_13377	PCBP1	33
HRCT1_74161	HRCT1	36
DTNB_5122	DTNB	110
MAGEB17_74053	MAGEB17	191
ZC3H12D_69101	ZC3H12D	72
NR2C2AP_59146	NR2C2AP	5
RPL27A_16403	RPL27A	27
EPC1_51099	EPC1	49
BAGE2_54805	BAGE2	37
OPA3_50909	OPA3	59
POLR2D_14375	POLR2D	52
SUPT3H_22017	SUPT3H	77
THRB_19169	THRB	30
NACAD_31874	NACAD	9
HIST2H3A_68594	HIST2H3A	25
HSP90B1_19552	HSP90B1	55
WDR73_54561	WDR73	71
HILPDA_36794	HILPDA	18
ZNF566_54495	ZNF566	23
RPAP3_49536	RPAP3	24
DDX31_48086	DDX31	5
AZU1_1546	AZU1	73
TXNDC5_51714	TXNDC5	96
GEMIN5_34116	GEMIN5	63
DDX55_46250	DDX55	3
ATG5_24947	ATG5	57
TMEM139_60388	TMEM139	102
C2orf70_69018	C2orf70	22
OR12D2_35141	OR12D2	33
KMT2A_11547	KMT2A	33
RPL23A_16377	RPL23A	15
NUDT14_66735	NUDT14	35
B4GALT2_22730	B4GALT2	108
PSMB4_15183	PSMB4	83
DOC2B_21958	DOC2B	56
UTP3_44895	UTP3	12
NCKAP1_29170	NCKAP1	32
SLC2A8_36980	SLC2A8	74
CIAO1_24696	CIAO1	23
SOX15_18003	SOX15	74
FAM25G_75473	FAM25G	81
HNRNPH1_8597	HNRNPH1	30
TMEM169_56314	TMEM169	155
IKZF4_47673	IKZF4	62
ARSB_1199	ARSB	158
VEPH1_49597	VEPH1	80
FRG2B_73175	FRG2B	109
ANKRD20A3_73115	ANKRD20A3	15
PRIM1_14756	PRIM1	36
LSM5_33438	LSM5	21
INSL5_26768	INSL5	12
SYNCRIP_28278	SYNCRIP	47
TOMM22_44795	TOMM22	6
TMSB10_24076	TMSB10	97
CIITA_11473	CIITA	4
ZWILCH_41436	ZWILCH	8
LINC01272_75874	LINC01272	12
TCIRG1_27714	TCIRG1	9
OTUD4_40440	OTUD4	103
NBPF11_64643	NBPF11	25
SYT15_52507	SYT15	21
TCEB1_18804	TCEB1	91
ACADM_101	ACADM	64
SRGAP2_32631	SRGAP2	52
FTH1_6609	FTH1	61
SART3_25784	SART3	36
RABEPK_27493	RABEPK	120
GPC5_6297	GPC5	86
FAM160B1_46263	FAM160B1	183
ACAP3_57860	ACAP3	52
PRH2_14752	PRH2	16
SMEK2_45318	SMEK2	52
PCDHGA7_43921	PCDHGA7	62
IGFLR1_49717	IGFLR1	60
PTCH2_22539	PTCH2	44
SAA2_16777	SAA2	31
SET_17163	SET	37
DNMT1_4939	DNMT1	33
RPS3_16491	RPS3	1
GOLGA6L4_73831	GOLGA6L4	12
ZNF581_38995	ZNF581	15
OCEL1_49442	OCEL1	49
SYT4_18586	SYT4	101
ITGB1BP1_24361	ITGB1BP1	18
CAMTA1_32266	CAMTA1	32
ADH5_351	ADH5	13
PCED1B_55870	PCED1B	59
PGAM4_73168	PGAM4	7
RHOA_1108	RHOA	30
C12orf60_61359	C12orf60	56
PRPF38B_41629	PRPF38B	18
RRAGD_46680	RRAGD	62
HOXB4_8692	HOXB4	96
EPS8L2_48064	EPS8L2	80
B3GNT3_27784	B3GNT3	25
DDX21_24136	DDX21	30
YWHAZ_20407	YWHAZ	49
ZNF181_68908	ZNF181	98
TANGO6_49398	TANGO6	11
ZNF597_61590	ZNF597	48
POP4_29132	POP4	41
GTF2IRD2_53024	GTF2IRD2	2
RNF6_16216	RNF6	88
ZCRB1_54914	ZCRB1	26
NCAPG2_40917	NCAPG2	5
PRSS50_36549	PRSS50	33
ZNF625_55546	ZNF625	72
RHOQ_32804	RHOQ	3
C9orf78_39444	C9orf78	7
TMEM86B_66552	TMEM86B	95
MRPL12_16472	MRPL12	24
WDR86_70001	WDR86	81
ZSCAN26_20784	ZSCAN26	46
C5orf49_60215	C5orf49	30
TOPORS_27365	TOPORS	121
NCDN_31892	NCDN	73
ZNF169_64099	ZNF169	34
HCST_29376	HCST	233
OR5D16_71633	OR5D16	90
WDR83_53374	WDR83	39
CDC42_2825	CDC42	5
PRG2_14741	PRG2	58
EOGT_68065	EOGT	23
SLC25A51_56091	SLC25A51	70
GTF3C5_24497	GTF3C5	10
PPIAL4D_73990	PPIAL4D	64
GLE1_7210	GLE1	29
PPDPF_48995	PPDPF	47
SLC35D2_29950	SLC35D2	59
NDC80_27973	NDC80	28
NECAB2_40222	NECAB2	50
PUM1_25655	PUM1	48
ARHGEF18_32610	ARHGEF18	15
DAZAP1_35136	DAZAP1	60
NME6_27329	NME6	24
SRRM3_65960	SRRM3	57
EYA2_5922	EYA2	62
INPP5F_31079	INPP5F	134
SLC1A6_17452	SLC1A6	137
PPM1G_14553	PPM1G	49
TOX4_26277	TOX4	52
ATP13A1_45076	ATP13A1	41
NUPR1L_71403	NUPR1L	62
FAM178A_43141	FAM178A	21
TRAPPC1_46547	TRAPPC1	78
NUP98_12943	NUP98	1
H2AFY_25201	H2AFY	77
NOL11_34105	NOL11	2
RAET1E_60343	RAET1E	55
CYB5R2_39325	CYB5R2	15
ARGFX_73473	ARGFX	55
RP9_16264	RP9	32
KDM3B_39489	KDM3B	60
VDAC2_20118	VDAC2	80
LIAS_29867	LIAS	44
SHANK2_31299	SHANK2	17
TSPY1_19653	TSPY1	78
GRB14_7700	GRB14	3
SIRT4_32727	SIRT4	44
PDCD5_23999	PDCD5	41
ROPN1L_52524	ROPN1L	60
ATP2B2_1383	ATP2B2	86
EID2_63644	EID2	62
GAGE1_6710	GAGE1	98
SMAGP_45329	SMAGP	68
PAPOLA_29527	PAPOLA	75
RPF1_50761	RPF1	14
SMARCAL1_37196	SMARCAL1	34
TDRD9_58462	TDRD9	77
UBE2K_8345	UBE2K	93
MAGEA9_11026	MAGEA9	49
NFASC_31771	NFASC	59
PODXL_14325	PODXL	169
LRRC73_65793	LRRC73	195
ATP8A2_39451	ATP8A2	28
SAMD12_72447	SAMD12	92
CCDC94_43083	CCDC94	37
HELZ_26476	HELZ	57
CBY1_33679	CBY1	56
ZSWIM2_62437	ZSWIM2	53
GRIN2D_7770	GRIN2D	45
SAMD4A_31529	SAMD4A	17
OXCT1_13163	OXCT1	41
PPRC1_31676	PPRC1	21
SYT4_18588	SYT4	12
COPZ1_30896	COPZ1	17
TMEM88_56134	TMEM88	14
SAMD4A_31530	SAMD4A	54
TBL3_28647	TBL3	29
ZCCHC2_40862	ZCCHC2	94
ZNF281_33059	ZNF281	69
NUP107_45050	NUP107	64
ILK_9560	ILK	57
TDRD6_65779	TDRD6	40
HAUS2_41695	HAUS2	42
STAMBPL1_45841	STAMBPL1	36
IL17REL_72306	IL17REL	60
HSF4_8911	HSF4	18
HLA-DMB_8395	HLA-DMB	35
NUP205_31927	NUP205	41
GRP_7829	GRP	81
CISD3_67643	CISD3	118
ZMPSTE24_27580	ZMPSTE24	26
VPS37A_60484	VPS37A	101
BRD2_16204	BRD2	136
DDA1_48714	DDA1	13
COPB1_3677	COPB1	26
PKIB_14794	PKIB	35
BBS2_1601	BBS2	41
APITD1-CORT_76016	APITD1-CORT	12
MEPCE_44169	MEPCE	187
MAPK8IP3_31916	MAPK8IP3	70
POLD3_28955	POLD3	4
ZNF383_63635	ZNF383	93
YPEL1_36631	YPEL1	50
PREP_14730	PREP	114
SETDB1_26249	SETDB1	54
STAT3_18352	STAT3	112
KLHL21_26371	KLHL21	35
NFIC_12528	NFIC	41
HERC3_23407	HERC3	25
FAM69A_71138	FAM69A	55
MARS_11135	MARS	3
KRTAP4-12_52475	KRTAP4-12	1
TSC22D4_51841	TSC22D4	25
TRAPPC2_17115	TRAPPC2	15
BNIP1_1821	BNIP1	34
SLC5A5_17516	SLC5A5	81
PDLIM1_23935	PDLIM1	78
SRSF3_17197	SRSF3	51
EIF4EBP3_22518	EIF4EBP3	83
DCP1A_43430	DCP1A	84
FANCC_6031	FANCC	2
C1S_1971	C1S	38
PPP1R3A_14584	PPP1R3A	124
DDX56_40312	DDX56	4
MIS18A_39752	MIS18A	7
MYL12A_28718	MYL12A	54
L2HGDH_50426	L2HGDH	30
KCNA7_9967	KCNA7	47
RAB40A_61105	RAB40A	59
COL3A1_3560	COL3A1	144
RTN4IP1_54228	RTN4IP1	38
EEF1B2_5313	EEF1B2	23
CHP1_30631	CHP1	7
SNX10_36701	SNX10	11
AGK_43243	AGK	65
NUP85_50317	NUP85	2
TCTEX1D2_66654	TCTEX1D2	69
SPATA2_26097	SPATA2	69
MAX_11167	MAX	37
CAMP_2276	CAMP	44
FKBP5_6367	FKBP5	131
CYBB_4316	CYBB	45
BAMBI_33766	BAMBI	69
RAD51D_15754	RAD51D	34
MIS12_48682	MIS12	43
GJC1_26843	GJC1	79
ZNF835_55492	ZNF835	29
ZIC4_52926	ZIC4	17
FAM72B_74415	FAM72B	24
SLC39A8_47417	SLC39A8	25
SPDYE1_68316	SPDYE1	14
FBXL15_49086	FBXL15	74
RAB21_31450	RAB21	8
ISCA2_58562	ISCA2	72
PPIB_14530	PPIB	27
CBL_2427	CBL	78
DPH2_4990	DPH2	15
RHOB_1111	RHOB	99
KAT8_53002	KAT8	87
RD3_69484	RD3	86
ZMYND8_33316	ZMYND8	74
MSL1_68893	MSL1	59
TRIML1_69065	TRIML1	22
SLIT1_17720	SLIT1	15
CTAGE6_69142	CTAGE6	26
LRTM1_45429	LRTM1	22
C11orf57_41964	C11orf57	25
ENPP6_60139	ENPP6	67
NOP10_42559	NOP10	3
GPR37L1_24393	GPR37L1	78
DENND3_31157	DENND3	16
CBX3_30798	CBX3	46
CCDC59_36406	CCDC59	43
SRA1_26727	SRA1	49
GCM1_22188	GCM1	69
FUS_6637	FUS	11
FAM207A_54870	FAM207A	37
LCN12_68416	LCN12	172
TAF10_18667	TAF10	41
DYRK3_21947	DYRK3	64
EVI2B_5881	EVI2B	19
DNAAF1_58661	DNAAF1	69
TRAF3IP2_29086	TRAF3IP2	33
PITPNB_33527	PITPNB	67
ANO3_47260	ANO3	74
FRMD4A_43046	FRMD4A	97
SCYL3_45120	SCYL3	99
APOBEC3D_60833	APOBEC3D	71
SYNGR2_24012	SYNGR2	39
GABARAP_30803	GABARAP	48
TATDN2_26011	TATDN2	97
ZBTB48_8376	ZBTB48	50
RPS3_16490	RPS3	16
KHDC3L_62891	KHDC3L	14
EAF1_54877	EAF1	24
HNRNPA1L2_61382	HNRNPA1L2	26
ACADM_104	ACADM	105
AP1G2_23367	AP1G2	52
SLC18A2_17666	SLC18A2	57
ZNF350_46805	ZNF350	5
UBA1_19823	UBA1	5
ODF3L1_63458	ODF3L1	87
C17orf107_75271	C17orf107	22
C16orf91_67550	C16orf91	103
TRAF3IP2_29083	TRAF3IP2	26
ATP1A1_1331	ATP1A1	88
PDE2A_13504	PDE2A	43
MLXIP_31084	MLXIP	27
EIF3L_38667	EIF3L	63
PPP4R2_62585	PPP4R2	35
KRTAP10-12_70704	KRTAP10-12	34
KIR2DL1_10179	KIR2DL1	7
P2RX3_13180	P2RX3	83
OR4D9_71698	OR4D9	133
AURKAIP1_41273	AURKAIP1	99
NDUFB9_12348	NDUFB9	65
PODN_59360	PODN	77
ASB16_56282	ASB16	23
ZP3_20907	ZP3	34
ABT1_36606	ABT1	12
ADH7_360	ADH7	151
USP40_42017	USP40	49
SETD4_39762	SETD4	99
OLFM2_56460	OLFM2	10
EPGN_66601	EPGN	125
GAN_21331	GAN	38
NCF1_74301	NCF1	53
GSTA5_65761	GSTA5	26
MCM5_11246	MCM5	24
POLD4_46409	POLD4	120
RELA_15995	RELA	54
OR5K4_72618	OR5K4	36
DLX4_4834	DLX4	76
SNRPG_17902	SNRPG	27
CRYGB_3974	CRYGB	93
ATP6V0B_1475	ATP6V0B	18
SAMD4A_31527	SAMD4A	67
HARS_8171	HARS	2
SPACA7_58459	SPACA7	51
OR3A1_13085	OR3A1	22
NOTCH4_12738	NOTCH4	157
EIF1AD_53348	EIF1AD	3
LUC7L2_39175	LUC7L2	41
HMX2_8537	HMX2	3
EIF3D_22609	EIF3D	11
KRTAP9-7_75842	KRTAP9-7	97
MSMB_11774	MSMB	166
MRPL15_36434	MRPL15	83
OR10G7_71742	OR10G7	23
ZNF479_55635	ZNF479	71
PKM_14056	PKM	45
ELP3_41692	ELP3	2
FASN_6089	FASN	7
SPCS2_25983	SPCS2	23
USP7_21040	USP7	22
IL1RN_9392	IL1RN	53
KRT19_10378	KRT19	18
PEX3_22128	PEX3	58
HOXA1_8629	HOXA1	130
SPTBN4_46359	SPTBN4	51
GPI_7474	GPI	30
TCEAL4_50359	TCEAL4	21
SPG20_31760	SPG20	52
STAB1_31934	STAB1	75
HSPG2_8995	HSPG2	50
TRIP6_19591	TRIP6	90
XRCC5_20377	XRCC5	14
LY6H_10881	LY6H	9
RABL2A_30311	RABL2A	74
PRAMEF9_69500	PRAMEF9	73
RERGL_49937	RERGL	25
SLC52A1_41460	SLC52A1	23
PNPT1_55064	PNPT1	24
FAU_6102	FAU	8
PFKFB4_13751	PFKFB4	31
SAA2_16779	SAA2	7
TLR2_19279	TLR2	17
ADSL_443	ADSL	72
VPS29_39321	VPS29	19
Non-Targeting Control_76932	Non-Targeting Control	64
GPRC6A_66011	GPRC6A	54
NTHL1_12885	NTHL1	31
OR8D2_67236	OR8D2	36
EFNA5_5351	EFNA5	16
C19orf44_53036	C19orf44	73
CCDC47_44834	CCDC47	80
MLST8_47559	MLST8	35
SRSF1_17189	SRSF1	5
C20orf195_48745	C20orf195	11
EIF4E_5445	EIF4E	8
PPIL1_39208	PPIL1	5
SON_17952	SON	73
SIRT3_32732	SIRT3	6
RPS6KC1_35300	RPS6KC1	55
ACTN4_203	ACTN4	55
CDH23_47298	CDH23	44
BBS2_1604	BBS2	65
C9orf171_71486	C9orf171	41
MYCBPAP_52854	MYCBPAP	12
HIST1H4F_21742	HIST1H4F	46
PAAF1_50966	PAAF1	56
ST6GAL2_53852	ST6GAL2	9
FANCC_6029	FANCC	63
BAZ2B_37006	BAZ2B	96
HINFP_34276	HINFP	23
CTU2_69932	CTU2	105
RALA_15776	RALA	11
CLCC1_31895	CLCC1	22
VWA5B1_59417	VWA5B1	23
FAM117A_51689	FAM117A	37
MRPS22_44663	MRPS22	84
CORO7-PAM16_76106	CORO7-PAM16	59
COX7B2_64226	COX7B2	74
THAP8_64579	THAP8	64
CDKN2B_2942	CDKN2B	29
KIAA1683_51259	KIAA1683	94
ABCG8_47590	ABCG8	52
C20orf96_60874	C20orf96	53
RPLP1_16464	RPLP1	19
C19orf53_36270	C19orf53	6
GOLGA3_7420	GOLGA3	33
MED26_24835	MED26	27
SRF_18187	SRF	68
SPATA31A6_71464	SPATA31A6	17
TET3_64718	TET3	52
GPR142_70028	GPR142	163
SPANXN1_73418	SPANXN1	12
TSEN15_57778	TSEN15	43
RUNX1T1_2408	RUNX1T1	77
WDR63_59236	WDR63	43
OR2A12_69746	OR2A12	48
TDGF1_18933	TDGF1	9
RAD17_15721	RAD17	31
CNTNAP3B_74727	CNTNAP3B	40
UBA1_19822	UBA1	20
BAG1_1565	BAG1	162
PAK2_13281	PAK2	54
SPATA20_48155	SPATA20	43
NOMO3_72720	NOMO3	27
SLC35G4_74067	SLC35G4	26
BUD13_54217	BUD13	24
RAB13_15679	RAB13	21
ADPRHL2_41058	ADPRHL2	42
TMED7_37535	TMED7	20
GGCX_7085	GGCX	53
FARSB_26859	FARSB	66
NDC80_27974	NDC80	80
TIMM17A_28089	TIMM17A	24
ARPC2_27034	ARPC2	25
CPNE6_24602	CPNE6	112
MOGAT3_69759	MOGAT3	50
PYCARD_36506	PYCARD	144
UNG_19994	UNG	30
SEC63_30541	SEC63	5
TFAP2A_19008	TFAP2A	94
TET3_64720	TET3	25
TEP1_18979	TEP1	37
CBWD5_65624	CBWD5	46
GTF3C5_24498	GTF3C5	61
VSTM2A_65941	VSTM2A	86
LMBR1L_43130	LMBR1L	52
HIST2H3A_68593	HIST2H3A	21
CDC25A_2808	CDC25A	23
PSMC4_15227	PSMC4	21
CENPA_3026	CENPA	12
WDR3_29429	WDR3	40
LPPR2_47942	LPPR2	47
Non-Targeting Control_76964	Non-Targeting Control	17
TMPRSS2_19343	TMPRSS2	74
NUTM2A_74580	NUTM2A	42
BCKDK_27669	BCKDK	36
HHLA2_30273	HHLA2	38
MAML1_26002	MAML1	96
ATP5L_28739	ATP5L	12
SAP130_49347	SAP130	49
DMBX1_59338	DMBX1	36
C22orf31_33668	C22orf31	66
GCM2_24300	GCM2	6
CSH1_4039	CSH1	15
CSRP2BP_45343	CSRP2BP	54
MYL10_56509	MYL10	76
CSH2_4042	CSH2	6
RHOA_1106	RHOA	4
TMEM68_60492	TMEM68	41
DSN1_50516	DSN1	26
SAMD14_64848	SAMD14	16
PAX2_13325	PAX2	127
ARHGAP9_47649	ARHGAP9	49
GOT1_7431	GOT1	7
KLHL42_45790	KLHL42	55
NOC3L_47613	NOC3L	52
UCHL3_19905	UCHL3	63
SOD1_17933	SOD1	13
SAFB2_25544	SAFB2	39
GATA1_6905	GATA1	9
RALBP1_29576	RALBP1	120
ATP6V1E1_1472	ATP6V1E1	31
EIF6_9815	EIF6	5
VCAN_4097	VCAN	26
C3orf56_68100	C3orf56	121
NUP133_43234	NUP133	199
NPW_67520	NPW	87
MLNR_7616	MLNR	21
IQCF6_73035	IQCF6	16
C4orf33_60060	C4orf33	52
SEL1L_17120	SEL1L	61
LLGL2_10691	LLGL2	66
RINT1_46964	RINT1	12
TRAPPC8_31089	TRAPPC8	30
CYP8B1_4417	CYP8B1	58
EMP3_5556	EMP3	166
TARDBP_32809	TARDBP	59
TMEM191C_74018	TMEM191C	13
KRTAP6-1_68636	KRTAP6-1	91
HIST1H2AM_21643	HIST1H2AM	40
CLEC18A_69927	CLEC18A	15
HIST1H2BI_21681	HIST1H2BI	40
CDRT15_61665	CDRT15	8
CCDC88B_67275	CCDC88B	58
SSBP1_18250	SSBP1	29
PPP4C_14668	PPP4C	2
PLA2G3_37205	PLA2G3	69
ZNF581_38998	ZNF581	68
ANXA6_842	ANXA6	39
LOC728392_74677	LOC728392	20
MRPL16_41097	MRPL16	92
GUK1_8021	GUK1	103
PTHLH_15371	PTHLH	83
CYP2E1_4388	CYP2E1	43
VIPR1_20166	VIPR1	23
OR2K2_34833	OR2K2	40
DNAJC3_14952	DNAJC3	109
KRTAP5-10_70749	KRTAP5-10	7
SBF1_16831	SBF1	63
SNRPB2_17874	SNRPB2	31
PPP1R12B_12154	PPP1R12B	27
FAM157B_75437	FAM157B	27
NDUFA11_59124	NDUFA11	22
SNAPC2_17829	SNAPC2	30
MGEA5_28988	MGEA5	100
PRAMEF1_48435	PRAMEF1	4
ATP9A_26935	ATP9A	101
CCNI2_73987	CCNI2	97
RYR2_16704	RYR2	86
KRTAP10-4_70656	KRTAP10-4	56
ELL_21368	ELL	2
FUS_6640	FUS	28
7-Sep_2796	7-Sep	91
DCPS_36226	DCPS	8
ASIC5_39493	ASIC5	31
PADI2_30567	PADI2	77
SWAP70_31654	SWAP70	93
PFDN6_28193	PFDN6	30
DAPK2_33295	DAPK2	42
NTPCR_53344	NTPCR	98
LRRC47_45549	LRRC47	111
CACTIN_46632	CACTIN	3
ACSL3_6047	ACSL3	16
CDC37_30240	CDC37	27
PCSK7_24058	PCSK7	7
FAM109A_61372	FAM109A	28
ZNF70_20591	ZNF70	44
CPNE3_23334	CPNE3	80
ATP6V1E1_1469	ATP6V1E1	21
FAM208A_32304	FAM208A	34
CISH_3287	CISH	10
LRIT1_34582	LRIT1	15
SEC62_19272	SEC62	29
SLC6A18_69982	SLC6A18	122
EIF2S2_23332	EIF2S2	6
SLC16A11_63540	SLC16A11	26
SLC9B1_62262	SLC9B1	14
NDUFC1_12354	NDUFC1	9
ODF2L_45612	ODF2L	118
HNRNPA3_65645	HNRNPA3	32
TMEM255B_69907	TMEM255B	32
SMARCAL1_37197	SMARCAL1	10
TAC4_66560	TAC4	13
ZDHHC17_32669	ZDHHC17	30
GEMIN5_34118	GEMIN5	20
RBM23_41717	RBM23	153
SLC6A12_17555	SLC6A12	98
CHI3L1_3158	CHI3L1	52
ZFHX2_54949	ZFHX2	30
LRPPRC_27093	LRPPRC	74
RAD1_15540	RAD1	94
PRKACB_14782	PRKACB	32
ZBED8_47135	ZBED8	33
PGLYRP1_23549	PGLYRP1	41
POLA1_14331	POLA1	24
CCDC12_62577	CCDC12	11
ASTL_72816	ASTL	74
MGC57346-CRHR1_76438	MGC57346-CRHR1	25
RHPN1_57265	RHPN1	43
RPAP1_34348	RPAP1	29
WSB2_43649	WSB2	28
RBM46_63923	RBM46	44
SUN2_33683	SUN2	36
INPP5B_9633	INPP5B	94
TP53TG3D_74879	TP53TG3D	12
EPB42_5635	EPB42	50
C19orf33_47302	C19orf33	25
DYSF_21523	DYSF	67
NOL12_49043	NOL12	6
TP53I3_25156	TP53I3	76
ARHGAP40_69558	ARHGAP40	36
FAM35A_40178	FAM35A	8
DDX27_42955	DDX27	5
HNRNPC_8586	HNRNPC	29
RAB18_31274	RAB18	25
AGPAT4_44494	AGPAT4	67
ZNF284_69450	ZNF284	7
ATHL1_50818	ATHL1	75
ANAPC5_38750	ANAPC5	4
ZFAND1_49847	ZFAND1	34
ALS2CL_66931	ALS2CL	77
GOLGA8A_31466	GOLGA8A	11
OTOF_24674	OTOF	22
PRRC1_60178	PRRC1	23
KANSL3_43020	KANSL3	5
TCF25_31358	TCF25	91
ZNF71_46574	ZNF71	15
NDUFAB1_12311	NDUFAB1	9
EIF5AL1_61155	EIF5AL1	51
ZRSR2_21452	ZRSR2	45
NCOR1_25357	NCOR1	7
AMER3_65158	AMER3	62
TNIP2_49029	TNIP2	47
USP17L1_72437	USP17L1	10
LMNB1_10711	LMNB1	93
HCK_8239	HCK	91
SHC2_33647	SHC2	15
TOR2A_36130	TOR2A	59
SREBF1_18178	SREBF1	37
USP17L18_75618	USP17L18	3
UCN_19913	UCN	8
SCT_16946	SCT	23
SAR1A_44386	SAR1A	28
BUB3_24121	BUB3	6
TRMT61B_41296	TRMT61B	43
GOLGA8R_76290	GOLGA8R	4
RPS6KA1_16514	RPS6KA1	28
TXN_19774	TXN	49
PDE4A_13513	PDE4A	62
HMBS_8474	HMBS	18
TMEM199_61717	TMEM199	65
EN1_5575	EN1	85
ZBTB11_35586	ZBTB11	59
HSD17B7_38849	HSD17B7	5
BEST2_40705	BEST2	22
PDZK1IP1_27200	PDZK1IP1	24
ZZZ3_34327	ZZZ3	22
ATP6V0C_1464	ATP6V0C	2
C16orf90_74075	C16orf90	32
PIK3R4_37148	PIK3R4	46
NCMAP_72267	NCMAP	11
CADPS_22456	CADPS	53
CD1A_2532	CD1A	26
CAPN2_2290	CAPN2	58
METTL3_44232	METTL3	51
THAP1_41709	THAP1	50
DNAH17_22500	DNAH17	22
XCL2_18554	XCL2	38
KANSL1_67608	KANSL1	25
TAGLN_18646	TAGLN	35
RSC1A1_16663	RSC1A1	56
KIR3DL2_10197	KIR3DL2	5
OCIAD1_41073	OCIAD1	162
MRPL19_26018	MRPL19	45
RPS23_16597	RPS23	16
ARID2_64452	ARID2	36
USP17L4_74008	USP17L4	13
PRRT2_56796	PRRT2	83
BYSL_1941	BYSL	61
IFT81_36284	IFT81	8
RRM1_16646	RRM1	83
COQ5_53309	COQ5	78
ZNF365_31135	ZNF365	19
ADCY6_295	ADCY6	45
ATP6V1D_38658	ATP6V1D	28
C11orf80_49686	C11orf80	30
DRICH1_38200	DRICH1	77
ADAD2_63484	ADAD2	71
DYRK2_21949	DYRK2	27
ZBTB11_35584	ZBTB11	68
RAD21_15728	RAD21	4
MRPL13_36336	MRPL13	82
RASA4B_75570	RASA4B	11
CHRAC1_39789	CHRAC1	77
ZNF79_20612	ZNF79	9
RFC5_16047	RFC5	94
RFC1_16029	RFC1	153
SLX4_53670	SLX4	5
A2ML1_61349	A2ML1	38
MRPL52_58512	MRPL52	35
PPME1_38699	PPME1	49
DHX15_4669	DHX15	17
TREH_30395	TREH	56
TMEM41B_72842	TMEM41B	3
RNF31_41486	RNF31	105
CT47A6_74547	CT47A6	30
WDR43_31910	WDR43	8
POLR2H_14389	POLR2H	11
ACSM2B_69922	ACSM2B	96
MVK_11951	MVK	24
SPARCL1_21847	SPARCL1	84
PRDX1_13264	PRDX1	20
C1orf137_71148	C1orf137	21
CMPK2_59714	CMPK2	34
PLEKHH2_59789	PLEKHH2	97
