sgRNA	Gene	E8_T0
CNPPD1_35406	CNPPD1	932
KLHL12_46807	KLHL12	472
HCN1_69990	HCN1	826
OR10A5_61270	OR10A5	1085
PEX13_13696	PEX13	635
C5orf42_48476	C5orf42	701
KCNE4_33478	KCNE4	92
MGAT1_11424	MGAT1	1308
AIF1L_52206	AIF1L	284
C8orf34_57721	C8orf34	800
FAM155A_74591	FAM155A	681
ERBB2IP_43727	ERBB2IP	639
MDN1_32035	MDN1	346
GTPBP2_40392	GTPBP2	401
PHB_13842	PHB	269
SLC25A45_67214	SLC25A45	1336
IFNA17_9248	IFNA17	964
PFN1_13769	PFN1	1111
TSPAN13_35514	TSPAN13	685
CCHCR1_40169	CCHCR1	1181
IVNS1ABP_28709	IVNS1ABP	449
ZFP42_60073	ZFP42	830
CD52_2977	CD52	1392
CCL27_29325	CCL27	757
ZNF419_49819	ZNF419	526
SPANXN5_73434	SPANXN5	836
CORO7_49324	CORO7	1458
NR2E3_26691	NR2E3	416
ASB12_61120	ASB12	1084
TXNDC17_54232	TXNDC17	288
TECR_25098	TECR	703
FOXP2_56621	FOXP2	359
NEURL1_24028	NEURL1	42
TLR8_38462	TLR8	421
CYP21A2_4441	CYP21A2	578
PPP1R13B_32600	PPP1R13B	971
MAPKAPK2_24340	MAPKAPK2	515
ZNF705E_75386	ZNF705E	242
CT55_41165	CT55	652
ADAM12_21218	ADAM12	559
MAP3K7_18681	MAP3K7	274
ABTB2_33875	ABTB2	645
MAPK8IP1_24963	MAPK8IP1	685
ARMC4_41659	ARMC4	506
GPR141_70161	GPR141	522
OR7G1_58975	OR7G1	481
LCN9_72043	LCN9	1178
ALPI_687	ALPI	289
DMPK_4865	DMPK	419
AK3_37344	AK3	513
TAS2R13_37392	TAS2R13	323
MAMSTR_67788	MAMSTR	1163
SLC39A9_42366	SLC39A9	1621
LCORL_66443	LCORL	671
MVB12A_56496	MVB12A	484
G6PC3_56277	G6PC3	519
CIB1_28350	CIB1	415
GCM1_22186	GCM1	414
WNT11_20298	WNT11	579
SMIM14_64950	SMIM14	672
SPANXA1_37053	SPANXA1	259
TVP23B_37595	TVP23B	1824
BEND2_60659	BEND2	1126
TRABD2A_59679	TRABD2A	1073
ZNF468_55418	ZNF468	1724
OR2B2_51882	OR2B2	1494
RNASE7_53957	RNASE7	112
EPN2_31186	EPN2	1332
MARCKSL1_48419	MARCKSL1	107
PARP9_52352	PARP9	766
C16orf95_75904	C16orf95	1257
C3_1977	C3	644
KLHL31_72407	KLHL31	609
VPS11_43492	VPS11	1225
Non-Targeting Control_76832	Non-Targeting Control	5455
PIANP_64439	PIANP	454
MC2R_11198	MC2R	437
OR52K1_71543	OR52K1	353
LCE1D_70066	LCE1D	377
CPZ_22222	CPZ	510
MOB3B_50038	MOB3B	489
KLK5_33797	KLK5	656
RTTN_34073	RTTN	826
ARMC8_33908	ARMC8	870
WRAP73_37179	WRAP73	634
ZNF667_47180	ZNF667	1597
ARL6IP4_38521	ARL6IP4	797
SMNDC1_27634	SMNDC1	914
ACSM4_69319	ACSM4	1586
ARHGEF4_37305	ARHGEF4	791
PGLYRP3_57165	PGLYRP3	1651
CERK_48042	CERK	877
1-Mar_41332	1-Mar	661
TOP3A_19451	TOP3A	757
GET4_39137	GET4	420
CNPPD1_35403	CNPPD1	1471
SGPP2_59801	SGPP2	268
MPLKIP_60451	MPLKIP	366
OR52K1_71541	OR52K1	555
ZFAND1_49847	ZFAND1	532
YY1_20387	YY1	1171
CACNA1F_2159	CACNA1F	1544
RPUSD4_54358	RPUSD4	691
IL36G_44218	IL36G	396
CLHC1_59785	CLHC1	807
ATP6V1C2_66189	ATP6V1C2	720
CDY2A_24803	CDY2A	1553
EPS15_5724	EPS15	1554
TBX4_25008	TBX4	784
OR6P1_59517	OR6P1	720
EDRF1_34567	EDRF1	807
RNF212_68169	RNF212	409
SPARC_18045	SPARC	517
RGPD1_72321	RGPD1	882
KCNJ4_10039	KCNJ4	447
GEMIN5_34116	GEMIN5	155
PINLYP_71886	PINLYP	204
FES_6217	FES	119
OR5AN1_71691	OR5AN1	629
ZNF621_68091	ZNF621	910
VWC2_70511	VWC2	415
CIPC_54981	CIPC	278
ELK3_5525	ELK3	865
CLEC12B_70871	CLEC12B	555
GALNT2_6851	GALNT2	655
PLEKHA2_46776	PLEKHA2	286
ATPAF1_47960	ATPAF1	299
ZNF691_37644	ZNF691	948
ECSCR_73670	ECSCR	1000
TAAR5_23660	TAAR5	133
GLUD1_7264	GLUD1	244
C12orf4_44981	C12orf4	802
USH1C_26945	USH1C	1934
PRKD1_14853	PRKD1	1816
BOLA1_37584	BOLA1	220
SLC1A5_17446	SLC1A5	965
MTX3_69712	MTX3	305
BTD_1908	BTD	435
AQP12B_74317	AQP12B	1926
ULBP1_51149	ULBP1	911
ZNF674_73649	ZNF674	787
DHODH_4752	DHODH	706
Non-Targeting Control_76956	Non-Targeting Control	3143
FAM163B_73731	FAM163B	942
HIGD1A_34287	HIGD1A	409
KLHL14_45860	KLHL14	1303
NUP62_33376	NUP62	2171
HSFY1_55062	HSFY1	660
MXD3_52146	MXD3	1979
PIK3C2G_13962	PIK3C2G	1916
HIP1R_23628	HIP1R	887
SIGLEC5_22949	SIGLEC5	608
ROS1_16259	ROS1	474
PTPN14_15453	PTPN14	703
PHOSPHO2-KLHL23_76046	PHOSPHO2-KLHL23	1076
MROH1_74527	MROH1	783
SLC7A4_17576	SLC7A4	538
ST20-MTHFS_76079	ST20-MTHFS	618
GNAS_7329	GNAS	1062
SMIM21_67714	SMIM21	423
SSX7_67116	SSX7	724
RBFOX3_61638	RBFOX3	3489
SMG9_43848	SMG9	915
SPPL2A_54372	SPPL2A	477
RNGTT_22823	RNGTT	15
WFDC12_59560	WFDC12	341
CMC2_44653	CMC2	503
TSPAN19_61334	TSPAN19	626
CST6_4141	CST6	526
COL10A1_3629	COL10A1	659
IFT46_44552	IFT46	728
ALDH3B2_628	ALDH3B2	947
UBD_28415	UBD	691
USHBP1_52589	USHBP1	2005
PER3_23230	PER3	2042
OR1N1_60642	OR1N1	473
CLSTN3_25832	CLSTN3	111
TUBGCP5_57207	TUBGCP5	220
TELO2_26334	TELO2	991
KLHL2_30674	KLHL2	1125
CHRNA6_23508	CHRNA6	690
C16orf97_70955	C16orf97	219
CNOT6_45556	CNOT6	675
FAM199X_60682	FAM199X	1161
DEK_21062	DEK	931
RALGPS2_41573	RALGPS2	506
PLIN3_27428	PLIN3	548
VAT1L_46217	VAT1L	1784
CDR2_2965	CDR2	893
RWDD2A_56824	RWDD2A	563
SDK2_40215	SDK2	836
ST20_72204	ST20	2373
JAKMIP2_26126	JAKMIP2	625
CUL9_31769	CUL9	446
SETD1B_31631	SETD1B	1319
KRT13_10356	KRT13	810
LGALS14_44477	LGALS14	1512
ANKRD34B_69095	ANKRD34B	459
TDRKH_29881	TDRKH	553
SPATA31D3_71472	SPATA31D3	922
EREG_5749	EREG	1750
DDRGK1_48572	DDRGK1	872
TFAP2B_19009	TFAP2B	562
APOBEC4_72637	APOBEC4	166
SLC30A5_48258	SLC30A5	377
MORC1_35663	MORC1	209
CD164L2_71118	CD164L2	688
DOCK10_42815	DOCK10	308
AK8_63115	AK8	274
C1QTNF9B-AS1_73517	C1QTNF9B-AS1	842
AQP8_966	AQP8	662
3-Mar_57424	3-Mar	519
CORO6_54554	CORO6	1063
GIT1_36233	GIT1	766
SOD1_17934	SOD1	346
SLC2A1_17457	SLC2A1	2069
RHOJ_45397	RHOJ	1038
MKRN1_33304	MKRN1	748
Non-Targeting Control_76970	Non-Targeting Control	2159
SCTR_16952	SCTR	109
ZNF766_55402	ZNF766	732
CFAP74_54966	CFAP74	178
MAPK8IP3_31915	MAPK8IP3	174
FAM160B1_46264	FAM160B1	902
ANKRD24_64250	ANKRD24	625
MFNG_11418	MFNG	527
MBNL3_43407	MBNL3	903
CCDC166_75256	CCDC166	1457
UBXN6_51226	UBXN6	786
TMEM119_68807	TMEM119	136
GCA_33749	GCA	641
TRIM55_54002	TRIM55	1078
CDH10_2868	CDH10	777
INTS9_43270	INTS9	1625
USP6NL_25708	USP6NL	245
CEP57L1_68269	CEP57L1	1032
ALCAM_594	ALCAM	1436
ZNF835_55494	ZNF835	792
COL4A5_3580	COL4A5	403
IRF8_9109	IRF8	1170
CIAPIN1_44857	CIAPIN1	960
ITGB1BP2_35168	ITGB1BP2	512
TUBA3E_56834	TUBA3E	790
FAM19A1_72705	FAM19A1	2287
ABCA13_62908	ABCA13	285
PRAMEF9_69497	PRAMEF9	314
ODF3L2_67881	ODF3L2	161
TSPY10_75709	TSPY10	10
ATXN7L3_44736	ATXN7L3	422
MORC4_49704	MORC4	300
ANGPTL6_52529	ANGPTL6	308
SEL1L2_51186	SEL1L2	699
TMEM56-RWDD3_76071	TMEM56-RWDD3	492
GABRE_6780	GABRE	400
IL17B_35781	IL17B	1428
FANCF_6072	FANCF	84
ZBED2_49216	ZBED2	736
APBB2_896	APBB2	507
CT47A1_74566	CT47A1	108
CES4A_67509	CES4A	601
SLC40A1_37055	SLC40A1	1028
CENPJ_43527	CENPJ	1026
TNFRSF11A_22987	TNFRSF11A	667
Non-Targeting Control_76865	Non-Targeting Control	2540
VNN3_42422	VNN3	576
JAGN1_53736	JAGN1	1532
GGN_64569	GGN	538
TUBB1_51477	TUBB1	594
NBL1_12217	NBL1	719
ADRBK1_434	ADRBK1	489
MOSPD2_63212	MOSPD2	1006
LUZP4_38156	LUZP4	765
STMN1_10511	STMN1	584
PTCD3_41396	PTCD3	645
ARPP21_29139	ARPP21	206
C2CD2L_26194	C2CD2L	238
ANTXR2_58016	ANTXR2	488
SCML4_66763	SCML4	617
RBX1_26627	RBX1	725
HAS3_8181	HAS3	780
RRAGB_27759	RRAGB	515
C12orf43_48227	C12orf43	965
TEP1_18978	TEP1	1154
LPAR6_27209	LPAR6	2496
SNAPC1_17825	SNAPC1	2136
CSNK2A1_4085	CSNK2A1	730
TMPRSS11A_69062	TMPRSS11A	350
SASH3_39933	SASH3	294
PITPNM2_45998	PITPNM2	232
FOXP4_57642	FOXP4	654
OR52N1_49256	OR52N1	687
TEX38_70411	TEX38	498
PMAIP1_14244	PMAIP1	1114
DCLK2_63891	DCLK2	189
IRAK2_9690	IRAK2	1044
OR6C74_66504	OR6C74	1300
RAD51D_15753	RAD51D	317
TNFRSF14_22911	TNFRSF14	2038
MTHFD1L_34035	MTHFD1L	503
LYST_3203	LYST	240
TRIM5_54833	TRIM5	741
AGPAT3_44490	AGPAT3	478
LMO7_10728	LMO7	819
ADGRV1_52796	ADGRV1	579
CMTM5_57679	CMTM5	295
MGAT5_11437	MGAT5	1095
FAM216A_36742	FAM216A	172
TRIM10_27030	TRIM10	266
CYBRD1_50312	CYBRD1	689
TMEM132E_58834	TMEM132E	425
BECN2_73213	BECN2	136
LURAP1_73504	LURAP1	1041
ANKRD17_34475	ANKRD17	691
PHOSPHO1_63528	PHOSPHO1	961
HTN3_9011	HTN3	807
TP53TG3B_74890	TP53TG3B	243
C8orf82_72793	C8orf82	412
OR10AG1_67137	OR10AG1	310
ZNF699_70358	ZNF699	1345
FOXR2_60735	FOXR2	1246
MAPK8IP2_33103	MAPK8IP2	250
LGI2_41913	LGI2	260
GAL3ST2_47337	GAL3ST2	250
MYO1E_12104	MYO1E	691
BCAM_10872	BCAM	527
LIG3_10647	LIG3	473
IFITM10_72587	IFITM10	272
BLMH_1745	BLMH	1200
B3GNT3_27784	B3GNT3	186
ZBTB32_35442	ZBTB32	918
RHOB_1111	RHOB	257
EVI5_20954	EVI5	602
FGFR4_6308	FGFR4	371
TGFBR3L_75978	TGFBR3L	786
GJB1_7161	GJB1	1501
RNF144A_25955	RNF144A	1243
C15orf57_55466	C15orf57	448
BMF_55476	BMF	768
HIBCH_34916	HIBCH	366
KHNYN_32540	KHNYN	409
DNAJA4_42529	DNAJA4	567
GAGE12C_74915	GAGE12C	854
TRAK1_31189	TRAK1	686
ATP4A_1394	ATP4A	1495
ACSM2A_58666	ACSM2A	1284
CDK20_33145	CDK20	329
MPC1_39247	MPC1	792
PIGZ_50988	PIGZ	444
GABRA6_6758	GABRA6	932
ADIRF_29729	ADIRF	663
PRSS36_61609	PRSS36	572
ZNF823_42645	ZNF823	190
TBC1D15_48061	TBC1D15	1068
C10orf76_49339	C10orf76	2550
PPP2R5A_14644	PPP2R5A	350
TMC5_50105	TMC5	857
MAP3K1_11342	MAP3K1	848
PPP1R3A_14584	PPP1R3A	202
C1orf186_72999	C1orf186	659
ZNF697_55673	ZNF697	415
FEV_40466	FEV	307
ZNF501_57511	ZNF501	309
MKL2_45637	MKL2	1371
PCDHA12_44013	PCDHA12	1276
CREB3L3_54072	CREB3L3	1283
THEM5_67897	THEM5	1328
NSRP1_52883	NSRP1	386
ABCB4_13839	ABCB4	373
ZNF205_20813	ZNF205	303
PIGB_24988	PIGB	654
SLC7A1_17561	SLC7A1	890
C19orf33_47300	C19orf33	714
TONSL_12564	TONSL	326
KLHL18_32315	KLHL18	416
PRICKLE4_36922	PRICKLE4	406
TNFRSF14_22910	TNFRSF14	298
CASD1_48247	CASD1	806
STAG2_29022	STAG2	1266
SPRR1A_18097	SPRR1A	345
DLAT_4793	DLAT	1058
MEF2BNB_75021	MEF2BNB	594
ATP6AP1L_56170	ATP6AP1L	308
PA2G4_13222	PA2G4	1025
IFI35_9184	IFI35	704
TEX12_44071	TEX12	876
THOC2_45241	THOC2	1428
DBN1_4551	DBN1	724
TEKT2_35920	TEKT2	368
SPATA9_52623	SPATA9	807
C12orf56_57553	C12orf56	307
ITIH5_51321	ITIH5	602
THAP2_52243	THAP2	887
LRRC7_45824	LRRC7	1281
S100A3_16723	S100A3	1079
CCR8_3467	CCR8	239
ZFP37_20423	ZFP37	1164
GUCY1A2_7987	GUCY1A2	575
NBEA_35337	NBEA	784
C9orf156_38964	C9orf156	1099
KMT2A_11548	KMT2A	297
DDAH2_33190	DDAH2	415
EBAG9_24067	EBAG9	304
RAB3D_25172	RAB3D	315
OR11G2_71790	OR11G2	936
HEPH_26160	HEPH	499
ADGRA3_63893	ADGRA3	520
PTGES3_29001	PTGES3	1494
AANAT_30	AANAT	506
TTC7B_61452	TTC7B	923
SMLR1_75953	SMLR1	1556
STK10_18420	STK10	289
GPR182_30743	GPR182	265
BAX_1595	BAX	778
MACC1_69740	MACC1	329
DTD2_56805	DTD2	528
ZNF654_42177	ZNF654	1329
S100A7A_68710	S100A7A	379
RCE1_26647	RCE1	888
SAMD12_72446	SAMD12	476
SYTL4_56709	SYTL4	1600
COA4_38367	COA4	566
TMEM256_66514	TMEM256	1310
TRPM4_40581	TRPM4	535
PPP1R3G_74206	PPP1R3G	815
RPL3L_16303	RPL3L	443
RTP3_52267	RTP3	539
RNF207_71108	RNF207	921
TOX_25883	TOX	1853
ANKHD1-EIF4EBP3_72692	ANKHD1-EIF4EBP3	824
CDC73_49307	CDC73	771
N6AMT2_65701	N6AMT2	593
SPRR1A_18099	SPRR1A	1508
ZHX2_31104	ZHX2	184
TBC1D3L_76323	TBC1D3L	2
XAGE5_64196	XAGE5	612
METTL3_44233	METTL3	1647
VIPR1_20165	VIPR1	672
PIM2_29928	PIM2	548
ACSM5_41239	ACSM5	1096
SOD2_17940	SOD2	484
GLB1L2_55251	GLB1L2	599
TMEM52_68960	TMEM52	830
CYFIP1_32022	CYFIP1	257
POLR3G_28703	POLR3G	145
SCD5_50486	SCD5	437
ADRA2C_419	ADRA2C	139
ELN_5533	ELN	327
S100A11_16754	S100A11	71
DPM3_39855	DPM3	233
SON_17952	SON	191
GDF1_7023	GDF1	939
CXCL3_7827	CXCL3	307
PLAU_14101	PLAU	958
C5orf46_71360	C5orf46	2128
TRAT1_37413	TRAT1	312
SLC9A3_17595	SLC9A3	249
TMEM53_49474	TMEM53	42
Non-Targeting Control_76494	Non-Targeting Control	2445
WHAMM_58637	WHAMM	719
APOA1BP_59488	APOA1BP	1150
PGM2_42165	PGM2	682
GNAI2_7310	GNAI2	697
DNAH7_44099	DNAH7	952
CC2D1B_64640	CC2D1B	255
CEP95_55620	CEP95	489
COX16_38222	COX16	1632
B3GNT8_70384	B3GNT8	739
ELOVL2_40934	ELOVL2	434
ZNF687_45958	ZNF687	193
ZNF285_35346	ZNF285	2439
OR52K1_71544	OR52K1	355
TLR9_39780	TLR9	620
TGM2_19125	TGM2	1071
FAM8A1_38764	FAM8A1	219
OR4K13_71779	OR4K13	619
NUDT14_66734	NUDT14	487
C14orf119_41338	C14orf119	643
GAGE12J_74900	GAGE12J	982
NPR3_12806	NPR3	339
SSBP1_18249	SSBP1	640
SEMA3B_21025	SEMA3B	1025
PCDHGA1_43944	PCDHGA1	323
METTL5_36409	METTL5	1378
ZNF600_63574	ZNF600	868
SKA1_65571	SKA1	1839
CPLX3_73601	CPLX3	464
UBOX5_31124	UBOX5	446
PRR23B_71302	PRR23B	1273
CCR3_3447	CCR3	22
LMBRD2_56163	LMBRD2	379
SRXN1_60991	SRXN1	1567
SNAI2_17735	SNAI2	1970
APOF_879	APOF	878
PER3_23231	PER3	313
NOX5_49203	NOX5	187
SOBP_41522	SOBP	384
SLC24A2_33666	SLC24A2	319
PIGK_26782	PIGK	926
ELK1_5523	ELK1	373
RAB28_24610	RAB28	1185
OR10J5_59341	OR10J5	1254
TANC2_34593	TANC2	222
TCF21_18870	TCF21	1073
GMPR2_38383	GMPR2	809
TRADD_22770	TRADD	645
PDE5A_22577	PDE5A	788
ELMOD1_42619	ELMOD1	458
MYD88_12005	MYD88	1180
KCNJ16_10079	KCNJ16	811
COX6C_3722	COX6C	100
NFRKB_12566	NFRKB	137
MDH1B_59866	MDH1B	473
RRAS_16634	RRAS	213
SAT1_16821	SAT1	355
DYRK1A_5193	DYRK1A	1342
FOXD3_35419	FOXD3	229
SPTLC2_25074	SPTLC2	416
PRR36_50820	PRR36	1232
USP15_26567	USP15	610
TSHZ2_59571	TSHZ2	371
PREX1_45917	PREX1	840
CCDC153_67227	CCDC153	975
LHFPL2_27277	LHFPL2	1710
PLK4_29012	PLK4	168
ZSCAN29_61515	ZSCAN29	1169
COX7A2_3729	COX7A2	175
METTL16_48840	METTL16	602
TMEM101_53530	TMEM101	151
ATF2_3861	ATF2	208
NDUFAF3_34078	NDUFAF3	671
TSSK6_52730	TSSK6	109
PSEN1_15093	PSEN1	1949
CLEC18B_73460	CLEC18B	1865
KPNA5_10288	KPNA5	1032
SETMAR_17166	SETMAR	876
OSBPL3_34387	OSBPL3	222
RNPEPL1_45099	RNPEPL1	805
FAM107B_52311	FAM107B	678
MB21D1_57397	MB21D1	1094
FAM50B_34821	FAM50B	416
MYT1_12158	MYT1	227
COLEC12_51501	COLEC12	910
ASIC3_24444	ASIC3	442
KLHL32_57209	KLHL32	696
BMPR2_1810	BMPR2	1020
RSL24D1_38082	RSL24D1	5
GPM6B_7485	GPM6B	1333
MDFIC_36939	MDFIC	1148
AK7_58470	AK7	308
EMC8_27772	EMC8	205
ATG4B_32024	ATG4B	723
HS3ST5_66006	HS3ST5	595
ZNF225_20856	ZNF225	1120
TEKT5_61557	TEKT5	339
RPS19BP1_55891	RPS19BP1	84
AGRN_70561	AGRN	547
RAB17_47601	RAB17	522
ZNF268_29187	ZNF268	617
SALL2_16801	SALL2	873
STOX2_44747	STOX2	252
CXorf51B_75471	CXorf51B	364
EMX1_5564	EMX1	1599
CRB2_68390	CRB2	1033
CNOT4_12720	CNOT4	3645
CMSS1_53471	CMSS1	574
PRPF18_22318	PRPF18	219
PPP1CC_14571	PPP1CC	416
NUP155_25420	NUP155	314
CISD1_43566	CISD1	29
FOXR1_67224	FOXR1	876
RNF220_41839	RNF220	1055
STARD13_55560	STARD13	801
SSB_18248	SSB	965
ARHGAP18_56594	ARHGAP18	843
CXCL5_17050	CXCL5	258
HIP1R_23626	HIP1R	941
PELI3_66228	PELI3	605
C6orf47_46453	C6orf47	401
PPP6R2_25667	PPP6R2	1093
FRMD3_66844	FRMD3	625
VIP_20162	VIP	248
C14orf119_41337	C14orf119	1452
TMCO5A_61502	TMCO5A	1761
PTGFRN_15348	PTGFRN	447
7-Mar_48151	7-Mar	1046
GLP2R_24535	GLP2R	1503
ZBED2_49215	ZBED2	626
LPXN_24733	LPXN	1716
BAIAP3_23459	BAIAP3	1596
TOX4_26280	TOX4	303
PRRG4_48822	PRRG4	1809
NFE2L3_25335	NFE2L3	771
NLGN3_39889	NLGN3	912
TUBA4A_19719	TUBA4A	897
POP4_29131	POP4	504
ZNF274_29153	ZNF274	800
ARID4B_39414	ARID4B	622
CRYGA_3970	CRYGA	144
C15orf65_61479	C15orf65	1154
PLSCR1_14219	PLSCR1	271
PRLR_14967	PRLR	303
KLRB1_10224	KLRB1	189
GRAMD1C_40517	GRAMD1C	315
PPP2R5E_14659	PPP2R5E	822
ADAMTS9_44820	ADAMTS9	561
GJD3_58907	GJD3	1203
4-Mar_45894	4-Mar	271
SMG7_26315	SMG7	350
TTLL3_34643	TTLL3	1318
THEG5_75975	THEG5	862
LTBP3_10849	LTBP3	225
ALDOC_650	ALDOC	769
TLK2_29837	TLK2	708
SLC7A8_32789	SLC7A8	488
TWF1_15394	TWF1	1245
INPP5K_39461	INPP5K	196
TAGLN3_36519	TAGLN3	320
PCDHB16_46322	PCDHB16	997
ESRRB_5815	ESRRB	462
TBC1D2B_31740	TBC1D2B	306
ANXA3_832	ANXA3	102
ZNF565_61903	ZNF565	715
KIAA1715_51447	KIAA1715	1461
PFAS_13712	PFAS	966
CCDC50_62630	CCDC50	806
CFHR1_8305	CFHR1	777
REEP4_51198	REEP4	887
PPT1_14693	PPT1	1393
TFB2M_47535	TFB2M	373
APITD1_70610	APITD1	438
CDH3_2838	CDH3	499
EIF5_5466	EIF5	138
TNIP2_49027	TNIP2	615
LOC100134391_75489	LOC100134391	1611
VMP1_51857	VMP1	1220
12-Sep_58732	12-Sep	302
RHOXF2B_74522	RHOXF2B	1159
FARP2_26197	FARP2	489
COPS7B_47899	COPS7B	370
CATSPER1_57888	CATSPER1	661
ZNF570_62003	ZNF570	354
ZNF653_57603	ZNF653	860
UQCRB_20017	UQCRB	180
EFHD1_51059	EFHD1	460
INIP_46580	INIP	1009
HAO1_39877	HAO1	398
TMED10_29722	TMED10	524
NPL_51466	NPL	486
KLHDC9_59238	KLHDC9	769
C10orf35_65360	C10orf35	485
TNFSF4_19763	TNFSF4	1023
C9orf69_55303	C9orf69	615
C10orf90_58053	C10orf90	1152
FZD10_30471	FZD10	1134
APBB2_894	APBB2	325
CRELD1_48623	CRELD1	609
DDIT4L_57444	DDIT4L	1017
TCEAL3_54717	TCEAL3	685
TMEM215_72454	TMEM215	389
VRK1_20192	VRK1	651
ENDOV_67668	ENDOV	559
OR4K2_71775	OR4K2	707
TIGD3_65604	TIGD3	706
TNK2_27287	TNK2	394
MNT_11661	MNT	886
RGS14_28755	RGS14	592
TRIM60_63898	TRIM60	749
DRP2_5060	DRP2	1741
GLIPR2_62597	GLIPR2	373
ATP10A_45266	ATP10A	25
LY6D_22392	LY6D	742
TSN_19625	TSN	896
ZC3H12C_55006	ZC3H12C	720
RERGL_49936	RERGL	442
POLE3_39784	POLE3	616
USP17L12_75593	USP17L12	802
MAPRE1_31232	MAPRE1	270
CEP44_51381	CEP44	835
DLG5_24253	DLG5	127
TRIM49B_67208	TRIM49B	1190
IQCB1_25515	IQCB1	587
LINGO1_54396	LINGO1	247
LRRC8E_50753	LRRC8E	1212
IMPG1_9579	IMPG1	422
RHOXF2B_74525	RHOXF2B	830
TTLL9_63775	TTLL9	2219
GPR61_52570	GPR61	241
RNF125_41078	RNF125	367
FANK1_56276	FANK1	1900
GRIP1_32786	GRIP1	593
TMEM134_50874	TMEM134	638
LDHC_10562	LDHC	1021
RSPO4_69561	RSPO4	216
GALNT9_37255	GALNT9	698
ATF7_29855	ATF7	462
ASB16_56283	ASB16	299
ESRRG_5819	ESRRG	900
USP30_54140	USP30	1676
SH2D3A_26814	SH2D3A	395
CMTM3_58679	CMTM3	539
ZDHHC16_53355	ZDHHC16	1323
TSSK2_33326	TSSK2	549
OPN1MW_7013	OPN1MW	2722
DUSP22_44646	DUSP22	181
OR2T4_59298	OR2T4	749
ZCCHC6_49582	ZCCHC6	246
RNPC3_42744	RNPC3	110
BTG4_40532	BTG4	1045
EXOC7_32281	EXOC7	205
GTPBP6_21433	GTPBP6	707
OR1M1_58977	OR1M1	319
WNT5B_51482	WNT5B	1316
LOC101060321_76316	LOC101060321	450
SMYD4_57283	SMYD4	351
BPIFB6_59622	BPIFB6	321
LOC100129083_75179	LOC100129083	586
DDX42_30766	DDX42	725
TP53TG5_35966	TP53TG5	370
MROH2B_60169	MROH2B	258
PNMA2_28915	PNMA2	391
POLR2G_14387	POLR2G	276
PXMP2_15584	PXMP2	487
RPIA_31283	RPIA	375
PIWIL3_73013	PIWIL3	1380
TRPM3_50656	TRPM3	141
DOCK9_32529	DOCK9	1479
IL1R1_9381	IL1R1	312
ASPDH_73567	ASPDH	1510
NKIRAS1_36182	NKIRAS1	658
AGXT_531	AGXT	52
C9orf78_39444	C9orf78	11
ARHGEF15_31161	ARHGEF15	145
ZFYVE21_48783	ZFYVE21	371
LY75-CD302_76001	LY75-CD302	157
ARF4_1081	ARF4	806
RNF7_25369	RNF7	240
RAB7B_68728	RAB7B	436
SLC25A41_67860	SLC25A41	971
TOE1_57081	TOE1	520
SPATA31D4_71465	SPATA31D4	1280
ZIC3_20451	ZIC3	1024
RAB2B_54522	RAB2B	794
ZNF385B_62444	ZNF385B	739
NEU1_12464	NEU1	463
BARHL1_44403	BARHL1	324
GABRP_6795	GABRP	269
PAX2_13327	PAX2	245
UQCRQ_35540	UQCRQ	137
PDK3_13612	PDK3	125
RECQL4_24724	RECQL4	1082
NOG_24279	NOG	966
THAP2_52246	THAP2	567
SLC32A1_60870	SLC32A1	851
FARP1_27207	FARP1	131
SERPINA11_66766	SERPINA11	406
EWSR1_5895	EWSR1	473
AJUBA_54628	AJUBA	887
HJURP_42436	HJURP	217
ZCCHC8_42741	ZCCHC8	699
CHRNG_3268	CHRNG	584
PRKACA_14777	PRKACA	266
RNF222_73873	RNF222	577
RHOXF1_63228	RHOXF1	871
TSPAN12_33151	TSPAN12	265
ISL1_9734	ISL1	361
WDR83OS_38691	WDR83OS	799
CACNA1B_2142	CACNA1B	609
LAMC2_10497	LAMC2	568
C2orf48_69967	C2orf48	234
GSTO2_58127	GSTO2	1081
ESR1_5804	ESR1	304
TNFSF11_22400	TNFSF11	368
CDK15_48381	CDK15	284
SCD5_50484	SCD5	1276
NFX1_12570	NFX1	1155
UBXN2A_63836	UBXN2A	749
CIITA_11476	CIITA	658
ANKRD16_40148	ANKRD16	394
CABP7_63782	CABP7	63
CDK18_13473	CDK18	104
SCRN2_55504	SCRN2	1142
AP1S3_59796	AP1S3	356
SCARA5_68365	SCARA5	1250
PTCD3_41398	PTCD3	181
WDR72_66810	WDR72	1019
NKX2-3_63285	NKX2-3	1325
AP4E1_32796	AP4E1	615
CT47A7_74284	CT47A7	841
GPS2_7653	GPS2	444
CMTM4_61545	CMTM4	446
SLC45A1_37311	SLC45A1	409
TINAGL1_47441	TINAGL1	371
TICAM1_61939	TICAM1	378
RRH_28930	RRH	735
CD2BP2_28028	CD2BP2	752
LRP11_54476	LRP11	1786
N6AMT1_36489	N6AMT1	858
UPF3B_48423	UPF3B	965
SERPINA5_13414	SERPINA5	400
ATAD2B_39948	ATAD2B	144
HIST1H1T_8102	HIST1H1T	277
ADAM23_22871	ADAM23	86
GPLD1_7480	GPLD1	170
LAMB4_30861	LAMB4	1007
CDH22_47719	CDH22	672
MNS1_42344	MNS1	573
RBM10_21463	RBM10	481
SCN3A_16892	SCN3A	1165
