sgRNA	Gene	Clip2_5_DE_GFP_low_BC17_IGO_09496_9_S9
SLC6A11_17550	SLC6A11	9
KCNH2_10024	KCNH2	13
TRIB1_27409	TRIB1	11
PRIMPOL_64963	PRIMPOL	8
C5orf42_48477	C5orf42	17
CALCRL_27337	CALCRL	14
KIAA0895L_74292	KIAA0895L	3
NF2_12488	NF2	14
TTC32_59815	TTC32	20
PARD3B_57988	PARD3B	6
CDADC1_51752	CDADC1	6
GPR33_7597	GPR33	24
MRAS_30890	MRAS	12
TSNARE1_65027	TSNARE1	7
PTPN5_54308	PTPN5	27
ASNA1_1268	ASNA1	10
PRR7_51314	PRR7	5
C5orf51_68235	C5orf51	12
SNX19_72171	SNX19	6
TSSC1_19663	TSSC1	8
ZNF283_67769	ZNF283	11
KCNA7_9967	KCNA7	8
RNF185_55851	RNF185	26
IFNA17_9245	IFNA17	4
CNTNAP3B_74726	CNTNAP3B	20
AK5_34960	AK5	17
FKBP10_47013	FKBP10	28
ZEB2_26142	ZEB2	17
MSI1_11771	MSI1	16
EFNA3_5341	EFNA3	11
ZNF574_47984	ZNF574	3
CCDC65_55028	CCDC65	12
KTI12_56910	KTI12	10
RORC_16253	RORC	15
CYBB_4316	CYBB	5
TLL2_19261	TLL2	14
RDX_15974	RDX	17
CDC25A_2808	CDC25A	4
RERE_1320	RERE	6
DDX21_24136	DDX21	5
SNX33_66906	SNX33	15
RNASE9_71799	RNASE9	18
ZNF551_55366	ZNF551	15
TRAPPC4_38697	TRAPPC4	16
PKP4_22120	PKP4	27
EVI5_20956	EVI5	15
PCDHB11_43964	PCDHB11	10
DSCC1_48867	DSCC1	32
POMT1_28580	POMT1	10
ADTRP_54251	ADTRP	11
TFG_27802	TFG	14
HNRNPA1L2_61382	HNRNPA1L2	2
ZNRD1_37116	ZNRD1	13
ATP7B_1498	ATP7B	21
INPP5D_9637	INPP5D	11
POU4F2_14466	POU4F2	11
TMEM86B_66552	TMEM86B	11
NPIPB3_31781	NPIPB3	8
EIF2B1_5421	EIF2B1	18
TRA2B_17224	TRA2B	10
CDCA5_56929	CDCA5	6
OXCT2_47281	OXCT2	5
TCEANC2_59356	TCEANC2	17
PAX5_13340	PAX5	18
VWA7_51276	VWA7	14
ACAN_494	ACAN	21
NBPF4_62048	NBPF4	21
TMEM216_38276	TMEM216	5
INTS10_41807	INTS10	6
ANKFY1_38854	ANKFY1	4
SLC1A4_17444	SLC1A4	6
POLR3A_30201	POLR3A	4
NDUFB8_12343	NDUFB8	7
INTS1_34722	INTS1	3
SLC12A3_17621	SLC12A3	14
DCDC1_69277	DCDC1	21
BAMBI_33763	BAMBI	20
SNAI1_17818	SNAI1	3
GPR89B_38816	GPR89B	15
SFN_7440	SFN	11
CSTF1_4153	CSTF1	8
C21orf91_39802	C21orf91	24
VDAC2_20118	VDAC2	6
ELOF1_53534	ELOF1	7
TOP2B_19447	TOP2B	28
FCGR1A_6145	FCGR1A	7
NUP188_32995	NUP188	4
HK2_8367	HK2	15
TSPAN1_27018	TSPAN1	21
OR5A2_65496	OR5A2	9
FCHO2_57502	FCHO2	21
CPPED1_42284	CPPED1	10
KCNG3_64233	KCNG3	27
CNPY2_27780	CNPY2	15
C7orf49_48657	C7orf49	12
SCNM1_48688	SCNM1	18
IL17RD_40502	IL17RD	3
HHIPL1_53595	HHIPL1	7
AKNAD1_66452	AKNAD1	17
TJP3_35659	TJP3	10
SLC39A2_36975	SLC39A2	9
ZDHHC24_66464	ZDHHC24	15
TREML2_50189	TREML2	4
FASTKD2_31047	FASTKD2	18
MAMDC4_63107	MAMDC4	11
DTX3L_62535	DTX3L	33
CYYR1_57676	CYYR1	12
PLEKHH2_59789	PLEKHH2	14
CHGB_3156	CHGB	7
SUMO1_19889	SUMO1	10
SLC38A7_42042	SLC38A7	10
RABGAP1_33382	RABGAP1	15
BEST1_20179	BEST1	5
MTIF2_11869	MTIF2	19
DGKA_4491	DGKA	8
HMGA2_21281	HMGA2	13
VPS39_32507	VPS39	11
PCDH18_40114	PCDH18	12
OTX2_13147	OTX2	7
ALDH1A2_23205	ALDH1A2	30
POLD4_46407	POLD4	15
ITGA6_9686	ITGA6	30
BIN3_43720	BIN3	10
TDRD3_51657	TDRD3	32
FBXO3_34913	FBXO3	21
OR4K2_71775	OR4K2	34
TAS2R46_66997	TAS2R46	28
RSPH14_35709	RSPH14	2
OTUB1_42788	OTUB1	9
PLEKHG4B_62786	PLEKHG4B	23
VCAN_4097	VCAN	7
TOPBP1_30032	TOPBP1	4
COL4A3BP_26963	COL4A3BP	3
YAP1_28006	YAP1	7
CD27_2623	CD27	20
UPK1B_19910	UPK1B	16
USP48_53100	USP48	14
KYNU_23473	KYNU	14
ANP32B_28429	ANP32B	17
SPPL3_58430	SPPL3	26
RNF7_25371	RNF7	23
SH3D19_62672	SH3D19	14
NOP16_38870	NOP16	3
NRSN1_60969	NRSN1	16
ACTL7A_29418	ACTL7A	38
PRKAR1A_14804	PRKAR1A	10
RAB42_57446	RAB42	26
ENO3_5598	ENO3	29
C11orf49_48937	C11orf49	12
ADTRP_54254	ADTRP	7
STARD10_29237	STARD10	6
SSBP4_64153	SSBP4	14
5-Mar_40425	5-Mar	4
NELFE_21104	NELFE	4
OGFRL1_49434	OGFRL1	14
ISG15_25433	ISG15	5
AZGP1_1543	AZGP1	18
PTPRS_15521	PTPRS	30
NDUFB4_12326	NDUFB4	5
BDH2_44504	BDH2	4
CABLES2_52043	CABLES2	6
B4GALT6_24511	B4GALT6	10
LDHAL6B_56257	LDHAL6B	13
DYNLT1_18928	DYNLT1	3
NCKAP1_29167	NCKAP1	4
TUBGCP5_57207	TUBGCP5	9
KIF18B_61708	KIF18B	12
OR4D10_71693	OR4D10	4
SIMC1_70501	SIMC1	11
GHRL_39404	GHRL	7
TMEM86A_61265	TMEM86A	14
MICA_75968	MICA	14
OR5L1_65250	OR5L1	18
HAL_8166	HAL	18
ATE1_30125	ATE1	3
ZFYVE27_58082	ZFYVE27	6
DNM1_4863	DNM1	10
ZMIZ2_52297	ZMIZ2	4
PLXDC1_45055	PLXDC1	4
SH3BGR_17271	SH3BGR	26
ADIPOQ_24630	ADIPOQ	20
OSM_13132	OSM	13
ZNF671_50276	ZNF671	9
TRIM56_51945	TRIM56	5
LOC100144595_75520	LOC100144595	16
SLCO1C1_39698	SLCO1C1	25
NSUN5_43056	NSUN5	8
ADAMTS9_44820	ADAMTS9	37
RAB7A_21043	RAB7A	7
DHX15_4669	DHX15	3
ATP5H_28213	ATP5H	10
NFAT5_28992	NFAT5	5
DNAJC5B_55033	DNAJC5B	3
USP24_32563	USP24	13
LRRC74A_61433	LRRC74A	19
LETMD1_33959	LETMD1	8
CA5A_2112	CA5A	19
ANKRD7_44227	ANKRD7	38
PTPN3_15424	PTPN3	23
UBE2J2_58002	UBE2J2	6
FRG2C_75702	FRG2C	1
DHX34_25680	DHX34	21
AMY1A_762	AMY1A	1
SLC25A11_21840	SLC25A11	20
MYL5_12080	MYL5	10
HAUS3_49228	HAUS3	2
KIF5B_10168	KIF5B	20
NDRG2_45470	NDRG2	10
IL2_9396	IL2	13
ZNF516_25517	ZNF516	22
BMP6_1791	BMP6	18
PLEKHM1_26155	PLEKHM1	19
DCLK3_54938	DCLK3	11
GIPC1_29081	GIPC1	14
RXFP1_46814	RXFP1	14
OSGEPL1_47498	OSGEPL1	26
RHOA_1106	RHOA	1
LYVE1_29461	LYVE1	24
NHLH1_12593	NHLH1	10
SFXN3_51975	SFXN3	44
SIPA1_17385	SIPA1	32
CPA5_56620	CPA5	13
DPP3_26912	DPP3	6
TAGLN_18646	TAGLN	7
FAM208A_32304	FAM208A	6
TJP2_24766	TJP2	6
OR52E4_71605	OR52E4	5
CDC37_30240	CDC37	7
TMEM18_59730	TMEM18	17
COL15A1_3651	COL15A1	14
REXO1_45493	REXO1	36
NAMPT_27118	NAMPT	17
CRYAB_3943	CRYAB	13
SMIM4_73038	SMIM4	12
SRBD1_41671	SRBD1	10
CCBE1_61771	CCBE1	5
PCK2_13423	PCK2	8
RBM3_15915	RBM3	16
CRYGC_3977	CRYGC	14
APEX1_913	APEX1	15
UCP3_19926	UCP3	1
ARMC3_65347	ARMC3	21
VIMP_43509	VIMP	20
GFRA3_7082	GFRA3	19
DUSP12_30646	DUSP12	14
CBLN1_2433	CBLN1	23
FANCG_6074	FANCG	3
CLIC4_34125	CLIC4	11
HAPLN1_3924	HAPLN1	20
WDR53_69969	WDR53	18
GAB2_26166	GAB2	7
IL7_9446	IL7	9
BMPR1B_1806	BMPR1B	26
CATSPERG_46458	CATSPERG	16
C9orf41_60564	C9orf41	17
LPP_10774	LPP	6
USP17L29_74694	USP17L29	2
MORC2_31096	MORC2	4
C21orf59_44390	C21orf59	8
OLFM4_28500	OLFM4	1
CYGB_57155	CYGB	10
MCM6_11251	MCM6	5
GABRR2_6803	GABRR2	26
SBNO1_41925	SBNO1	1
PPIF_27021	PPIF	7
LHFPL1_69232	LHFPL1	25
LRRC37B_57152	LRRC37B	2
MRFAP1L1_57371	MRFAP1L1	1
CTTN_5567	CTTN	5
KISS1_10201	KISS1	5
BTF3_1918	BTF3	3
UNC13B_28293	UNC13B	8
AAAS_21271	AAAS	10
HSPA1B_8926	HSPA1B	13
PSMA4_15156	PSMA4	4
HAND2_24912	HAND2	8
PAQR6_50461	PAQR6	16
NPIPB5_75424	NPIPB5	6
SUGP1_46389	SUGP1	11
GSTM1_7889	GSTM1	9
C10orf76_49341	C10orf76	6
FOXD4L5_74310	FOXD4L5	3
CRLF1_24287	CRLF1	3
HNRNPDL_26651	HNRNPDL	24
RLTPR_61538	RLTPR	2
LMLN_55114	LMLN	7
GCNT2_7010	GCNT2	6
SUV420H2_54182	SUV420H2	21
TRPM8_48816	TRPM8	11
OR6C6_67327	OR6C6	13
HIST1H2BJ_23495	HIST1H2BJ	2
KCNE1_10008	KCNE1	27
PPM1A_14548	PPM1A	7
RP1_16266	RP1	11
C1QTNF5_57342	C1QTNF5	19
RMND5A_48088	RMND5A	7
DNAJC9_32171	DNAJC9	5
GINS1_26140	GINS1	6
BRSK1_53620	BRSK1	13
ZNF395_43676	ZNF395	16
FAM72D_74793	FAM72D	13
SLC22A25_70785	SLC22A25	4
PUS7_40133	PUS7	2
PAPLN_55243	PAPLN	7
RER1_30056	RER1	8
TSGA10_51231	TSGA10	13
WRNIP1_44502	WRNIP1	12
C17orf89_67674	C17orf89	30
C6orf136_65843	C6orf136	14
POLD3_28956	POLD3	12
RPL31_16414	RPL31	7
TOP3A_19449	TOP3A	12
ZNF225_20854	ZNF225	15
OR1L6_72029	OR1L6	25
PRLR_14965	PRLR	11
CHRNE_3261	CHRNE	19
RALYL_60542	RALYL	24
EXOC4_46859	EXOC4	26
ZNF821_42672	ZNF821	17
POLR2K_14401	POLR2K	6
ARNT_1174	ARNT	13
SDR42E1_56538	SDR42E1	10
KTI12_56909	KTI12	7
NXPE1_58253	NXPE1	11
PVALB_15550	PVALB	25
SREK1IP1_68257	SREK1IP1	14
SYT12_55949	SYT12	11
CBWD5_65624	CBWD5	11
LOC100129697_75234	LOC100129697	14
IMPG1_9580	IMPG1	29
CENPW_70724	CENPW	16
TFB2M_47536	TFB2M	5
L3MBTL1_34346	L3MBTL1	2
HHLA1_26958	HHLA1	5
C14orf178_67428	C14orf178	20
SCAP_31294	SCAP	9
MIB2_61089	MIB2	19
ZNF669_50175	ZNF669	11
HIPK1_65151	HIPK1	4
RNF14_25340	RNF14	10
IRF2BP2_70201	IRF2BP2	21
CDKN2C_2947	CDKN2C	23
ERBB3_5733	ERBB3	26
ANAPC4_36862	ANAPC4	9
TATDN2_26011	TATDN2	10
LDHAL6A_63313	LDHAL6A	18
RPL35A_16426	RPL35A	11
STK19_23219	STK19	5
PRRC2A_21070	PRRC2A	5
CD72_2748	CD72	10
UTP20_36068	UTP20	5
ZSWIM1_55354	ZSWIM1	1
RAPGEFL1_38105	RAPGEFL1	20
ZC3H18_58711	ZC3H18	4
ATP5E_1422	ATP5E	5
E4F1_5226	E4F1	2
HIST1H3I_21714	HIST1H3I	11
MMP21_58085	MMP21	3
FAM110C_73675	FAM110C	7
IMMT_29772	IMMT	10
JPH1_44391	JPH1	24
ZBTB6_29130	ZBTB6	4
POTEH_33577	POTEH	4
ATG7_28397	ATG7	11
PYGB_15611	PYGB	20
RBP3_15944	RBP3	9
FAM65A_49273	FAM65A	3
CLK2_3395	CLK2	9
IL20RB_39647	IL20RB	10
PSMD11_15275	PSMD11	6
KCNJ14_10071	KCNJ14	19
C1QTNF8_71839	C1QTNF8	4
RTN4IP1_54227	RTN4IP1	15
PABPC3_13229	PABPC3	9
COQ10A_56422	COQ10A	6
TFF1_19045	TFF1	20
CGB_3085	CGB	18
TRIM27_16053	TRIM27	33
POLG2_30546	POLG2	14
FAM127B_34509	FAM127B	4
TBCE_18749	TBCE	7
NDNL2_44080	NDNL2	2
FAM210A_58930	FAM210A	10
PYGO1_34586	PYGO1	6
MAP2K2_14927	MAP2K2	10
HRH4_46781	HRH4	11
ZNF648_59395	ZNF648	13
HAVCR2_54312	HAVCR2	14
SLC35E4_68995	SLC35E4	8
SLC35G4_74069	SLC35G4	13
CDKN2AIPNL_55813	CDKN2AIPNL	5
NT5C2_31350	NT5C2	7
ATP6V1D_38658	ATP6V1D	6
FIP1L1_51771	FIP1L1	28
ALG8_48811	ALG8	25
TRIM58_34004	TRIM58	19
MORN5_66535	MORN5	23
ARHGEF18_32610	ARHGEF18	2
LY75_10893	LY75	10
NPVF_47401	NPVF	9
KCNN1_10102	KCNN1	14
CCNI2_73988	CCNI2	3
GGA3_31921	GGA3	10
DSC2_5072	DSC2	4
SYNDIG1_50444	SYNDIG1	18
DSCAM_5077	DSCAM	15
PRG3_27940	PRG3	29
RNF113B_60786	RNF113B	13
SRGAP2_32634	SRGAP2	4
RBM20_67180	RBM20	10
CASC1_42116	CASC1	6
CCDC113_36382	CCDC113	8
DSC3_5076	DSC3	23
IFFO2_59250	IFFO2	21
HTR2A_9035	HTR2A	8
KDM2A_31396	KDM2A	6
EMG1_28074	EMG1	3
SNTB2_17925	SNTB2	18
C19orf67_74091	C19orf67	24
MICAL1_48035	MICAL1	11
EVPL_5887	EVPL	12
RAC1_15708	RAC1	19
LAT2_20236	LAT2	10
OR7A10_71871	OR7A10	31
ZC3H4_32092	ZC3H4	10
C9orf24_54034	C9orf24	23
GJC1_26843	GJC1	13
ACTR8_56607	ACTR8	13
OR1D5_21800	OR1D5	3
HESX1_23092	HESX1	26
U2SURP_32538	U2SURP	11
RAB4B_39683	RAB4B	7
CRABP2_3850	CRABP2	11
RAB15_70575	RAB15	8
MYH11_12058	MYH11	9
LENG8_57270	LENG8	1
WDR93_44723	WDR93	9
SULF1_32099	SULF1	21
CBX6_32876	CBX6	11
ACP1_157	ACP1	5
ARID3C_60603	ARID3C	18
VPS53_42159	VPS53	7
BTN1A1_1932	BTN1A1	17
EFTUD2_24548	EFTUD2	2
SLC30A5_48255	SLC30A5	15
TRIAP1_38885	TRIAP1	5
LIG1_10642	LIG1	26
VARS_20084	VARS	3
TPM1_19495	TPM1	19
C1orf228_68985	C1orf228	11
SMARCB1_17754	SMARCB1	8
RDH11_37835	RDH11	17
C12orf45_58320	C12orf45	11
GRIA2_7711	GRIA2	19
KIAA2018_65175	KIAA2018	11
ANKRD13A_55072	ANKRD13A	12
ZNF580_37992	ZNF580	15
PCGF6_52928	PCGF6	7
TTC23L_62820	TTC23L	5
CLPTM1L_51504	CLPTM1L	18
SLFN14_69415	SLFN14	15
MRPL33_25194	MRPL33	15
CD3EAP_29322	CD3EAP	9
SLC35A4_57068	SLC35A4	10
OSM_13131	OSM	2
TRPV1_20185	TRPV1	8
ZNF226_20857	ZNF226	17
ZNF490_45563	ZNF490	16
PDCD1_13485	PDCD1	12
TRIM64C_74128	TRIM64C	9
NDE1_40666	NDE1	6
MANSC1_40409	MANSC1	14
HAAO_32951	HAAO	5
C2orf70_69017	C2orf70	27
FGF16_23102	FGF16	9
C22orf15_62285	C22orf15	22
IRF8_9111	IRF8	9
PRCD_75093	PRCD	30
TUBB_65031	TUBB	2
MORN4_58079	MORN4	15
UQCRFS1_20029	UQCRFS1	2
EHF_34979	EHF	11
TMEM119_68808	TMEM119	22
MT1G_11823	MT1G	12
CCL3_16968	CCL3	4
SLC16A11_63540	SLC16A11	5
SLC7A4_17575	SLC7A4	19
TMTC4_54418	TMTC4	15
PRR15_65955	PRR15	15
NHSL1_45322	NHSL1	25
PFKFB4_13751	PFKFB4	3
SETD5_41937	SETD5	16
RFX7_48212	RFX7	21
HNF1B_18827	HNF1B	7
ZBTB38_66301	ZBTB38	15
MS4A4A_38548	MS4A4A	7
OR9A2_60377	OR9A2	7
CNTD2_50408	CNTD2	9
OR4F29_74979	OR4F29	5
NDUFV2_12396	NDUFV2	9
XYLT1_47447	XYLT1	9
EXOC7_32281	EXOC7	19
SPAG11A_74306	SPAG11A	5
COX7B2_64226	COX7B2	10
BCAS2_27637	BCAS2	15
USP18_30669	USP18	13
MEX3B_53113	MEX3B	5
PRMT2_8856	PRMT2	21
HMMR_8519	HMMR	20
PTPRG_15486	PTPRG	5
SLC35D2_29947	SLC35D2	5
LILRA4_33126	LILRA4	14
MROH7_70414	MROH7	11
RSF1_39476	RSF1	13
KLF7_22429	KLF7	10
OR2T5_72530	OR2T5	34
Non-Targeting Control_76822	Non-Targeting Control	22
CCDC67_63301	CCDC67	24
PPP1R8_14599	PPP1R8	2
ZNF197_27234	ZNF197	9
METTL3_44233	METTL3	25
C6orf165_62894	C6orf165	19
LRRFIP2_24187	LRRFIP2	18
CETP_3061	CETP	3
LOC650293_74214	LOC650293	25
ARHGEF37_71362	ARHGEF37	10
CDCP1_48217	CDCP1	22
LCE4A_64600	LCE4A	20
RPS6KB1_16528	RPS6KB1	8
ATF5_30892	ATF5	6
SEC63_30542	SEC63	8
ASXL3_51376	ASXL3	7
JAG2_9893	JAG2	15
LYSMD4_61465	LYSMD4	30
AIM2_24859	AIM2	23
MPZL2_27348	MPZL2	9
RBM22_43061	RBM22	1
TMEM40_42208	TMEM40	34
EXD2_41971	EXD2	20
TNFSF15_26588	TNFSF15	30
HSPA1L_8932	HSPA1L	6
FOXA1_8543	FOXA1	12
C1orf109_41122	C1orf109	6
HES1_8864	HES1	10
SYNPO2L_50400	SYNPO2L	7
RBX1_26626	RBX1	11
MAGEA2B_67075	MAGEA2B	7
TMIGD1_71004	TMIGD1	20
MAGEB3_11052	MAGEB3	5
NTHL1_12885	NTHL1	4
ZNF561_56453	ZNF561	17
TMEM115_30026	TMEM115	6
CWC27_27627	CWC27	21
FAM178A_43141	FAM178A	3
NRBP1_36911	NRBP1	19
C9orf172_71496	C9orf172	19
FMO1_6486	FMO1	3
CNTN5_39709	CNTN5	13
RBM8A_26503	RBM8A	6
USP9X_21457	USP9X	23
NDST3_24556	NDST3	10
ZNF99_20638	ZNF99	13
DGCR14_21426	DGCR14	5
CLDN9_23795	CLDN9	14
ZNF813_59013	ZNF813	14
ZC3HAV1_44411	ZC3HAV1	15
FARP1_27207	FARP1	13
VMP1_51857	VMP1	28
CYP4F22_59159	CYP4F22	37
KRTAP19-2_68648	KRTAP19-2	1
CTDNEP1_32698	CTDNEP1	2
ZNF609_31609	ZNF609	15
PPIG_24596	PPIG	12
PTAR1_70544	PTAR1	10
MAP3K9_11532	MAP3K9	24
MCM2_11233	MCM2	4
PSMC3IP_36716	PSMC3IP	22
HDAC3_23167	HDAC3	1
CD81_2762	CD81	8
AHI1_40615	AHI1	13
NUFIP1_35291	NUFIP1	10
DEFA3_4681	DEFA3	6
PCDHB13_43955	PCDHB13	15
SREK1IP1_68260	SREK1IP1	6
ADGRV1_52797	ADGRV1	8
MRO_52582	MRO	24
IFI44L_29696	IFI44L	6
CCT6A_2525	CCT6A	3
TIMM22_36812	TIMM22	9
MYBPC2_11982	MYBPC2	4
SLC22A9_57139	SLC22A9	9
ZBED8_47135	ZBED8	9
E2F8_49785	E2F8	14
CDC42BPB_25272	CDC42BPB	12
LILRA2_29896	LILRA2	11
GLB1L_49207	GLB1L	17
KLHL3_34835	KLHL3	6
MGAM2_56520	MGAM2	2
PLCXD1_42402	PLCXD1	17
ADRA1D_400	ADRA1D	5
TBXAS1_18786	TBXAS1	10
PGM1_13819	PGM1	7
CD37_2670	CD37	9
USB1_49515	USB1	5
DEF6_37278	DEF6	17
RPP30_28475	RPP30	5
WDR87_52622	WDR87	3
DLG5_24255	DLG5	6
ARHGEF6_24898	ARHGEF6	25
SPIB_18062	SPIB	15
BCAM_10870	BCAM	20
SLC14A1_17633	SLC14A1	13
TMEM95_68858	TMEM95	28
HMGB1_8478	HMGB1	6
ANKRD55_49746	ANKRD55	34
CD300LB_58784	CD300LB	12
TSPAN12_33152	TSPAN12	23
VPS35_43196	VPS35	3
PCDH20_48220	PCDH20	19
SHQ1_41773	SHQ1	10
SACS_34928	SACS	8
MLST8_47559	MLST8	2
SKP1_17412	SKP1	5
PRKRIR_14954	PRKRIR	2
PTCH2_22539	PTCH2	11
RNF151_61563	RNF151	8
SWI5_70552	SWI5	9
HRSP12_27507	HRSP12	9
ENO1_5590	ENO1	7
CFAP69_50137	CFAP69	11
PEBP4_63002	PEBP4	4
FAM222A_54469	FAM222A	23
HIST1H4I_21533	HIST1H4I	34
GPX4_7673	GPX4	3
IL12RB2_9505	IL12RB2	14
UBE2D3_19846	UBE2D3	5
OR1S2_65468	OR1S2	22
EMP1_5550	EMP1	17
PELP1_35471	PELP1	1
ILK_9560	ILK	11
PRIM1_14756	PRIM1	6
MMADHC_35882	MMADHC	6
USP17L29_74695	USP17L29	6
TOMM5_72459	TOMM5	12
MTFP1_38980	MTFP1	11
RASGRP4_57550	RASGRP4	14
OTOS_62367	OTOS	31
WASF2_27218	WASF2	2
ATF3_1302	ATF3	19
NOS1_12699	NOS1	13
RPS17_16578	RPS17	4
PRPF31_34605	PRPF31	9
CAPN14_73027	CAPN14	19
RBMX_36012	RBMX	18
TLCD1_57708	TLCD1	14
TARS_18718	TARS	7
ZNF806_74153	ZNF806	17
MED28_51072	MED28	15
3-Mar_57421	3-Mar	16
TMC3_69369	TMC3	31
SPG20_31760	SPG20	5
ZAK_39481	ZAK	16
PKM_14056	PKM	6
SNX22_50166	SNX22	10
GYG1_8032	GYG1	32
KIF22_10264	KIF22	11
NCAPD3_32418	NCAPD3	15
NMNAT1_48107	NMNAT1	1
KRT28_63551	KRT28	14
CCT8_28936	CCT8	27
PCDHGA2_43942	PCDHGA2	28
SAP25_75758	SAP25	12
GP1BA_7441	GP1BA	9
RAP1GAP_15809	RAP1GAP	12
CXXC1_37106	CXXC1	11
SKIV2L2_33021	SKIV2L2	5
LMNTD2_66752	LMNTD2	5
MAPK8IP3_31915	MAPK8IP3	8
OSR2_57616	OSR2	13
SEZ6_58856	SEZ6	3
RPS13_16559	RPS13	8
TOM1L1_26798	TOM1L1	12
ABCC6_1055	ABCC6	24
KNSTRN_55467	KNSTRN	10
SEBOX_74037	SEBOX	9
MED17_24832	MED17	12
OR1I1_59134	OR1I1	23
SFN_7439	SFN	8
SLCO1A2_17696	SLCO1A2	20
CPT1B_3825	CPT1B	5
ARCN1_1061	ARCN1	5
MAGEA12_11040	MAGEA12	2
DEAF1_28364	DEAF1	17
OLFML2B_34041	OLFML2B	10
ERVV-1_61810	ERVV-1	11
PTPMT1_57377	PTPMT1	4
SCAI_68396	SCAI	5
CCDC148_59895	CCDC148	11
ARFGAP3_34953	ARFGAP3	10
ST6GALNAC1_43444	ST6GALNAC1	12
SAFB_16791	SAFB	32
NFRKB_12565	NFRKB	24
NUTM2A_74581	NUTM2A	10
RPL7_16320	RPL7	6
GUCA1A_7991	GUCA1A	4
SURF6_18531	SURF6	2
SRP19_18207	SRP19	3
HAAO_32953	HAAO	7
ATP5F1_1426	ATP5F1	16
ITGA8_22166	ITGA8	25
CHEK2_30459	CHEK2	19
STARD6_61762	STARD6	29
FAM171A2_67613	FAM171A2	12
CALB2_2207	CALB2	12
MYL12A_28719	MYL12A	17
LOC100505549_75827	LOC100505549	24
KCNK5_22546	KCNK5	8
NOL7_38703	NOL7	8
PPFIA1_22112	PPFIA1	12
NR2C2_19548	NR2C2	13
MALRD1_69261	MALRD1	15
CCDC127_60203	CCDC127	8
USP8_23869	USP8	8
STIM1_18393	STIM1	24
RP1L1_56721	RP1L1	2
CDC42EP2_28071	CDC42EP2	11
MADD_22346	MADD	20
ZNF365_31135	ZNF365	1
PARP6_44728	PARP6	34
C12orf79_66694	C12orf79	16
FAM26F_73074	FAM26F	6
AARSD1_51305	AARSD1	25
ZNF790_71055	ZNF790	7
AHCTF1_34058	AHCTF1	25
GINS4_53389	GINS4	6
HEXIM2_58817	HEXIM2	11
POLDIP3_53298	POLDIP3	15
USB1_49518	USB1	3
PSEN1_15094	PSEN1	22
IFNAR2_9257	IFNAR2	31
MGAT5B_61621	MGAT5B	34
PEX5_15596	PEX5	7
BAHCC1_45977	BAHCC1	6
ZNF566_54495	ZNF566	3
AGK_43245	AGK	8
ESYT2_45609	ESYT2	14
SRPK2_18225	SRPK2	18
OSCP1_59407	OSCP1	13
SPTBN5_38528	SPTBN5	9
GRXCR2_73757	GRXCR2	13
PLEKHH1_45570	PLEKHH1	10
BRD3_21180	BRD3	12
ZNF552_50042	ZNF552	3
WBSCR16_51672	WBSCR16	19
CLEC4D_68718	CLEC4D	22
CHRAC1_39787	CHRAC1	24
TPRKB_37493	TPRKB	5
LRRC75B_71211	LRRC75B	13
GFRA4_47355	GFRA4	9
WDR46_24384	WDR46	1
ENO2_5593	ENO2	7
UBE2D3_19847	UBE2D3	1
CENPW_70721	CENPW	6
PROK2_46993	PROK2	9
POLN_70173	POLN	15
TXLNB_63979	TXLNB	14
MAPT_11124	MAPT	12
CALHM3_58135	CALHM3	14
DMP1_4858	DMP1	10
TMA7_38626	TMA7	15
HINFP_34278	HINFP	6
ME2_11302	ME2	8
WNT5B_51480	WNT5B	32
TSFM_27016	TSFM	9
ACTBL2_69703	ACTBL2	21
TXNDC9_27294	TXNDC9	3
MPP5_47705	MPP5	9
ABLIM2_53629	ABLIM2	5
NRXN1_24664	NRXN1	14
TMEM165_43597	TMEM165	5
C17orf70_50985	C17orf70	1
GNL1_7391	GNL1	16
IL12RB1_9503	IL12RB1	12
AQP5_1035	AQP5	3
MDGA2_63418	MDGA2	16
GEMIN6_50088	GEMIN6	9
DMPK_4866	DMPK	3
OASL_22523	OASL	19
CHST15_38597	CHST15	11
GCNT3_24290	GCNT3	20
TTC37_25493	TTC37	6
UPF1_16009	UPF1	7
NDUFS2_12366	NDUFS2	12
CADPS_22456	CADPS	7
HRH4_46779	HRH4	16
ST6GAL2_53851	ST6GAL2	11
DNAJC11_43193	DNAJC11	6
ACER1_58991	ACER1	7
MORN4_58077	MORN4	12
RTN4IP1_54229	RTN4IP1	4
MBD3L3_74387	MBD3L3	20
ZCCHC11_32444	ZCCHC11	23
UPP1_20008	UPP1	19
PCDHB2_43995	PCDHB2	11
SNRPD3_17889	SNRPD3	7
MAPK1_14883	MAPK1	20
KCNK15_46973	KCNK15	19
SERPINA5_13413	SERPINA5	6
FLT3LG_6478	FLT3LG	25
ZNF276_56368	ZNF276	2
GAA_6718	GAA	5
CSMD2_57182	CSMD2	12
RPS20_16589	RPS20	13
UBAC1_28031	UBAC1	15
CNOT7_36692	CNOT7	9
TPPP_30046	TPPP	5
ZNF710_70309	ZNF710	15
SDF2L1_33522	SDF2L1	14
RBM39_25291	RBM39	1
KCNH5_35656	KCNH5	15
AARD_73105	AARD	12
DEFB4A_4702	DEFB4A	3
ESYT3_52512	ESYT3	11
SNX25_52629	SNX25	8
C4orf45_62730	C4orf45	8
