sgRNA	Gene	Clip2_5_DE_GFP_low_BC18_IGO_09496_10_S10
BACH2_46874	BACH2	17
ZNF782_63175	ZNF782	105
SPRN_73471	SPRN	95
TNK1_22753	TNK1	20
UCP1_19919	UCP1	70
Non-Targeting Control_77158	Non-Targeting Control	152
PACSIN3_36584	PACSIN3	58
Non-Targeting Control_77106	Non-Targeting Control	245
MPC2_33958	MPC2	20
TNP1_19420	TNP1	34
SRBD1_41672	SRBD1	29
GAD2_6809	GAD2	62
KCTD20_66039	KCTD20	81
C2orf83_44578	C2orf83	80
PTPN21_30117	PTPN21	31
SLC25A26_57450	SLC25A26	235
OLFML2B_34040	OLFML2B	65
ZNF33A_20546	ZNF33A	102
SLC35F1_66018	SLC35F1	126
MFSD2A_54354	MFSD2A	82
PGBD1_53786	PGBD1	105
CDK5R2_23469	CDK5R2	148
RIPK2_22917	RIPK2	128
FREM3_63904	FREM3	74
DCAF8_37326	DCAF8	66
NINJ2_12620	NINJ2	28
NUPL2_30110	NUPL2	73
SAV1_46888	SAV1	59
KCTD17_49789	KCTD17	90
SOX30_29998	SOX30	18
SPG11_50912	SPG11	65
SEC14L6_75029	SEC14L6	85
C22orf34_69957	C22orf34	19
CALU_2248	CALU	45
ITGBL1_24590	ITGBL1	145
ACCS_54015	ACCS	117
SMPDL3A_29564	SMPDL3A	135
F2RL1_5948	F2RL1	41
Non-Targeting Control_76566	Non-Targeting Control	355
Non-Targeting Control_76856	Non-Targeting Control	253
HRASLS2_41207	HRASLS2	134
SGPP1_51633	SGPP1	40
MED12L_57847	MED12L	41
CRB3_56232	CRB3	25
ENOSF1_42658	ENOSF1	29
STK35_61079	STK35	34
DUSP10_30507	DUSP10	38
Non-Targeting Control_76817	Non-Targeting Control	188
TAPT1_64965	TAPT1	52
C15orf54_72198	C15orf54	102
NKX1-2_71540	NKX1-2	17
RAB2A_15639	RAB2A	156
NDUFAF6_60487	NDUFAF6	162
TRIM7_51893	TRIM7	34
SPATA31D3_71470	SPATA31D3	108
B9D2_51354	B9D2	17
SKP2_17416	SKP2	7
RAB39B_57754	RAB39B	91
SERP1_35810	SERP1	176
SLC19A3_51228	SLC19A3	54
TRIM69_60906	TRIM69	133
BTBD1_39532	BTBD1	53
UBOX5_31126	UBOX5	69
OR2M5_59274	OR2M5	137
PLEKHM3_71256	PLEKHM3	45
PDE6A_13530	PDE6A	57
CREG1_23033	CREG1	34
PYDC1_67037	PYDC1	101
C1orf186_72997	C1orf186	74
SFXN1_56673	SFXN1	37
SOX5_17987	SOX5	77
MYPOP_68919	MYPOP	35
DGUOK_4736	DGUOK	84
MBL2_11183	MBL2	53
LPPR1_40897	LPPR1	25
ABCB11_22555	ABCB11	72
SEMA3B_21026	SEMA3B	73
TTC21A_64547	TTC21A	35
GRAP2_24725	GRAP2	41
CDX4_2989	CDX4	168
LRP12_36931	LRP12	64
TM4SF18_57752	TM4SF18	31
DACT3_61887	DACT3	268
PPP1R2_14580	PPP1R2	112
SETMAR_17165	SETMAR	79
L3MBTL3_53648	L3MBTL3	17
MPHOSPH9_27318	MPHOSPH9	39
CKM_3294	CKM	18
REPS1_54741	REPS1	209
SGPL1_23278	SGPL1	53
MMP9_11606	MMP9	26
LOC100132146_75422	LOC100132146	70
PRSS37_60416	PRSS37	69
INSL3_9649	INSL3	37
UNC5C_22502	UNC5C	27
GKN1_44209	GKN1	76
HLA-DOB_8406	HLA-DOB	32
TMEM233_70889	TMEM233	80
SPDEF_33756	SPDEF	27
UBB_19815	UBB	83
ATAD3C_65207	ATAD3C	30
C17orf77_61646	C17orf77	48
OR4A47_72598	OR4A47	59
COLEC10_28574	COLEC10	19
PCDH18_40114	PCDH18	13
OR51T1_72502	OR51T1	85
GPRC6A_66009	GPRC6A	80
CD1E_2547	CD1E	65
CREB5_25297	CREB5	47
FAM181A_55281	FAM181A	277
RARG_15839	RARG	32
TAS2R46_67000	TAS2R46	61
NUAK2_51897	NUAK2	43
RPRML_71015	RPRML	54
CRIM1_38195	CRIM1	71
CST9_59610	CST9	144
TMEM249_69165	TMEM249	22
Non-Targeting Control_76835	Non-Targeting Control	376
GPCPD1_44182	GPCPD1	46
TIMMDC1_38416	TIMMDC1	86
KIF2B_53917	KIF2B	74
LRRC70_75308	LRRC70	88
THAP9_49755	THAP9	49
Non-Targeting Control_77196	Non-Targeting Control	215
ZNF160_55420	ZNF160	112
SMAP1_47016	SMAP1	136
ICOS_36673	ICOS	103
ZNF189_20788	ZNF189	61
SECISBP2L_25762	SECISBP2L	63
DHRS4L1_74743	DHRS4L1	86
APOBEC3B_25284	APOBEC3B	26
MUC16_56633	MUC16	33
VBP1_20097	VBP1	70
AP3S1_3329	AP3S1	14
RBMS3_35988	RBMS3	172
CNP_3521	CNP	96
HNRNPUL2_65695	HNRNPUL2	78
NUTF2_27344	NUTF2	75
TOP3B_23466	TOP3B	28
STAB2_42698	STAB2	23
PBX2_13363	PBX2	99
MMRN2_50018	MMRN2	48
TSHR_19645	TSHR	55
SP6_51122	SP6	15
Non-Targeting Control_77177	Non-Targeting Control	238
KIF1BP_34621	KIF1BP	9
HIST2H3A_68593	HIST2H3A	7
TOR4A_40812	TOR4A	50
YWHAG_20399	YWHAG	28
DAPK1_4513	DAPK1	33
PARVG_47366	PARVG	93
MSMP_74458	MSMP	31
IVL_9891	IVL	38
SPANXN3_60651	SPANXN3	77
TTI2_50867	TTI2	7
SIM2_17383	SIM2	104
DHRS9_27244	DHRS9	103
PIM1_13980	PIM1	60
PEX14_13699	PEX14	99
TP53TG3_33639	TP53TG3	113
VAX1_29884	VAX1	52
MED12_26594	MED12	359
KLHL32_57210	KLHL32	44
VWDE_65886	VWDE	35
ZCCHC11_32445	ZCCHC11	66
ALPP_696	ALPP	207
FFAR4_68742	FFAR4	73
GLTSCR1_37015	GLTSCR1	85
OR11L1_71945	OR11L1	85
NRXN2_24665	NRXN2	40
POFUT1_32988	POFUT1	27
MIP_11499	MIP	69
SPANXN2_73422	SPANXN2	61
CIZ1_33716	CIZ1	81
EIF1_27361	EIF1	7
DCTN3_30619	DCTN3	37
MAPK8IP2_33104	MAPK8IP2	79
RNF150_45599	RNF150	114
PABPC1L_51168	PABPC1L	36
DBF4_29567	DBF4	33
C14orf105_41883	C14orf105	116
TRIM15_55189	TRIM15	33
TMEM229A_75048	TMEM229A	56
FCHSD2_26264	FCHSD2	40
THEMIS2_24941	THEMIS2	30
UBXN7_34430	UBXN7	57
PPP2R2D_43554	PPP2R2D	136
EREG_5749	EREG	117
PF4V1_13707	PF4V1	86
SLC50A1_43822	SLC50A1	52
FSHB_6594	FSHB	239
KHSRP_22359	KHSRP	22
POU2F3_33854	POU2F3	32
IQSEC3_72864	IQSEC3	137
ARHGAP18_56593	ARHGAP18	135
TRPC6_19615	TRPC6	63
Non-Targeting Control_76659	Non-Targeting Control	473
SMIM11_39748	SMIM11	36
GTSF1_58369	GTSF1	74
PEF1_73557	PEF1	116
TEKT2_35922	TEKT2	17
THAP3_55409	THAP3	258
GPR20_7553	GPR20	78
ADAM29_30080	ADAM29	51
MAGT1_52806	MAGT1	40
Non-Targeting Control_77149	Non-Targeting Control	328
ADGRL4_47432	ADGRL4	40
GPRIN3_68176	GPRIN3	73
ARFIP1_35827	ARFIP1	55
CCDC112_62822	CCDC112	21
SPINK14_72721	SPINK14	107
TBX6_18775	TBX6	30
Non-Targeting Control_76928	Non-Targeting Control	217
TBX6_18773	TBX6	17
SLC7A14_46296	SLC7A14	178
IFT122_43299	IFT122	18
ABCD2_639	ABCD2	99
ANP32C_33033	ANP32C	45
TREML4_68296	TREML4	65
TET2_40571	TET2	28
SPAG1_18031	SPAG1	31
DMC1_30255	DMC1	150
FBXO45_64797	FBXO45	80
CXorf36_49815	CXorf36	128
RPP25L_60607	RPP25L	126
ABCA8_27833	ABCA8	35
RAP2C_46450	RAP2C	99
UBE2B_19836	UBE2B	229
FBRS_47616	FBRS	30
HMGN5_49189	HMGN5	10
Non-Targeting Control_76651	Non-Targeting Control	327
PLEKHA2_46776	PLEKHA2	78
SERPINE2_13908	SERPINE2	62
Non-Targeting Control_77150	Non-Targeting Control	297
ZNF280D_40658	ZNF280D	45
TMCO4_66568	TMCO4	116
ST8SIA5_36753	ST8SIA5	29
BMP2_1776	BMP2	20
ZNF572_60471	ZNF572	34
EMC1_31626	EMC1	58
ZNF566_54496	ZNF566	64
DHRS4L2_68537	DHRS4L2	90
TSPYL4_32297	TSPYL4	38
Non-Targeting Control_77077	Non-Targeting Control	274
CHMP4C_56251	CHMP4C	31
CDKN2AIP_42757	CDKN2AIP	61
GLIPR2_62598	GLIPR2	21
OR2F1_34757	OR2F1	221
EPHB3_5679	EPHB3	85
ZNF287_45365	ZNF287	30
UBXN10_59422	UBXN10	70
WFDC1_46506	WFDC1	47
KRTAP19-3_68651	KRTAP19-3	75
KBTBD6_55225	KBTBD6	148
RAI1_29045	RAI1	81
IL18RAP_23041	IL18RAP	62
C7orf61_72572	C7orf61	28
DYNC1LI2_4932	DYNC1LI2	41
C10orf95_50427	C10orf95	90
SCFD2_62691	SCFD2	63
FAM96B_39216	FAM96B	7
RBMS2_15926	RBMS2	95
UXS1_50783	UXS1	15
XCL1_17055	XCL1	18
GALNT8_34963	GALNT8	171
EXTL2_5912	EXTL2	81
PPFIA1_22110	PPFIA1	17
NEMF_24021	NEMF	58
VSIG2_33230	VSIG2	73
ANXA3_829	ANXA3	34
ALK_660	ALK	7
TREML1_69117	TREML1	58
SERAC1_54578	SERAC1	39
DDX19B_30654	DDX19B	76
CAMSAP1_63082	CAMSAP1	128
LIF_10636	LIF	159
MAP3K15_71505	MAP3K15	49
CCDC110_66747	CCDC110	31
CYP2B6_4361	CYP2B6	49
RCAN1_5084	RCAN1	57
HRASLS_45009	HRASLS	49
GUCY2F_8019	GUCY2F	45
DIAPH1_4766	DIAPH1	25
ZIM2_33329	ZIM2	134
PPFIBP2_22092	PPFIBP2	42
C17orf74_64860	C17orf74	19
CEP70_51126	CEP70	112
Non-Targeting Control_76905	Non-Targeting Control	220
HRASLS2_41208	HRASLS2	110
ACACB_96	ACACB	43
ZBTB7B_37617	ZBTB7B	98
ALPP_693	ALPP	118
MRPS11_48295	MRPS11	99
MAGEA1_10999	MAGEA1	134
UPF3B_48425	UPF3B	97
SHKBP1_56355	SHKBP1	93
IRF8_9112	IRF8	49
ANKRD33B_74218	ANKRD33B	111
MUS81_50885	MUS81	37
ETAA1_39990	ETAA1	72
SLC4A2_17489	SLC4A2	134
SLC16A1_17646	SLC16A1	69
SCGN_28597	SCGN	31
CX3CR1_4292	CX3CR1	60
COMMD5_36323	COMMD5	28
CHTOP_34565	CHTOP	11
RNF135_53337	RNF135	64
CCDC149_55715	CCDC149	75
GBP7_71130	GBP7	35
EOGT_68066	EOGT	55
MPP3_11718	MPP3	69
SURF1_18513	SURF1	47
ENKUR_65344	ENKUR	56
GZMB_8072	GZMB	65
GP2_7449	GP2	42
AGER_499	AGER	187
PDXP_44863	PDXP	15
Non-Targeting Control_76892	Non-Targeting Control	99
MAGEB10_60711	MAGEB10	56
CLEC6A_56613	CLEC6A	29
SPRED3_72082	SPRED3	197
CIDEA_3275	CIDEA	54
CD63_2730	CD63	103
FAM213A_53376	FAM213A	158
SIAE_39894	SIAE	28
ZNF219_38164	ZNF219	35
SULF2_43782	SULF2	101
RPL5_16310	RPL5	60
VN1R2_68524	VN1R2	20
SLCO4A1_36159	SLCO4A1	21
RBM4B_52488	RBM4B	94
HRAS_8824	HRAS	148
Non-Targeting Control_77341	Non-Targeting Control	271
IL27_66241	IL27	75
CDKN3_2953	CDKN3	38
PSEN2_15100	PSEN2	49
SNRPB_17870	SNRPB	37
Non-Targeting Control_76742	Non-Targeting Control	271
UNC13C_72915	UNC13C	27
CHRNA4_3232	CHRNA4	88
Non-Targeting Control_77201	Non-Targeting Control	201
PSAPL1_75101	PSAPL1	52
DCAF12L1_60667	DCAF12L1	168
REG1A_15988	REG1A	26
RBM12B_71449	RBM12B	67
TMCC1_31488	TMCC1	212
HCCS_8227	HCCS	554
MSMP_74461	MSMP	97
MRPL23_16384	MRPL23	43
ITIH6_69808	ITIH6	39
SLC31A2_3690	SLC31A2	33
RAC3_15715	RAC3	62
ANKRD33_69321	ANKRD33	179
RFWD3_41756	RFWD3	26
TAP2_18702	TAP2	55
PRG2_14744	PRG2	139
FGF3_6244	FGF3	68
CCDC13_62645	CCDC13	95
TNFAIP8L3_70930	TNFAIP8L3	46
FABP3_6011	FABP3	28
CC2D1A_40808	CC2D1A	120
IFNA16_9242	IFNA16	115
STXBP4_66258	STXBP4	106
MYO3B_60825	MYO3B	145
NAT10_42000	NAT10	120
GATM_6927	GATM	51
GIMAP1-GIMAP5_76065	GIMAP1-GIMAP5	31
FGF16_23103	FGF16	23
OR2T1_35267	OR2T1	48
C19orf48_54195	C19orf48	116
YAF2_27129	YAF2	177
FNBP1_31576	FNBP1	162
14-Sep_69734	14-Sep	71
FOXC2_6409	FOXC2	71
SLC25A34_67978	SLC25A34	31
SPSB2_54122	SPSB2	77
CPD_3781	CPD	51
CFAP74_54964	CFAP74	4
IQCD_57571	IQCD	105
TSSK3_51846	TSSK3	20
NUDT22_53417	NUDT22	38
DZIP1L_64541	DZIP1L	146
Non-Targeting Control_76859	Non-Targeting Control	274
KCNN4_10113	KCNN4	97
MTCL1_32247	MTCL1	67
CERS6_66352	CERS6	60
GALNT10_42679	GALNT10	36
IER2_25320	IER2	180
PRR23C_71305	PRR23C	44
ELFN2_57217	ELFN2	267
KLF12_30683	KLF12	25
GLTSCR1_37016	GLTSCR1	190
CDRT15_61668	CDRT15	98
CDY1_23816	CDY1	118
ZNF729_75596	ZNF729	114
Non-Targeting Control_77426	Non-Targeting Control	292
TRIM22_27818	TRIM22	29
TFAP4_19020	TFAP4	25
STK32C_67172	STK32C	121
SH3GL2_17290	SH3GL2	42
C2CD2_34215	C2CD2	44
CSHL1_4046	CSHL1	34
TP53I13_55390	TP53I13	113
OMP_13035	OMP	38
DDX1_4634	DDX1	18
PROP1_14994	PROP1	72
ANAPC1_47886	ANAPC1	188
CCDC93_40140	CCDC93	28
ACAP2_33056	ACAP2	31
PPAN-P2RY11_74462	PPAN-P2RY11	6
TMTC2_63324	TMTC2	106
BCL2_1635	BCL2	34
SYTL4_56710	SYTL4	124
ARHGEF37_71364	ARHGEF37	84
CYP4F3_10838	CYP4F3	55
PSG6_15124	PSG6	82
ATP1B4_32820	ATP1B4	27
IKBKB_9370	IKBKB	56
LCN12_68415	LCN12	19
PDLIM3_35960	PDLIM3	53
KCTD5_39936	KCTD5	107
NT5M_44696	NT5M	154
HIST1H2AJ_21625	HIST1H2AJ	53
SERPINA10_37987	SERPINA10	106
CCNT2_2524	CCNT2	120
PTPN12_15446	PTPN12	71
ADH1C_343	ADH1C	12
OR4N2_71771	OR4N2	81
OR51T1_72504	OR51T1	83
OR51L1_58168	OR51L1	69
LMO3_43651	LMO3	49
CCNF_2502	CCNF	56
CLIC2_3387	CLIC2	123
SNPH_25851	SNPH	24
AHCY_538	AHCY	34
C5orf15_44688	C5orf15	41
GLTPD2_70969	GLTPD2	29
PIM2_29929	PIM2	58
ZNF214_20831	ZNF214	35
TAMM41_60011	TAMM41	76
SLC36A4_58223	SLC36A4	17
C10orf25_65642	C10orf25	21
RAB15_70574	RAB15	37
CACNA1H_23392	CACNA1H	42
NCKIPSD_38924	NCKIPSD	12
JAZF1_65904	JAZF1	42
SPTLC3_42270	SPTLC3	66
VWA5A_10742	VWA5A	23
SLC9A7_54014	SLC9A7	122
SF3A1_27659	SF3A1	1
LDB3_30297	LDB3	96
PTBP1_15302	PTBP1	33
APAF1_870	APAF1	213
SLC35C1_42396	SLC35C1	56
Non-Targeting Control_76792	Non-Targeting Control	155
RLN2_16172	RLN2	70
MYO6_12116	MYO6	46
OR51B4_49169	OR51B4	139
GPSM2_36731	GPSM2	38
DNAAF3_70030	DNAAF3	63
Non-Targeting Control_76561	Non-Targeting Control	371
SS18L1_34420	SS18L1	165
Non-Targeting Control_76456	Non-Targeting Control	363
ZNF215_20836	ZNF215	58
P2RX7_13192	P2RX7	4
EQTN_40292	EQTN	11
MPPED1_2089	MPPED1	51
GFOD2_51740	GFOD2	57
RELL1_75099	RELL1	72
ARL6IP4_38522	ARL6IP4	7
CYP3A7_4356	CYP3A7	35
MAB21L1_10938	MAB21L1	87
BAIAP2L2_50715	BAIAP2L2	182
C7orf31_60460	C7orf31	19
TOX3_36019	TOX3	94
LGI3_65059	LGI3	67
DUSP19_61094	DUSP19	64
S100P_16769	S100P	49
MAOB_11100	MAOB	39
GPR15_7538	GPR15	87
PXMP2_15584	PXMP2	56
ZNF706_37881	ZNF706	23
PHF8_31826	PHF8	48
HYPM_33654	HYPM	310
FAM19A5_33793	FAM19A5	112
AKAP10_30494	AKAP10	166
CLIC4_34124	CLIC4	89
SLC10A4_64938	SLC10A4	113
TAF7L_39960	TAF7L	32
SPRY3_27522	SPRY3	46
GDF7_62505	GDF7	83
ZNF423_31698	ZNF423	186
RPP25L_60606	RPP25L	55
HLA-E_8452	HLA-E	26
CCDC92_50925	CCDC92	48
ZNF362_62121	ZNF362	112
FAM83E_40775	FAM83E	105
RAB20_42910	RAB20	157
ADAM12_21218	ADAM12	73
KRTAP10-10_70157	KRTAP10-10	79
SLC28A1_24046	SLC28A1	174
EXOC3L4_56019	EXOC3L4	53
ARHGAP35_7784	ARHGAP35	21
PLIN2_329	PLIN2	50
KIAA1804_53642	KIAA1804	83
PANO1_76341	PANO1	103
KL_24616	KL	62
TMEM179_70923	TMEM179	42
RGL3_45095	RGL3	53
TSSK6_52729	TSSK6	96
STK33_48515	STK33	88
HSFY1_55060	HSFY1	56
DFNB59_73443	DFNB59	74
HAS1_8176	HAS1	15
CAND2_31628	CAND2	26
KIAA1715_51447	KIAA1715	69
GBE1_6937	GBE1	125
SFTA3_66376	SFTA3	27
ADGRG6_45285	ADGRG6	18
LEPROTL1_32931	LEPROTL1	99
FGD3_55156	FGD3	94
PGAP2_36010	PGAP2	140
SFTPB_17226	SFTPB	128
NXPE4_40688	NXPE4	61
HGF_8318	HGF	124
MS4A8_52348	MS4A8	8
ANKRD52_67332	ANKRD52	17
ZBTB24_26150	ZBTB24	38
PNMAL2_45546	PNMAL2	46
NOL4_22768	NOL4	54
Non-Targeting Control_76720	Non-Targeting Control	384
EIF2AK1_35576	EIF2AK1	25
SRR_47046	SRR	32
IL10RB_9483	IL10RB	15
LOC100134391_75489	LOC100134391	114
LILRA4_33125	LILRA4	106
KIF3A_30196	KIF3A	73
C16orf70_51015	C16orf70	43
KRT75_23913	KRT75	176
HIF3A_47661	HIF3A	24
SLC25A12_22413	SLC25A12	53
HIST1H3A_21697	HIST1H3A	21
GRAMD1B_45574	GRAMD1B	20
MSH2_11756	MSH2	66
Non-Targeting Control_76815	Non-Targeting Control	245
NPY1R_12817	NPY1R	30
ZNF248_45276	ZNF248	4
DEFA5_4690	DEFA5	87
GPR22_7561	GPR22	39
ORC2_13097	ORC2	46
METTL5_36409	METTL5	112
ZNF846_63597	ZNF846	106
HRG_8846	HRG	77
MME_11583	MME	89
KIAA0368_32673	KIAA0368	107
HOXC5_8718	HOXC5	35
F11R_37410	F11R	45
MAP2K3_14932	MAP2K3	43
ZNF570_62004	ZNF570	107
ZNF627_64556	ZNF627	54
CMYA5_64995	CMYA5	42
DNAH14_59387	DNAH14	51
ATXN7L1_65986	ATXN7L1	53
HUS1B_60357	HUS1B	94
RUSC2_26191	RUSC2	77
MED22_18526	MED22	36
CDON_37454	CDON	67
SCUBE2_46368	SCUBE2	49
WDPCP_37640	WDPCP	92
LVRN_65181	LVRN	128
ABCG2_24809	ABCG2	107
JADE3_25907	JADE3	85
NOX4_37221	NOX4	22
FAAH_5995	FAAH	63
Non-Targeting Control_77241	Non-Targeting Control	250
ARL13A_72053	ARL13A	17
EFHC1_57118	EFHC1	88
BRS3_1886	BRS3	154
MTMR6_23877	MTMR6	37
JPH1_44391	JPH1	27
GPRIN2_25736	GPRIN2	132
SH2B1_34222	SH2B1	38
S100A2_16719	S100A2	63
SCN9A_16916	SCN9A	94
AVPR1B_1532	AVPR1B	61
PROM2_62383	PROM2	179
SLC34A3_61098	SLC34A3	111
SLC7A5_21334	SLC7A5	92
DEFB121_66161	DEFB121	98
GNAI2_7309	GNAI2	66
HBS1L_29110	HBS1L	71
SPATA6_40249	SPATA6	66
ELOVL4_18389	ELOVL4	19
RGN_23874	RGN	81
TBX15_18779	TBX15	161
GLCE_34403	GLCE	117
CXCR1_9460	CXCR1	38
FCGR1A_6146	FCGR1A	150
GNRH2_7398	GNRH2	42
TNKS1BP1_54975	TNKS1BP1	130
FASTK_29558	FASTK	152
VWC2L_72543	VWC2L	119
B3GALTL_61388	B3GALTL	44
HSPB1_8960	HSPB1	30
WI2-2373I1.2_75684	WI2-2373I1.2	153
FAM189A2_24764	FAM189A2	86
FOCAD_40980	FOCAD	41
FYCO1_49237	FYCO1	103
MMP1_11588	MMP1	149
PXMP4_30641	PXMP4	11
FAM71F1_54043	FAM71F1	56
SLC2A4RG_44399	SLC2A4RG	130
JOSD1_26469	JOSD1	49
OR9G1_71674	OR9G1	185
OR56A1_58294	OR56A1	37
ICAM3_9101	ICAM3	162
GABPB2_59189	GABPB2	108
ADAP1_29909	ADAP1	78
PPFIA2_22106	PPFIA2	155
KTN1_10431	KTN1	7
FOXI2_72136	FOXI2	24
MAP3K14_23603	MAP3K14	29
SELV_69943	SELV	67
ACYP1_245	ACYP1	168
Non-Targeting Control_77419	Non-Targeting Control	136
SPP1_18091	SPP1	103
KRTAP19-2_68647	KRTAP19-2	95
LGALS4_10605	LGALS4	45
SFXN3_51976	SFXN3	12
PPTC7_63361	PPTC7	80
MDGA2_63420	MDGA2	22
GLIPR1_29832	GLIPR1	89
FAM122C_63269	FAM122C	120
TAP1_18699	TAP1	27
FAM169B_67496	FAM169B	112
EEF1E1_25091	EEF1E1	39
CACNA2D3_43417	CACNA2D3	70
NCOR2_25363	NCOR2	74
ZZEF1_31848	ZZEF1	63
ERCC6-PGBD3_76333	ERCC6-PGBD3	62
MTMR6_23880	MTMR6	53
ZADH2_67712	ZADH2	22
PCDHGB7_43885	PCDHGB7	42
ABCC9_26876	ABCC9	55
TNRC6A_36025	TNRC6A	63
ZDHHC19_59954	ZDHHC19	18
CFD_4711	CFD	69
PDIA4_25331	PDIA4	47
ZNF467_64025	ZNF467	59
RNF11_35366	RNF11	120
NR1I2_23211	NR1I2	56
RNF8_23622	RNF8	37
SHISA8_73017	SHISA8	212
MSANTD4_53591	MSANTD4	33
SLAMF9_55218	SLAMF9	32
MZB1_38213	MZB1	19
CUBN_21197	CUBN	68
ERAP2_47483	ERAP2	65
S100G_2210	S100G	113
ZNF629_32578	ZNF629	44
LNPEP_10737	LNPEP	23
KCTD9_40578	KCTD9	177
Non-Targeting Control_76751	Non-Targeting Control	278
CROT_40396	CROT	19
SAMSN1_47344	SAMSN1	109
LCA5_63970	LCA5	24
MAGEB17_74053	MAGEB17	20
ZSCAN4_64907	ZSCAN4	86
ESYT3_52511	ESYT3	49
Non-Targeting Control_76559	Non-Targeting Control	503
KMT2C_46630	KMT2C	151
CXCL13_28504	CXCL13	65
MAST2_31843	MAST2	69
RNF113B_60785	RNF113B	81
SLC26A2_5115	SLC26A2	76
ADAM18_22883	ADAM18	36
GDPGP1_71828	GDPGP1	119
ACY1_243	ACY1	34
SUSD4_41446	SUSD4	39
PTCD1_34373	PTCD1	35
LPIN1_31967	LPIN1	68
CYP4Z1_64622	CYP4Z1	34
IQUB_62935	IQUB	59
KLHDC7A_59416	KLHDC7A	41
LIMS2_43009	LIMS2	97
TDRD12_55923	TDRD12	71
IQCF5_71290	IQCF5	112
CPEB2_60101	CPEB2	93
UBR7_41719	UBR7	112
10-Sep_62428	10-Sep	50
Non-Targeting Control_76494	Non-Targeting Control	202
MXI1_11962	MXI1	83
HOXC4_8714	HOXC4	60
CD38_2674	CD38	79
OSBP2_33536	OSBP2	106
FBXO2_34801	FBXO2	64
UGT1A9_40306	UGT1A9	53
SYBU_42890	SYBU	31
Non-Targeting Control_76957	Non-Targeting Control	336
HMGB3_8486	HMGB3	164
HIVEP2_8358	HIVEP2	23
FAM156A_36358	FAM156A	106
GJB6_29221	GJB6	59
TEX9_70304	TEX9	130
SPON1_28015	SPON1	27
C2orf76_59797	C2orf76	171
CPLX3_73600	CPLX3	110
PKDCC_55860	PKDCC	79
ATRIP_52944	ATRIP	13
CENPH_48282	CENPH	152
NRN1_38413	NRN1	108
TSSK3_51843	TSSK3	57
GPR87_39658	GPR87	155
DNAJC30_53320	DNAJC30	135
CHST5_33183	CHST5	50
C2orf50_59872	C2orf50	118
OR10J1_35042	OR10J1	51
RUNX3_2413	RUNX3	22
TBXA2R_18784	TBXA2R	101
GNAT3_69753	GNAT3	49
USP10_23866	USP10	40
CLEC3A_27146	CLEC3A	14
CLOCK_25257	CLOCK	53
HDLBP_8279	HDLBP	11
SSX2IP_57927	SSX2IP	39
FAM89A_70437	FAM89A	23
NANOGNB_70210	NANOGNB	70
CIB4_59773	CIB4	31
ATP6V1G2_1477	ATP6V1G2	99
MTM1_11875	MTM1	29
Non-Targeting Control_76515	Non-Targeting Control	135
MAGEH1_36305	MAGEH1	39
SLC16A1_17645	SLC16A1	190
Non-Targeting Control_77076	Non-Targeting Control	108
CCDC113_36382	CCDC113	7
RORA_16248	RORA	35
ZXDC_49180	ZXDC	16
CFHR3_29405	CFHR3	112
TTLL2_52612	TTLL2	101
PDE10A_29309	PDE10A	77
BARD1_1592	BARD1	23
BOC_55929	BOC	104
AIMP1_24321	AIMP1	28
LCN6_63109	LCN6	63
MAP1LC3B_51850	MAP1LC3B	151
CCDC134_50240	CCDC134	166
FBXW10_28344	FBXW10	72
MAU2_32646	MAU2	186
FOXO4_11572	FOXO4	47
PSMG3_53259	PSMG3	4
OTUD1_65589	OTUD1	61
Non-Targeting Control_76753	Non-Targeting Control	307
SEC61A2_41818	SEC61A2	88
PRR25_70941	PRR25	66
CELF3_30429	CELF3	29
KIAA1841_53775	KIAA1841	77
ASCL2_1242	ASCL2	105
TAL1_18685	TAL1	94
SCN9A_16914	SCN9A	131
STAC_18336	STAC	55
CCDC154_74033	CCDC154	53
ATP8A2_39451	ATP8A2	2
HOXD10_8769	HOXD10	176
C10orf35_65359	C10orf35	176
NFATC3_12503	NFATC3	125
C1orf64_62200	C1orf64	42
CXCL8_9456	CXCL8	114
AMZ1_62979	AMZ1	10
LEMD2_65831	LEMD2	80
UBQLN3_37254	UBQLN3	90
LAMA1_67690	LAMA1	33
COL6A6_59994	COL6A6	38
TM9SF1_28443	TM9SF1	80
ZNF878_74972	ZNF878	91
FCER2_6142	FCER2	48
SYT10_69315	SYT10	56
CHST1_22230	CHST1	85
BRD9_48527	BRD9	42
ANKRD26_31002	ANKRD26	137
FBXO40_39372	FBXO40	53
C16orf91_67549	C16orf91	52
TXLNG_43376	TXLNG	46
NCDN_31891	NCDN	35
ACTRT2_60863	ACTRT2	33
NOTUM_61733	NOTUM	59
EIF3E_9672	EIF3E	9
IFT88_21296	IFT88	73
AMDHD1_61285	AMDHD1	84
ZNF765_55933	ZNF765	104
TAS2R10_37396	TAS2R10	102
CRTC3_48051	CRTC3	74
KRTAP5-1_70744	KRTAP5-1	36
YJEFN3_70365	YJEFN3	155
CTDSPL2_38876	CTDSPL2	17
CALCB_2218	CALCB	47
MAGEA12_11039	MAGEA12	28
LYRM9_64852	LYRM9	133
CCDC70_52108	CCDC70	77
BLMH_1748	BLMH	52
CLEC5A_33288	CLEC5A	98
SLC1A7_17455	SLC1A7	9
FAM20C_44743	FAM20C	69
E2F8_49786	E2F8	24
